id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO008138;23/05/2024;P00886;81;S043;13.7;9
PO008139;01/02/2024;P00962;52;S005;118.91;9
PO008140;12/08/2024;P00846;84;S041;46.25;9
PO008141;06/09/2024;P00191;88;S021;214.46;6
PO008142;12/06/2024;P00916;79;S039;119.42;3
PO008143;09/08/2024;P00327;58;S015;189.5;11
PO008144;02/08/2024;P00650;19;S019;195.98;10
PO008145;18/02/2024;P00898;32;S042;160.71;8
PO008146;20/12/2024;P00174;42;S037;188.57;10
PO008147;09/04/2024;P00229;21;S017;113.43;7
PO008148;02/10/2024;P00726;78;S014;99.94;13
PO008149;12/05/2024;P00229;67;S001;20.04;7
PO008150;25/06/2024;P00739;26;S037;136.03;6
PO008151;11/03/2024;P00734;50;S024;50.68;11
PO008152;11/01/2024;P00010;71;S026;115.44;11
PO008153;18/03/2024;P00613;93;S002;178.3;4
PO008154;20/06/2024;P00468;56;S039;253.27;7
PO008155;11/02/2024;P00195;77;S045;38.5;14
PO008156;23/02/2024;P00781;41;S044;131.49;12
PO008157;01/07/2024;P00804;21;S027;27.7;8
PO008158;17/08/2024;P00332;15;S045;190.5;11
PO008159;10/01/2024;P00107;68;S006;17.84;3
PO008160;03/12/2024;P00906;36;S023;257.82;4
PO008161;17/08/2024;P00683;34;S046;82.21;9
PO008162;18/03/2024;P00379;38;S017;179.95;8
PO008163;15/12/2024;P00643;77;S024;42.44;13
PO008164;06/12/2024;P00340;95;S025;70.3;10
PO008165;03/10/2024;P00644;76;S029;283.44;12
PO008166;20/09/2024;P00194;86;S050;92.38;9
PO008167;26/05/2024;P00364;20;S035;228.17;5
PO008168;30/04/2024;P00503;42;S029;204.32;11
PO008169;23/05/2024;P00467;77;S031;107.44;11
PO008170;17/09/2024;P00380;78;S021;288.79;12
PO008171;02/10/2024;P00126;67;S040;252.98;13
PO008172;11/02/2024;P00470;82;S014;209.74;2
PO008173;24/06/2024;P00928;32;S013;206.78;5
PO008174;02/05/2024;P00348;44;S012;237.69;3
PO008175;09/10/2024;P00296;26;S006;282.61;3
PO008176;24/03/2024;P00622;14;S046;100.75;5
PO008177;08/12/2024;P00830;65;S039;60.25;11
PO008178;11/08/2024;P00807;26;S022;223.6;3
PO008179;06/05/2024;P00709;61;S047;29.78;7
PO008180;22/11/2024;P00950;60;S021;107.06;3
PO008181;07/11/2024;P00124;75;S027;45.57;7
PO008182;31/12/2024;P00805;65;S013;251.3;6
PO008183;15/05/2024;P00157;44;S042;55.33;5
PO008184;17/08/2024;P00471;15;S008;49.41;10
PO008185;04/03/2024;P00830;43;S036;237.7;11
PO008186;04/08/2024;P00005;98;S007;52.62;10
PO008187;05/11/2024;P00881;74;S026;49.57;14
PO008188;27/06/2024;P00918;74;S035;73.66;5
PO008189;17/04/2024;P00103;75;S049;251.87;4
PO008190;13/05/2024;P00086;38;S010;91.47;5
PO008191;25/03/2024;P00888;94;S046;272.43;9
PO008192;05/10/2024;P00768;15;S019;292.54;14
PO008193;27/02/2024;P00674;46;S031;288.21;7
PO008194;23/06/2024;P00082;25;S028;206.62;9
PO008195;25/02/2024;P00563;86;S044;159.2;2
PO008196;26/10/2024;P00422;56;S009;226.86;7
PO008197;03/11/2024;P00433;79;S018;162.15;6
PO008198;17/11/2024;P00001;61;S011;268.65;5
PO008199;04/07/2024;P00330;87;S049;224.22;6
PO008200;05/01/2024;P00616;63;S048;142.17;3
PO008201;21/11/2024;P00459;79;S020;18.28;12
PO008202;28/12/2024;P00350;17;S014;96.41;4
PO008203;17/03/2024;P00501;73;S046;33.93;7
PO008204;22/01/2024;P00425;48;S033;29.74;4
PO008205;02/01/2024;P00408;85;S020;216.25;6
PO008206;15/04/2024;P00926;16;S029;207.79;5
PO008207;01/07/2024;P00187;20;S006;222.69;14
PO008208;09/03/2024;P00303;43;S045;107.81;12
PO008209;01/12/2024;P00893;32;S039;23.96;10
PO008210;23/08/2024;P00766;55;S011;94.78;10
PO008211;12/01/2024;P00230;90;S021;64.7;13
PO008212;26/01/2024;P00645;74;S019;188.09;10
PO008213;11/11/2024;P00864;61;S047;157.55;4
PO008214;22/01/2024;P00283;56;S030;118.37;9
PO008215;15/01/2024;P00155;30;S020;52.09;5
PO008216;09/07/2024;P00622;43;S042;48.25;9
PO008217;06/02/2024;P00487;94;S034;285.13;5
PO008218;17/07/2024;P00317;85;S048;192.72;13
PO008219;18/05/2024;P00231;59;S017;197.2;2
PO008220;10/01/2024;P00209;32;S012;223.33;7
PO008221;03/11/2024;P00906;94;S022;96.15;3
PO008222;06/04/2024;P00598;73;S050;256.52;4
PO008223;07/03/2024;P00428;16;S013;158.4;2
PO008224;13/02/2024;P00644;74;S002;224.94;7
PO008225;29/10/2024;P00536;28;S018;215.15;4
PO008226;29/12/2024;P00522;17;S050;284.05;2
PO008227;16/02/2024;P00749;33;S031;229.58;4
PO008228;26/02/2024;P00626;21;S038;273.82;6
PO008229;04/04/2024;P00010;96;S027;172.76;10
PO008230;17/12/2024;P00240;27;S032;69.67;11
PO008231;04/06/2024;P00291;41;S047;145.09;3
PO008232;26/07/2024;P00545;41;S017;238.97;10
PO008233;21/12/2024;P00837;81;S041;269.25;12
PO008234;29/12/2024;P00911;95;S035;260.07;8
PO008235;11/11/2024;P00594;57;S015;31.38;4
PO008236;17/10/2024;P00799;64;S050;104.65;4
PO008237;18/02/2024;P00667;87;S020;35.18;9
PO008238;07/09/2024;P00173;94;S014;131.91;3
PO008239;14/12/2024;P00743;29;S033;16.78;10
PO008240;22/04/2024;P00441;22;S037;258.21;6
PO008241;24/01/2024;P00376;52;S004;152.39;12
PO008242;07/12/2024;P00749;94;S025;274.52;5
PO008243;08/01/2024;P00787;17;S015;274.8;13
PO008244;19/02/2024;P00485;34;S038;155.24;4
PO008245;11/05/2024;P00144;57;S007;234.07;8
PO008246;19/01/2024;P00964;47;S001;297.84;13
PO008247;09/01/2024;P00187;14;S033;17.76;6
PO008248;27/09/2024;P00819;11;S003;94.95;12
PO008249;07/01/2024;P00282;54;S048;22.19;13
PO008250;19/10/2024;P00509;62;S031;147.23;7
PO008251;16/10/2024;P00408;13;S041;211.5;5
PO008252;06/07/2024;P00989;20;S048;71.25;12
PO008253;10/01/2024;P00428;81;S028;108.22;10
PO008254;04/05/2024;P00995;23;S006;167.26;14
PO008255;30/06/2024;P00822;80;S005;109.65;14
PO008256;19/10/2024;P00707;90;S033;198.13;7
PO008257;28/04/2024;P00615;69;S005;148.86;5
PO008258;07/07/2024;P00700;44;S002;53.9;10
PO008259;11/11/2024;P00085;64;S036;216.6;12
PO008260;29/04/2024;P00832;26;S040;23.73;7
PO008261;12/01/2024;P00860;40;S026;65.74;11
PO008262;28/05/2024;P00366;85;S040;94.26;4
PO008263;22/11/2024;P00589;43;S042;25.3;5
PO008264;28/11/2024;P00728;44;S036;154.17;11
PO008265;24/08/2024;P00652;72;S012;11.96;12
PO008266;16/04/2024;P00476;76;S014;207.38;7
PO008267;22/12/2024;P00309;87;S040;98.04;3
PO008268;16/06/2024;P00348;81;S035;213.19;4
PO008269;12/07/2024;P00639;78;S035;267.2;3
PO008270;20/04/2024;P00357;97;S047;274.96;12
PO008271;24/06/2024;P00891;87;S030;263.37;13
PO008272;24/02/2024;P00543;11;S009;54.69;9
PO008273;01/12/2024;P00174;94;S022;168.44;11
PO008274;10/03/2024;P00182;54;S018;39.27;10
PO008275;23/04/2024;P00473;37;S039;259.05;8
PO008276;13/01/2024;P00675;10;S048;275.93;8
PO008277;06/11/2024;P00637;52;S046;201.69;11
PO008278;01/06/2024;P00930;60;S017;255.47;14
PO008279;01/12/2024;P00302;51;S042;31.5;4
PO008280;14/05/2024;P00024;30;S014;11.17;3
PO008281;08/10/2024;P00115;90;S015;59.59;6
PO008282;15/12/2024;P00201;43;S003;36.57;12
PO008283;11/04/2024;P00101;66;S001;77.48;14
PO008284;22/08/2024;P00925;69;S049;83.79;14
PO008285;15/06/2024;P00236;95;S040;248.5;7
PO008286;03/10/2024;P00424;64;S012;29.9;3
PO008287;12/11/2024;P00467;45;S049;154.99;2
PO008288;03/02/2024;P00251;81;S038;257.21;10
PO008289;05/10/2024;P00457;76;S009;182.0;2
PO008290;14/04/2024;P00855;87;S041;71.38;9
PO008291;08/05/2024;P00770;81;S034;284.0;14
PO008292;06/11/2024;P00193;95;S024;200.41;4
PO008293;16/01/2024;P00837;81;S027;54.5;10
PO008294;22/10/2024;P00972;86;S017;294.0;7
PO008295;16/12/2024;P00370;42;S048;296.4;8
PO008296;20/05/2024;P00870;52;S023;251.24;9
PO008297;03/08/2024;P00205;31;S011;142.74;7
PO008298;16/10/2024;P00335;55;S023;195.36;3
PO008299;08/04/2024;P00530;90;S044;62.94;13
PO008300;14/11/2024;P00887;52;S045;47.0;9
PO008301;28/04/2024;P00640;88;S002;79.87;2
PO008302;21/11/2024;P00531;37;S050;244.78;8
PO008303;12/03/2024;P00224;94;S025;136.73;5
PO008304;14/07/2024;P00060;50;S043;271.48;10
PO008305;14/11/2024;P00645;37;S001;78.49;7
PO008306;02/06/2024;P00166;98;S049;168.53;12
PO008307;08/03/2024;P00920;28;S041;195.42;7
PO008308;10/03/2024;P00837;89;S042;49.28;9
PO008309;25/06/2024;P00630;36;S037;298.29;2
PO008310;06/12/2024;P00440;54;S042;223.31;4
PO008311;14/03/2024;P00758;95;S034;110.92;12
PO008312;26/03/2024;P00689;39;S004;98.4;5
PO008313;06/01/2024;P00366;41;S042;160.55;14
PO008314;03/03/2024;P00158;53;S043;120.7;14
PO008315;07/08/2024;P00908;77;S005;272.86;8
PO008316;25/11/2024;P00323;21;S002;227.82;3
PO008317;06/03/2024;P00313;59;S039;102.03;10
PO008318;18/07/2024;P00529;74;S039;12.73;6
PO008319;04/06/2024;P00640;22;S020;126.36;14
PO008320;04/04/2024;P00097;34;S036;56.32;12
PO008321;14/05/2024;P00912;82;S041;111.78;2
PO008322;02/10/2024;P00327;53;S028;108.92;11
PO008323;20/09/2024;P00895;65;S025;114.94;9
PO008324;10/03/2024;P00012;14;S021;100.32;7
PO008325;27/10/2024;P00214;38;S020;277.5;3
PO008326;30/09/2024;P00753;73;S012;40.41;5
PO008327;25/07/2024;P00528;64;S022;268.18;2
PO008328;29/11/2024;P00300;28;S017;23.62;11
PO008329;14/06/2024;P00157;82;S048;187.23;11
PO008330;14/04/2024;P00932;26;S023;266.06;3
PO008331;18/04/2024;P00677;90;S012;198.41;7
PO008332;02/12/2024;P00600;66;S001;39.67;11
PO008333;23/01/2024;P00717;95;S034;220.03;12
PO008334;06/06/2024;P00226;31;S023;112.66;7
PO008335;31/10/2024;P00515;70;S036;30.88;5
PO008336;13/02/2024;P00562;83;S043;57.25;13
PO008337;29/09/2024;P00923;86;S008;60.22;14
PO008338;26/02/2024;P00285;85;S010;209.36;14
PO008339;20/10/2024;P00057;38;S048;32.4;4
PO008340;31/01/2024;P00546;42;S019;68.78;3
PO008341;25/09/2024;P00626;19;S022;30.5;7
PO008342;08/04/2024;P00463;91;S042;107.13;3
PO008343;21/07/2024;P00702;31;S019;12.51;2
PO008344;27/03/2024;P00221;12;S012;283.57;12
PO008345;23/09/2024;P00667;84;S039;68.83;3
PO008346;13/11/2024;P00535;94;S048;165.42;14
PO008347;05/08/2024;P00081;97;S049;31.54;14
PO008348;16/06/2024;P00138;34;S033;229.08;7
PO008349;14/02/2024;P00303;77;S047;101.93;5
PO008350;22/08/2024;P00193;20;S024;260.37;4
PO008351;02/08/2024;P00998;86;S033;283.06;4
PO008352;25/02/2024;P00388;64;S045;278.82;4
PO008353;24/05/2024;P00148;81;S048;234.93;13
PO008354;19/07/2024;P00207;91;S015;101.52;11
PO008355;17/07/2024;P00356;99;S040;62.5;4
PO008356;05/09/2024;P00482;79;S050;120.84;4
PO008357;03/11/2024;P00325;46;S024;275.46;13
PO008358;16/04/2024;P00213;23;S007;68.96;5
PO008359;28/06/2024;P00456;67;S043;295.07;2
PO008360;18/04/2024;P00762;25;S004;81.12;10
PO008361;24/04/2024;P00991;89;S028;36.01;5
PO008362;27/02/2024;P00418;91;S026;265.56;6
PO008363;18/09/2024;P00983;13;S031;108.27;13
PO008364;13/11/2024;P00992;57;S028;277.21;13
PO008365;19/07/2024;P00214;88;S022;91.08;9
PO008366;06/04/2024;P00109;17;S049;94.67;7
PO008367;23/10/2024;P00883;27;S044;29.18;8
PO008368;29/11/2024;P00636;23;S037;222.3;3
PO008369;22/11/2024;P00796;50;S014;190.18;7
PO008370;10/01/2024;P00408;65;S034;63.31;2
PO008371;24/10/2024;P00473;70;S021;245.64;4
PO008372;30/12/2024;P00765;72;S004;97.66;4
PO008373;06/05/2024;P00790;53;S034;122.89;13
PO008374;11/11/2024;P00866;12;S043;100.83;7
PO008375;21/03/2024;P00208;41;S022;274.28;3
PO008376;30/10/2024;P00284;34;S031;43.08;3
PO008377;11/03/2024;P00408;59;S019;28.19;3
PO008378;01/09/2024;P00337;90;S023;254.72;11
PO008379;20/05/2024;P00363;42;S031;54.99;6
PO008380;09/09/2024;P00964;16;S050;297.12;6
PO008381;02/05/2024;P00146;53;S006;212.09;14
PO008382;27/01/2024;P00131;42;S025;135.41;4
PO008383;11/10/2024;P00339;81;S017;152.77;5
PO008384;02/04/2024;P00267;11;S034;156.5;4
PO008385;25/03/2024;P00555;59;S008;155.3;8
PO008386;07/01/2024;P00914;95;S047;169.81;9
PO008387;11/08/2024;P00656;55;S008;149.81;12
PO008388;17/02/2024;P00276;71;S033;194.31;2
PO008389;04/01/2024;P00692;38;S013;122.65;6
PO008390;22/03/2024;P00839;84;S024;196.05;10
PO008391;08/02/2024;P00383;95;S039;121.38;11
PO008392;04/09/2024;P00237;91;S038;12.79;2
PO008393;31/01/2024;P00943;17;S037;182.91;10
PO008394;16/07/2024;P00281;78;S013;260.14;12
PO008395;05/10/2024;P00532;72;S034;264.76;7
PO008396;03/04/2024;P00748;83;S017;51.75;7
PO008397;08/06/2024;P00456;13;S033;56.24;13
PO008398;25/07/2024;P00277;85;S006;162.52;12
PO008399;20/10/2024;P00992;34;S037;208.37;14
PO008400;07/05/2024;P00528;45;S031;272.34;4
PO008401;08/09/2024;P00819;49;S014;295.0;10
PO008402;16/07/2024;P00029;63;S001;166.71;2
PO008403;06/05/2024;P00921;36;S019;173.22;2
PO008404;23/05/2024;P00172;22;S032;97.12;6
PO008405;16/12/2024;P00192;59;S030;57.71;12
PO008406;02/12/2024;P00071;41;S024;42.5;3
PO008407;14/11/2024;P00676;79;S015;44.6;12
PO008408;22/05/2024;P00301;76;S042;145.18;7
PO008409;25/03/2024;P00690;64;S003;68.07;12
PO008410;26/06/2024;P00833;27;S048;142.17;7
PO008411;29/10/2024;P00977;40;S014;243.0;7
PO008412;17/07/2024;P00786;80;S012;17.51;3
PO008413;18/11/2024;P00657;60;S012;202.9;8
PO008414;28/07/2024;P00164;69;S036;88.41;13
PO008415;21/04/2024;P00063;28;S038;242.5;6
PO008416;02/08/2024;P00883;63;S046;237.38;13
PO008417;12/08/2024;P00204;84;S009;188.35;6
PO008418;14/11/2024;P00838;53;S045;194.83;2
PO008419;16/04/2024;P00485;42;S003;239.56;5
PO008420;07/01/2024;P00347;17;S001;28.8;9
PO008421;18/11/2024;P00422;25;S021;98.71;10
PO008422;09/01/2024;P00678;58;S020;144.83;2
PO008423;31/03/2024;P00392;94;S009;50.98;2
PO008424;10/12/2024;P00397;98;S005;213.92;13
PO008425;06/08/2024;P00008;33;S040;69.65;13
PO008426;07/06/2024;P00645;15;S031;241.18;2
PO008427;10/12/2024;P00974;34;S036;139.86;7
PO008428;31/07/2024;P00730;95;S016;165.04;13
PO008429;01/04/2024;P00716;53;S014;227.33;8
PO008430;02/02/2024;P00121;96;S028;114.92;9
PO008431;22/01/2024;P00515;62;S022;17.82;10
PO008432;30/03/2024;P00968;87;S034;224.54;12
PO008433;17/06/2024;P00137;74;S030;213.96;8
PO008434;26/09/2024;P00955;50;S014;264.29;9
PO008435;02/05/2024;P00526;70;S009;180.16;6
PO008436;14/12/2024;P00271;32;S045;264.58;9
PO008437;16/09/2024;P00323;65;S045;14.38;10
PO008438;12/06/2024;P00919;52;S018;57.84;10
PO008439;14/05/2024;P00898;98;S014;18.34;3
PO008440;12/06/2024;P00180;12;S026;296.93;14
PO008441;29/12/2024;P00594;14;S029;197.05;7
PO008442;13/11/2024;P00230;91;S009;215.58;11
PO008443;15/12/2024;P00638;16;S004;195.29;7
PO008444;20/08/2024;P00197;20;S003;176.19;13
PO008445;16/02/2024;P00411;39;S007;68.82;5
PO008446;12/11/2024;P00400;74;S020;22.66;10
PO008447;21/04/2024;P00464;36;S033;166.59;2
PO008448;12/09/2024;P00156;49;S001;21.44;6
PO008449;29/01/2024;P00236;81;S045;147.97;7
PO008450;12/05/2024;P00200;88;S027;116.12;2
PO008451;07/03/2024;P00261;10;S024;26.14;4
PO008452;14/09/2024;P00394;78;S003;65.43;8
PO008453;19/09/2024;P00176;66;S043;163.9;4
PO008454;12/01/2024;P00132;93;S035;289.54;2
PO008455;07/02/2024;P00287;93;S031;212.2;13
PO008456;10/03/2024;P00772;41;S027;34.82;8
PO008457;09/07/2024;P00072;50;S032;219.35;14
PO008458;24/02/2024;P00566;63;S042;115.16;3
PO008459;01/08/2024;P00053;72;S037;248.12;7
PO008460;20/06/2024;P00675;56;S029;16.68;13
PO008461;25/09/2024;P00486;19;S039;236.55;8
PO008462;04/10/2024;P00071;52;S044;292.94;8
PO008463;31/08/2024;P00931;97;S020;184.23;8
PO008464;26/02/2024;P00135;90;S038;54.52;13
PO008465;17/11/2024;P00375;14;S029;236.67;6
PO008466;16/02/2024;P00078;87;S039;176.01;14
PO008467;07/11/2024;P00218;39;S006;203.23;9
PO008468;10/08/2024;P00239;89;S031;114.62;12
PO008469;22/08/2024;P00312;49;S045;238.03;11
PO008470;05/05/2024;P00186;34;S031;86.0;14
PO008471;29/03/2024;P00166;27;S003;179.1;13
PO008472;29/07/2024;P00565;21;S024;50.15;3
PO008473;04/03/2024;P00172;69;S032;113.34;3
PO008474;21/08/2024;P00070;72;S034;262.06;8
PO008475;15/09/2024;P00033;64;S029;37.53;2
PO008476;26/04/2024;P00947;77;S005;66.29;14
PO008477;09/01/2024;P00641;12;S033;180.85;11
PO008478;21/06/2024;P00032;18;S020;22.04;12
PO008479;17/11/2024;P00868;68;S007;242.79;8
PO008480;17/02/2024;P00278;56;S033;210.67;9
PO008481;05/08/2024;P00324;85;S043;260.58;12
PO008482;07/04/2024;P00991;66;S003;173.73;14
PO008483;15/10/2024;P00393;82;S038;187.55;5
PO008484;29/04/2024;P00975;88;S018;211.17;2
PO008485;06/03/2024;P00555;19;S028;95.57;6
PO008486;13/09/2024;P00529;95;S026;123.68;14
PO008487;13/05/2024;P00573;77;S049;74.73;9
PO008488;05/09/2024;P00283;24;S038;239.96;8
PO008489;08/03/2024;P00051;50;S012;212.6;14
PO008490;28/05/2024;P00280;55;S002;132.31;10
PO008491;18/04/2024;P00810;58;S004;168.31;13
PO008492;12/08/2024;P00976;38;S041;264.15;6
PO008493;15/06/2024;P00532;58;S013;118.78;5
PO008494;12/05/2024;P00727;91;S019;107.56;4
PO008495;11/06/2024;P00071;93;S008;290.76;13
PO008496;01/02/2024;P00375;45;S025;286.1;9
PO008497;20/12/2024;P00637;19;S034;137.66;10
PO008498;12/06/2024;P00056;18;S028;240.18;3
PO008499;08/08/2024;P00780;46;S004;265.5;14
PO008500;24/09/2024;P00887;53;S023;59.36;2
PO008501;24/09/2024;P00411;76;S018;54.56;9
PO008502;09/12/2024;P00450;26;S020;46.74;5
PO008503;12/09/2024;P00976;95;S044;185.46;12
PO008504;16/11/2024;P00928;11;S004;84.48;9
PO008505;19/09/2024;P00258;23;S027;209.31;11
PO008506;04/11/2024;P00769;76;S041;261.58;3
PO008507;12/01/2024;P00228;20;S031;103.72;13
PO008508;02/04/2024;P00620;92;S035;285.32;11
PO008509;27/12/2024;P00687;23;S024;62.43;14
PO008510;21/09/2024;P00993;83;S038;256.25;5
PO008511;24/10/2024;P00134;31;S036;36.11;7
PO008512;12/06/2024;P00057;14;S031;27.92;2
PO008513;04/08/2024;P00971;43;S035;113.17;12
PO008514;13/07/2024;P00294;22;S020;106.76;3
PO008515;03/03/2024;P00140;59;S011;19.69;5
PO008516;06/06/2024;P00693;96;S023;204.22;13
PO008517;08/11/2024;P00702;69;S048;233.18;4
PO008518;06/09/2024;P00274;68;S042;20.27;3
PO008519;20/12/2024;P00489;60;S020;223.32;9
PO008520;27/05/2024;P00916;87;S013;26.37;12
PO008521;01/05/2024;P00197;87;S046;184.35;10
PO008522;31/01/2024;P00071;16;S024;102.65;7
PO008523;26/05/2024;P00538;27;S030;207.76;9
PO008524;27/05/2024;P00481;16;S044;286.7;10
PO008525;14/05/2024;P00628;26;S015;95.51;10
PO008526;04/03/2024;P00120;82;S019;62.44;12
PO008527;04/05/2024;P00675;97;S044;160.73;11
PO008528;26/12/2024;P00532;72;S031;244.23;10
PO008529;21/09/2024;P00607;28;S048;19.01;3
PO008530;08/07/2024;P00073;26;S040;194.57;9
PO008531;21/12/2024;P00477;52;S030;197.98;10
PO008532;08/01/2024;P00874;68;S028;120.29;12
PO008533;28/09/2024;P00573;32;S014;62.27;11
PO008534;03/04/2024;P00931;62;S038;200.56;14
PO008535;07/12/2024;P00080;44;S011;75.86;11
PO008536;04/08/2024;P00794;33;S024;236.09;4
PO008537;14/03/2024;P00041;79;S031;220.35;7
PO008538;01/01/2024;P00930;57;S047;257.45;5
PO008539;24/11/2024;P00108;44;S015;55.16;5
PO008540;20/04/2024;P00948;37;S009;59.43;13
PO008541;14/12/2024;P00991;30;S010;140.94;2
PO008542;23/10/2024;P00226;90;S049;140.19;8
PO008543;16/09/2024;P00296;91;S038;17.83;4
PO008544;22/05/2024;P00274;79;S028;149.29;14
PO008545;13/08/2024;P00066;21;S018;80.83;10
PO008546;02/07/2024;P00171;35;S033;244.65;9
PO008547;30/04/2024;P00049;47;S023;65.9;12
PO008548;11/04/2024;P00010;35;S030;256.74;2
PO008549;10/02/2024;P00421;41;S040;198.78;6
PO008550;18/08/2024;P00611;20;S014;202.29;14
PO008551;01/11/2024;P00610;51;S050;24.85;11
PO008552;17/04/2024;P00840;42;S050;131.45;2
PO008553;07/06/2024;P00142;94;S030;220.37;13
PO008554;24/06/2024;P00338;52;S003;161.12;12
PO008555;20/10/2024;P00114;92;S026;225.09;2
PO008556;08/04/2024;P00213;33;S011;32.68;10
PO008557;12/07/2024;P00614;43;S030;19.48;2
PO008558;29/04/2024;P00512;43;S003;206.82;7
PO008559;15/03/2024;P00154;19;S003;177.25;6
PO008560;01/12/2024;P00296;50;S005;170.49;10
PO008561;21/10/2024;P00120;56;S050;160.79;11
PO008562;15/11/2024;P00713;12;S045;98.87;4
PO008563;11/07/2024;P00270;91;S043;61.58;11
PO008564;14/09/2024;P00432;82;S028;140.52;6
PO008565;25/09/2024;P00443;40;S049;83.83;9
PO008566;16/03/2024;P00961;15;S037;176.4;14
PO008567;05/06/2024;P00281;95;S028;235.81;14
PO008568;08/08/2024;P00115;22;S009;63.05;10
PO008569;30/01/2024;P00954;54;S031;76.6;13
PO008570;29/08/2024;P00375;99;S017;164.11;13
PO008571;05/06/2024;P00479;35;S015;271.57;7
PO008572;04/01/2024;P00029;10;S037;23.56;10
PO008573;13/08/2024;P00355;73;S050;77.18;14
PO008574;06/06/2024;P00282;84;S005;11.36;4
PO008575;21/05/2024;P00407;46;S050;60.94;13
PO008576;05/02/2024;P00519;70;S006;190.85;11
PO008577;31/05/2024;P00678;46;S032;87.59;10
PO008578;26/12/2024;P00101;64;S027;137.65;5
PO008579;07/04/2024;P00019;35;S049;280.24;7
PO008580;02/11/2024;P00864;67;S034;204.01;6
PO008581;23/06/2024;P00787;39;S025;168.32;11
PO008582;24/03/2024;P00899;17;S036;156.73;10
PO008583;17/06/2024;P00656;42;S040;168.87;10
PO008584;17/07/2024;P00287;71;S041;215.37;2
PO008585;11/07/2024;P00494;80;S034;292.62;12
PO008586;21/06/2024;P00448;96;S050;129.54;5
PO008587;17/09/2024;P00321;29;S019;129.88;5
PO008588;10/11/2024;P00732;36;S046;250.44;11
PO008589;17/08/2024;P00192;17;S034;35.32;12
PO008590;17/07/2024;P00056;92;S050;187.58;14
PO008591;27/08/2024;P00697;73;S048;27.84;10
PO008592;26/02/2024;P00928;41;S015;133.21;10
PO008593;21/08/2024;P00648;91;S042;140.69;8
PO008594;04/06/2024;P00418;35;S026;47.95;8
PO008595;12/04/2024;P00424;63;S044;62.34;8
PO008596;16/08/2024;P00172;44;S037;269.97;11
PO008597;22/07/2024;P00278;18;S028;176.08;6
PO008598;18/11/2024;P00672;64;S005;70.66;6
PO008599;16/08/2024;P00496;64;S048;236.52;9
PO008600;21/01/2024;P00528;54;S036;25.38;10
PO008601;11/11/2024;P00271;36;S020;241.1;10
PO008602;13/05/2024;P00262;45;S038;32.18;3
PO008603;15/11/2024;P00075;20;S042;14.93;8
PO008604;15/02/2024;P00499;11;S023;219.97;14
PO008605;07/05/2024;P00451;35;S020;237.44;13
PO008606;26/07/2024;P00218;14;S040;272.39;7
PO008607;11/01/2024;P00374;84;S037;155.77;6
PO008608;09/05/2024;P00754;71;S027;98.08;7
PO008609;30/08/2024;P00765;15;S048;43.39;5
PO008610;05/07/2024;P00076;95;S040;236.63;10
PO008611;29/12/2024;P00042;80;S015;123.57;14
PO008612;17/06/2024;P00218;62;S046;298.4;9
PO008613;11/07/2024;P00453;22;S002;273.55;6
PO008614;25/09/2024;P00914;48;S039;109.61;9
PO008615;21/02/2024;P00604;95;S015;220.24;4
PO008616;16/04/2024;P00405;93;S029;188.83;9
PO008617;05/11/2024;P00146;31;S008;94.77;12
PO008618;08/02/2024;P00060;97;S017;129.45;11
PO008619;13/03/2024;P00595;51;S009;274.51;12
PO008620;17/06/2024;P00600;55;S046;144.05;13
PO008621;13/10/2024;P00434;84;S041;272.43;13
PO008622;21/04/2024;P00843;13;S025;101.61;2
PO008623;16/09/2024;P00438;73;S041;131.53;8
PO008624;24/10/2024;P00417;95;S012;229.16;3
PO008625;21/03/2024;P00193;85;S044;268.36;8
PO008626;24/10/2024;P00607;92;S032;128.76;3
PO008627;22/08/2024;P00200;75;S022;242.41;7
PO008628;23/04/2024;P00078;59;S007;279.94;14
PO008629;10/12/2024;P00880;36;S024;98.1;6
PO008630;30/08/2024;P00726;73;S031;157.64;5
PO008631;02/12/2024;P00846;44;S012;82.92;12
PO008632;24/01/2024;P00855;41;S046;13.85;2
PO008633;04/08/2024;P00912;65;S011;211.92;11
PO008634;10/12/2024;P00709;90;S048;230.35;2
PO008635;22/06/2024;P00657;73;S015;149.04;10
PO008636;26/08/2024;P00607;27;S013;37.95;6
PO008637;07/11/2024;P00494;67;S048;192.02;2
PO008638;10/05/2024;P00130;40;S001;224.69;2
PO008639;04/02/2024;P00787;77;S021;144.87;8
PO008640;21/03/2024;P00774;34;S050;175.64;14
PO008641;15/09/2024;P00876;50;S008;141.97;3
PO008642;09/01/2024;P00622;35;S028;144.11;6
PO008643;26/04/2024;P00697;13;S012;89.48;5
PO008644;04/03/2024;P00807;15;S039;238.02;14
PO008645;09/06/2024;P00589;66;S023;85.2;2
PO008646;29/08/2024;P00703;14;S018;179.19;8
PO008647;07/08/2024;P00288;92;S043;30.99;11
PO008648;15/04/2024;P00050;27;S042;261.12;8
PO008649;13/12/2024;P00546;35;S038;224.54;10
PO008650;29/01/2024;P00678;65;S014;151.89;10
PO008651;29/09/2024;P00519;53;S037;199.51;7
PO008652;18/10/2024;P00485;85;S003;254.91;7
PO008653;21/11/2024;P00655;23;S018;266.93;14
