id_commande;date_commande;id_produit;quantité;entrepôt;statut
O038676;23/02/2024;P00296;5;Paris;Livré
O038677;07/07/2024;P00319;6;Paris;Livré
O038678;09/08/2024;P00255;2;Paris;Expédié
O038679;15/03/2024;P00831;7;Marseille;Livré
O038680;14/12/2024;P00785;7;Paris;Expédié
O038681;20/06/2024;P00489;6;Marseille;Livré
O038682;11/02/2024;P00550;6;Paris;En attente
O038683;05/06/2024;P00896;6;Paris;Expédié
O038684;30/11/2024;P00420;9;Marseille;En attente
O038685;21/03/2024;P00928;9;Marseille;Livré
O038686;26/07/2024;P00694;2;Lyon;Annulé
O038687;09/11/2024;P00187;9;Marseille;Livré
O038688;26/03/2024;P00025;2;Marseille;Livré
O038689;19/08/2024;P00845;3;Marseille;Livré
O038690;25/06/2024;P00142;9;Paris;Livré
O038691;16/04/2024;P00428;3;Marseille;Livré
O038692;18/05/2024;P00124;4;Marseille;Expédié
O038693;11/04/2024;P00025;5;Paris;Expédié
O038694;05/11/2024;P00803;1;Lyon;Expédié
O038695;30/01/2024;P00477;2;Paris;Livré
O038696;12/07/2024;P00463;6;Lyon;Livré
O038697;16/11/2024;P00847;2;Lyon;Expédié
O038698;31/08/2024;P00687;2;Paris;Livré
O038699;09/11/2024;P00431;4;Paris;Livré
O038700;03/07/2024;P00232;7;Lyon;Annulé
O038701;19/10/2024;P00657;1;Lyon;Expédié
O038702;03/09/2024;P00345;6;Marseille;Livré
O038703;27/04/2024;P00023;2;Lyon;Livré
O038704;13/03/2024;P00736;6;Marseille;Expédié
O038705;09/03/2024;P00122;4;Paris;Livré
O038706;29/08/2024;P00223;7;Paris;Expédié
O038707;31/05/2024;P00983;9;Paris;Livré
O038708;14/11/2024;P00230;1;Lyon;Livré
O038709;03/04/2024;P00017;6;Lyon;Livré
O038710;27/09/2024;P00285;3;Marseille;Livré
O038711;16/08/2024;P00002;7;Paris;En attente
O038712;30/01/2024;P00267;6;Lyon;Livré
O038713;22/04/2024;P00528;2;Paris;Livré
O038714;30/11/2024;P00947;5;Paris;Livré
O038715;27/05/2024;P00849;7;Lyon;Livré
O038716;26/02/2024;P00533;4;Lyon;Expédié
O038717;25/06/2024;P00251;4;Marseille;Expédié
O038718;07/11/2024;P00277;2;Paris;Livré
O038719;25/02/2024;P00006;8;Paris;Livré
O038720;21/09/2024;P00814;3;Marseille;Livré
O038721;24/08/2024;P00237;8;Paris;Expédié
O038722;04/10/2024;P00535;8;Marseille;Livré
O038723;17/03/2024;P00826;1;Lyon;Expédié
O038724;03/05/2024;P00697;8;Lyon;Expédié
O038725;28/01/2024;P00957;2;Paris;Livré
O038726;21/05/2024;P00224;6;Lyon;En attente
O038727;06/06/2024;P00551;1;Marseille;Expédié
O038728;15/06/2024;P00941;4;Lyon;Livré
O038729;03/07/2024;P00486;7;Marseille;Livré
O038730;12/01/2024;P00413;7;Lyon;Livré
O038731;17/06/2024;P00031;6;Marseille;Livré
O038732;14/11/2024;P00473;5;Marseille;Expédié
O038733;15/04/2024;P00514;4;Marseille;Expédié
O038734;10/09/2024;P00342;7;Paris;Expédié
O038735;07/04/2024;P00165;5;Paris;Livré
O038736;28/04/2024;P00300;7;Lyon;Livré
O038737;13/08/2024;P00975;1;Paris;Livré
O038738;31/05/2024;P00454;7;Lyon;Livré
O038739;21/07/2024;P00639;2;Marseille;En attente
O038740;11/06/2024;P00831;1;Marseille;Livré
O038741;23/10/2024;P00890;9;Lyon;Expédié
O038742;01/05/2024;P00481;4;Lyon;Expédié
O038743;16/01/2024;P00075;4;Marseille;En attente
O038744;01/12/2024;P00309;4;Lyon;Livré
O038745;15/04/2024;P00076;2;Lyon;En attente
O038746;18/09/2024;P00984;3;Lyon;Livré
O038747;20/01/2024;P00387;3;Lyon;Livré
O038748;31/08/2024;P00350;1;Lyon;Livré
O038749;31/08/2024;P00275;8;Marseille;Livré
O038750;30/07/2024;P00301;8;Paris;Livré
O038751;11/08/2024;P00957;3;Paris;Annulé
O038752;18/12/2024;P00747;7;Paris;Livré
O038753;18/09/2024;P00055;8;Marseille;Livré
O038754;07/08/2024;P00711;5;Marseille;Livré
O038755;08/01/2024;P00460;3;Paris;Expédié
O038756;14/01/2024;P00541;5;Marseille;Expédié
O038757;09/05/2024;P00816;1;Lyon;Expédié
O038758;22/01/2024;P00840;5;Paris;Annulé
O038759;12/08/2024;P00575;7;Lyon;Livré
O038760;22/08/2024;P00661;1;Lyon;Livré
O038761;06/12/2024;P00313;8;Paris;Annulé
O038762;17/07/2024;P00269;7;Lyon;En attente
O038763;13/05/2024;P00497;5;Lyon;Expédié
O038764;26/06/2024;P00155;1;Marseille;Annulé
O038765;13/02/2024;P00196;9;Marseille;Annulé
O038766;08/01/2024;P00480;8;Paris;Livré
O038767;06/10/2024;P00856;5;Marseille;Livré
O038768;27/01/2024;P00448;9;Paris;Livré
O038769;20/02/2024;P00105;3;Lyon;Livré
O038770;09/03/2024;P00777;6;Marseille;Livré
O038771;07/10/2024;P00074;6;Lyon;Expédié
O038772;13/02/2024;P00075;9;Marseille;Livré
O038773;23/06/2024;P00097;8;Lyon;Livré
O038774;28/04/2024;P00241;5;Lyon;Livré
O038775;30/12/2024;P00391;8;Marseille;Livré
O038776;25/09/2024;P00651;3;Paris;Expédié
O038777;29/06/2024;P00109;8;Lyon;Livré
O038778;22/02/2024;P00028;3;Marseille;Livré
O038779;19/10/2024;P00102;7;Paris;Expédié
O038780;09/07/2024;P00862;3;Paris;Expédié
O038781;12/07/2024;P00119;7;Lyon;Livré
O038782;09/02/2024;P00584;1;Paris;Expédié
O038783;18/03/2024;P00027;9;Paris;Livré
O038784;07/07/2024;P00150;3;Paris;Annulé
O038785;04/04/2024;P00682;1;Lyon;Expédié
O038786;25/01/2024;P00672;9;Lyon;Livré
O038787;12/04/2024;P00142;9;Paris;Expédié
O038788;28/10/2024;P00154;7;Marseille;Expédié
O038789;07/06/2024;P00492;6;Lyon;Livré
O038790;23/12/2024;P00762;2;Lyon;Livré
O038791;26/07/2024;P00183;7;Lyon;En attente
O038792;12/12/2024;P00203;5;Marseille;Livré
O038793;03/04/2024;P00071;7;Paris;Livré
O038794;19/11/2024;P00183;6;Marseille;En attente
O038795;08/02/2024;P00173;7;Paris;Expédié
O038796;01/12/2024;P00542;7;Marseille;Livré
O038797;12/06/2024;P00834;4;Paris;Livré
O038798;06/12/2024;P00355;8;Paris;En attente
O038799;17/11/2024;P00154;1;Marseille;Livré
O038800;24/02/2024;P00601;1;Paris;Expédié
O038801;12/03/2024;P00385;2;Marseille;Livré
O038802;11/02/2024;P00733;8;Lyon;Expédié
O038803;21/11/2024;P00920;8;Paris;Annulé
O038804;11/05/2024;P00311;7;Marseille;Livré
O038805;21/01/2024;P00870;4;Paris;Expédié
O038806;01/01/2024;P00833;2;Lyon;Expédié
O038807;14/06/2024;P00025;2;Paris;Livré
O038808;29/02/2024;P00098;6;Marseille;Livré
O038809;16/03/2024;P00554;9;Marseille;Livré
O038810;31/03/2024;P00300;5;Lyon;En attente
O038811;25/07/2024;P00069;7;Marseille;Livré
O038812;28/03/2024;P00361;3;Lyon;En attente
O038813;22/03/2024;P00908;6;Lyon;Livré
O038814;17/01/2024;P00776;9;Marseille;Livré
O038815;24/11/2024;P00874;4;Lyon;Livré
O038816;28/07/2024;P00063;4;Marseille;Livré
O038817;07/11/2024;P00718;4;Paris;Livré
O038818;22/02/2024;P00660;3;Lyon;Expédié
O038819;07/05/2024;P00495;9;Marseille;Livré
O038820;25/05/2024;P00424;5;Paris;Expédié
O038821;30/10/2024;P00841;4;Lyon;Livré
O038822;05/11/2024;P00380;3;Marseille;Expédié
O038823;04/09/2024;P00255;5;Lyon;Livré
O038824;01/01/2024;P00763;5;Lyon;Expédié
O038825;10/02/2024;P00261;6;Lyon;Livré
O038826;13/03/2024;P00129;5;Paris;En attente
O038827;08/06/2024;P00523;8;Paris;Livré
O038828;30/07/2024;P00900;2;Paris;Livré
O038829;28/11/2024;P00422;5;Marseille;Expédié
O038830;22/10/2024;P00529;2;Marseille;Livré
O038831;18/05/2024;P00580;3;Paris;Expédié
O038832;30/10/2024;P00416;5;Paris;Annulé
O038833;12/02/2024;P00005;4;Marseille;Livré
O038834;27/06/2024;P00918;7;Lyon;Livré
O038835;07/07/2024;P00206;9;Paris;Expédié
O038836;02/09/2024;P00469;1;Marseille;Livré
O038837;24/10/2024;P00082;6;Marseille;Livré
O038838;02/06/2024;P00067;5;Lyon;Livré
O038839;13/04/2024;P00757;2;Paris;Annulé
O038840;11/01/2024;P00267;4;Lyon;Livré
O038841;25/01/2024;P00751;2;Paris;Livré
O038842;22/10/2024;P00743;9;Marseille;Livré
O038843;25/01/2024;P00740;7;Marseille;Livré
O038844;24/03/2024;P00475;4;Lyon;Expédié
O038845;15/04/2024;P00486;5;Marseille;Expédié
O038846;28/08/2024;P00153;5;Marseille;Livré
O038847;28/04/2024;P00554;6;Lyon;Expédié
O038848;17/04/2024;P00487;1;Marseille;Livré
O038849;25/11/2024;P00803;7;Paris;Livré
O038850;28/06/2024;P00591;3;Paris;Livré
O038851;10/05/2024;P00571;8;Paris;Expédié
O038852;21/10/2024;P00629;1;Marseille;En attente
O038853;31/03/2024;P00761;5;Paris;Livré
O038854;28/08/2024;P00048;9;Paris;Expédié
O038855;03/09/2024;P00725;1;Paris;Expédié
O038856;16/06/2024;P00771;1;Marseille;Expédié
O038857;10/08/2024;P00024;8;Marseille;Livré
O038858;04/10/2024;P00375;5;Marseille;Expédié
O038859;08/07/2024;P00748;5;Paris;Expédié
O038860;19/01/2024;P00709;6;Paris;Expédié
O038861;14/01/2024;P00357;7;Marseille;Livré
O038862;30/08/2024;P00033;9;Lyon;Livré
O038863;18/04/2024;P00472;2;Marseille;Livré
O038864;08/07/2024;P00838;6;Lyon;Livré
O038865;05/08/2024;P00175;9;Marseille;Livré
O038866;25/10/2024;P00565;1;Paris;Annulé
O038867;06/11/2024;P00685;6;Paris;Expédié
O038868;23/08/2024;P00967;7;Paris;Livré
O038869;16/06/2024;P00498;5;Marseille;Annulé
O038870;24/09/2024;P00723;3;Marseille;En attente
O038871;11/07/2024;P00313;7;Marseille;Livré
O038872;29/08/2024;P00725;1;Marseille;Expédié
O038873;10/06/2024;P00198;7;Marseille;Livré
O038874;29/12/2024;P00808;1;Paris;Livré
O038875;04/12/2024;P00003;6;Marseille;Livré
O038876;05/10/2024;P00049;1;Lyon;Livré
O038877;14/05/2024;P00014;7;Paris;Livré
O038878;11/07/2024;P00893;4;Paris;Expédié
O038879;29/03/2024;P00404;5;Paris;Annulé
O038880;11/02/2024;P00718;1;Paris;Livré
O038881;02/04/2024;P00194;8;Lyon;En attente
O038882;02/08/2024;P00793;4;Lyon;Livré
O038883;14/12/2024;P00260;5;Paris;Livré
O038884;01/01/2024;P00937;1;Paris;Livré
O038885;30/11/2024;P00247;1;Marseille;Livré
O038886;12/06/2024;P00575;7;Lyon;Expédié
O038887;15/04/2024;P00432;6;Marseille;En attente
O038888;19/08/2024;P00567;6;Marseille;Livré
O038889;15/02/2024;P00481;7;Marseille;Livré
O038890;23/07/2024;P00258;5;Paris;Livré
O038891;21/01/2024;P00535;4;Lyon;Livré
O038892;25/06/2024;P00108;9;Lyon;Expédié
O038893;15/06/2024;P00176;9;Paris;En attente
O038894;20/10/2024;P00469;3;Lyon;Livré
O038895;21/09/2024;P00887;1;Lyon;Livré
O038896;02/10/2024;P00527;4;Marseille;Livré
O038897;05/12/2024;P00819;4;Marseille;Expédié
O038898;08/01/2024;P00152;1;Marseille;Livré
O038899;26/09/2024;P00276;9;Marseille;Expédié
O038900;13/11/2024;P00824;2;Paris;Livré
O038901;30/07/2024;P00038;7;Paris;Expédié
O038902;11/06/2024;P00281;7;Lyon;Expédié
O038903;06/11/2024;P00598;8;Lyon;En attente
O038904;14/02/2024;P00948;1;Lyon;Livré
O038905;20/08/2024;P00947;3;Paris;Livré
O038906;22/02/2024;P00431;6;Paris;Livré
O038907;20/08/2024;P00836;1;Lyon;Expédié
O038908;07/12/2024;P00592;7;Lyon;Livré
O038909;19/06/2024;P00320;6;Lyon;Livré
O038910;06/01/2024;P00171;1;Marseille;En attente
O038911;13/02/2024;P00071;9;Lyon;Livré
O038912;31/03/2024;P00088;1;Paris;Livré
O038913;14/07/2024;P00994;5;Lyon;Livré
O038914;04/01/2024;P00057;1;Paris;Expédié
O038915;30/04/2024;P00167;4;Marseille;Expédié
O038916;03/03/2024;P00631;5;Lyon;En attente
O038917;01/04/2024;P00797;1;Lyon;Livré
O038918;03/09/2024;P00236;1;Paris;Annulé
O038919;06/08/2024;P00922;7;Lyon;Livré
O038920;02/12/2024;P00398;6;Paris;Expédié
O038921;18/08/2024;P00320;2;Lyon;Annulé
O038922;20/10/2024;P00815;6;Lyon;Livré
O038923;06/07/2024;P00532;4;Marseille;Livré
O038924;03/11/2024;P00007;9;Lyon;Livré
O038925;16/06/2024;P00722;6;Lyon;Livré
O038926;20/09/2024;P00458;7;Marseille;Expédié
O038927;14/04/2024;P00238;5;Marseille;En attente
O038928;11/08/2024;P00862;8;Paris;Livré
O038929;24/04/2024;P00451;6;Paris;Livré
O038930;22/08/2024;P00896;8;Paris;Expédié
O038931;28/09/2024;P00114;1;Marseille;Livré
O038932;30/09/2024;P00492;3;Paris;Expédié
O038933;17/08/2024;P00309;7;Lyon;Livré
O038934;04/08/2024;P00449;8;Paris;Livré
O038935;03/02/2024;P00158;4;Marseille;Annulé
O038936;15/07/2024;P00834;6;Marseille;Livré
O038937;12/11/2024;P00399;4;Paris;Livré
O038938;01/08/2024;P00639;2;Lyon;Livré
O038939;15/02/2024;P00203;2;Paris;Livré
O038940;28/11/2024;P00736;1;Paris;Expédié
O038941;27/08/2024;P00582;1;Lyon;Expédié
O038942;10/09/2024;P00454;5;Marseille;Expédié
O038943;15/08/2024;P00860;2;Paris;Livré
O038944;08/08/2024;P00120;5;Lyon;Livré
O038945;14/06/2024;P00953;8;Marseille;Livré
O038946;13/03/2024;P00665;8;Lyon;Livré
O038947;12/08/2024;P00535;4;Marseille;Livré
O038948;26/03/2024;P00652;4;Lyon;Livré
O038949;21/03/2024;P00944;3;Marseille;Livré
O038950;02/08/2024;P00624;6;Lyon;En attente
O038951;12/06/2024;P00650;8;Lyon;Expédié
O038952;27/08/2024;P00913;6;Lyon;Expédié
O038953;09/03/2024;P00180;9;Lyon;Livré
O038954;16/05/2024;P00631;4;Paris;Livré
O038955;31/05/2024;P00642;2;Marseille;En attente
O038956;06/04/2024;P00700;3;Paris;Expédié
O038957;06/06/2024;P00953;8;Paris;Livré
O038958;04/07/2024;P00512;5;Marseille;Livré
O038959;16/06/2024;P00493;6;Marseille;Livré
O038960;31/08/2024;P00593;3;Lyon;Expédié
O038961;28/04/2024;P00713;1;Paris;Expédié
O038962;14/07/2024;P00943;8;Marseille;Livré
O038963;14/10/2024;P00327;5;Lyon;Livré
O038964;05/03/2024;P00397;3;Marseille;Livré
O038965;10/06/2024;P00586;3;Lyon;Annulé
O038966;25/03/2024;P00512;4;Paris;En attente
O038967;28/02/2024;P00790;2;Lyon;Livré
O038968;08/10/2024;P00638;6;Marseille;Livré
O038969;29/05/2024;P00668;9;Lyon;Livré
O038970;30/04/2024;P00183;2;Lyon;Livré
O038971;25/09/2024;P00946;4;Marseille;Livré
O038972;11/09/2024;P00106;9;Marseille;Livré
O038973;11/08/2024;P00892;3;Lyon;Expédié
O038974;24/02/2024;P00498;8;Marseille;Expédié
O038975;15/05/2024;P00334;6;Marseille;Livré
O038976;08/07/2024;P00659;2;Marseille;Expédié
O038977;09/09/2024;P00374;8;Lyon;Livré
O038978;07/11/2024;P00001;3;Lyon;Expédié
O038979;24/03/2024;P00475;1;Paris;Livré
O038980;19/12/2024;P00452;1;Paris;Livré
O038981;25/06/2024;P00184;6;Paris;Livré
O038982;03/04/2024;P00088;6;Paris;Expédié
O038983;04/02/2024;P00910;9;Marseille;Livré
O038984;30/07/2024;P00704;9;Lyon;Livré
O038985;05/05/2024;P00485;5;Lyon;Livré
O038986;17/08/2024;P00599;1;Lyon;Expédié
O038987;16/06/2024;P00581;4;Lyon;Expédié
O038988;14/01/2024;P00340;4;Paris;Expédié
O038989;14/03/2024;P00918;6;Paris;Livré
O038990;21/02/2024;P00622;1;Lyon;Livré
O038991;27/12/2024;P00896;3;Lyon;Livré
O038992;25/07/2024;P00872;1;Marseille;En attente
O038993;22/10/2024;P00172;3;Paris;Annulé
O038994;12/02/2024;P00378;4;Marseille;Annulé
O038995;03/01/2024;P00177;8;Lyon;Livré
O038996;04/04/2024;P00611;7;Lyon;Livré
O038997;25/08/2024;P00036;4;Paris;Livré
O038998;15/06/2024;P00453;6;Marseille;Livré
O038999;19/01/2024;P00225;9;Marseille;Expédié
O039000;25/07/2024;P00856;3;Lyon;Expédié
O039001;17/08/2024;P00930;8;Paris;Livré
O039002;01/08/2024;P00293;7;Marseille;En attente
O039003;25/02/2024;P00473;3;Marseille;Livré
O039004;29/11/2024;P00253;3;Marseille;Livré
O039005;11/05/2024;P00051;3;Lyon;Livré
O039006;09/01/2024;P00293;1;Lyon;Annulé
O039007;18/08/2024;P00153;8;Lyon;Livré
O039008;01/06/2024;P00854;6;Paris;Livré
O039009;31/10/2024;P00749;3;Lyon;Livré
O039010;10/10/2024;P00261;1;Lyon;En attente
O039011;08/07/2024;P00648;9;Marseille;Expédié
O039012;16/01/2024;P00766;1;Lyon;Expédié
O039013;08/12/2024;P00821;2;Paris;Livré
O039014;21/07/2024;P00105;3;Lyon;Livré
O039015;22/06/2024;P00367;7;Lyon;Expédié
O039016;16/06/2024;P00283;1;Lyon;Livré
O039017;04/12/2024;P00317;2;Lyon;Expédié
O039018;03/02/2024;P00483;2;Marseille;Livré
O039019;16/08/2024;P00833;1;Paris;Expédié
O039020;01/01/2024;P00084;1;Lyon;Livré
O039021;17/11/2024;P00711;7;Lyon;Expédié
O039022;24/04/2024;P00045;9;Lyon;Livré
O039023;01/08/2024;P00387;8;Marseille;En attente
O039024;10/09/2024;P00189;9;Marseille;Livré
O039025;24/05/2024;P00490;9;Marseille;Expédié
O039026;16/02/2024;P00050;4;Marseille;Livré
O039027;06/10/2024;P00816;1;Marseille;Livré
O039028;26/06/2024;P00201;1;Paris;Livré
O039029;31/07/2024;P00175;3;Lyon;Expédié
O039030;25/12/2024;P00142;3;Lyon;Expédié
O039031;11/10/2024;P00275;3;Lyon;Expédié
O039032;01/09/2024;P00987;1;Marseille;Livré
O039033;09/09/2024;P00190;5;Paris;Livré
O039034;24/07/2024;P00134;2;Lyon;Livré
O039035;12/03/2024;P00903;2;Lyon;Livré
O039036;09/08/2024;P00613;5;Paris;Livré
O039037;07/12/2024;P00858;8;Lyon;Livré
O039038;02/08/2024;P00781;3;Marseille;Livré
O039039;25/12/2024;P00869;1;Paris;Expédié
O039040;20/05/2024;P00814;1;Marseille;Expédié
O039041;04/06/2024;P00545;3;Paris;Livré
O039042;09/08/2024;P00628;7;Marseille;Livré
O039043;25/11/2024;P00097;8;Paris;Livré
O039044;18/08/2024;P00041;6;Marseille;Livré
O039045;21/05/2024;P00329;7;Lyon;Expédié
O039046;23/12/2024;P00719;1;Marseille;Expédié
O039047;15/03/2024;P00965;5;Paris;Livré
O039048;09/02/2024;P00501;7;Marseille;Livré
O039049;29/09/2024;P00541;4;Lyon;Livré
O039050;10/03/2024;P00373;4;Lyon;En attente
O039051;12/11/2024;P00511;9;Lyon;Expédié
O039052;20/04/2024;P00775;3;Marseille;En attente
O039053;21/08/2024;P00095;2;Lyon;Livré
O039054;15/07/2024;P00694;8;Paris;Livré
O039055;04/12/2024;P00482;7;Lyon;Expédié
O039056;17/07/2024;P00011;5;Paris;Livré
O039057;24/01/2024;P00554;3;Marseille;Livré
O039058;02/11/2024;P00467;3;Lyon;Expédié
O039059;26/05/2024;P00773;2;Marseille;Livré
O039060;02/03/2024;P00471;5;Marseille;Expédié
O039061;07/03/2024;P00431;8;Paris;Livré
O039062;30/01/2024;P00514;1;Lyon;Livré
O039063;16/04/2024;P00043;1;Lyon;Livré
O039064;14/06/2024;P00004;9;Lyon;Livré
O039065;30/04/2024;P00337;1;Marseille;Livré
O039066;11/01/2024;P00375;6;Lyon;En attente
O039067;12/03/2024;P00095;3;Marseille;En attente
O039068;12/12/2024;P00447;9;Marseille;Livré
O039069;09/09/2024;P00571;6;Paris;En attente
O039070;11/10/2024;P00030;8;Marseille;Livré
O039071;28/04/2024;P00898;9;Paris;Livré
O039072;08/01/2024;P00088;6;Lyon;Expédié
O039073;02/08/2024;P00842;4;Paris;Livré
O039074;08/08/2024;P00220;7;Paris;Livré
O039075;20/03/2024;P00128;4;Marseille;Livré
O039076;12/03/2024;P00171;2;Lyon;Livré
O039077;18/07/2024;P00864;3;Paris;En attente
O039078;21/06/2024;P00225;3;Marseille;Livré
O039079;15/10/2024;P00274;9;Lyon;Expédié
O039080;21/08/2024;P00408;3;Paris;Livré
O039081;17/09/2024;P00677;5;Lyon;Livré
O039082;24/05/2024;P00158;7;Lyon;Livré
O039083;22/01/2024;P00709;6;Paris;Livré
O039084;18/03/2024;P00827;7;Paris;Expédié
O039085;17/08/2024;P00407;1;Lyon;Livré
O039086;08/06/2024;P00030;6;Marseille;Livré
O039087;14/01/2024;P00196;5;Lyon;Livré
O039088;23/08/2024;P00169;2;Lyon;En attente
O039089;27/05/2024;P00819;7;Lyon;Livré
O039090;29/05/2024;P00344;4;Marseille;Expédié
O039091;30/01/2024;P00579;8;Marseille;En attente
O039092;09/06/2024;P00399;7;Paris;Expédié
O039093;17/09/2024;P00184;3;Marseille;Annulé
O039094;18/01/2024;P00750;9;Paris;Expédié
O039095;03/03/2024;P00512;5;Paris;Expédié
O039096;14/05/2024;P00961;3;Paris;Livré
O039097;05/06/2024;P00202;4;Marseille;En attente
O039098;26/02/2024;P00621;8;Paris;Livré
O039099;21/09/2024;P00218;1;Lyon;En attente
O039100;10/09/2024;P00951;6;Paris;Expédié
O039101;05/07/2024;P00076;8;Paris;Expédié
O039102;26/12/2024;P00321;7;Lyon;Livré
O039103;22/11/2024;P00002;8;Paris;Livré
O039104;17/07/2024;P00523;1;Paris;En attente
O039105;19/06/2024;P00588;3;Marseille;Expédié
O039106;10/11/2024;P00092;5;Paris;Livré
O039107;06/01/2024;P00609;2;Paris;Livré
O039108;31/12/2024;P00170;5;Lyon;En attente
O039109;12/09/2024;P00771;8;Marseille;Livré
O039110;04/11/2024;P00809;3;Paris;Expédié
O039111;15/11/2024;P00305;5;Lyon;Expédié
O039112;04/09/2024;P00595;1;Marseille;Livré
O039113;06/08/2024;P00082;6;Lyon;Expédié
O039114;04/01/2024;P00293;9;Lyon;Expédié
O039115;01/01/2024;P00348;1;Paris;Expédié
O039116;21/11/2024;P00223;1;Marseille;Expédié
O039117;31/01/2024;P00775;7;Paris;Livré
O039118;16/11/2024;P00879;8;Paris;Livré
O039119;26/04/2024;P00038;2;Paris;Livré
O039120;01/10/2024;P00442;3;Marseille;Livré
O039121;15/07/2024;P00133;8;Paris;Livré
O039122;20/11/2024;P00573;6;Paris;Expédié
O039123;25/06/2024;P00595;6;Paris;Livré
O039124;13/10/2024;P00205;6;Lyon;Expédié
O039125;23/08/2024;P00935;5;Paris;Livré
O039126;19/03/2024;P00028;4;Marseille;Expédié
O039127;30/08/2024;P00185;3;Paris;Livré
O039128;06/11/2024;P00130;8;Marseille;Livré
O039129;23/07/2024;P00070;3;Marseille;Livré
O039130;29/07/2024;P00719;8;Paris;Livré
O039131;28/11/2024;P00668;1;Marseille;Livré
O039132;31/03/2024;P00549;9;Marseille;Livré
O039133;14/06/2024;P00217;2;Lyon;Livré
O039134;09/06/2024;P00888;2;Paris;Expédié
O039135;06/01/2024;P00608;2;Paris;Expédié
O039136;20/05/2024;P00249;5;Marseille;Expédié
O039137;23/07/2024;P00695;2;Lyon;Livré
O039138;20/01/2024;P00613;3;Marseille;En attente
O039139;09/04/2024;P00740;5;Marseille;Livré
O039140;13/06/2024;P00990;9;Paris;Expédié
O039141;14/02/2024;P00472;9;Marseille;Livré
O039142;02/12/2024;P00338;7;Lyon;Livré
O039143;14/08/2024;P00385;8;Marseille;Expédié
O039144;10/11/2024;P00003;1;Marseille;Livré
O039145;21/02/2024;P00583;2;Paris;Expédié
O039146;25/05/2024;P00097;2;Marseille;Livré
O039147;07/10/2024;P00597;7;Paris;En attente
O039148;02/05/2024;P00910;5;Paris;Livré
O039149;25/07/2024;P00751;5;Marseille;Expédié
O039150;23/10/2024;P00688;6;Lyon;Livré
O039151;11/04/2024;P00805;6;Marseille;En attente
O039152;30/09/2024;P00643;3;Paris;Livré
O039153;08/05/2024;P00507;5;Lyon;Livré
O039154;15/06/2024;P00689;3;Lyon;Expédié
O039155;20/07/2024;P00613;3;Lyon;Annulé
O039156;11/04/2024;P00440;4;Marseille;Livré
O039157;11/03/2024;P00729;5;Marseille;Expédié
O039158;08/01/2024;P00700;8;Lyon;Expédié
O039159;10/06/2024;P00246;6;Paris;Livré
O039160;13/03/2024;P00353;7;Marseille;Expédié
O039161;10/12/2024;P00269;1;Paris;En attente
O039162;27/01/2024;P00895;1;Lyon;Livré
O039163;17/06/2024;P00181;4;Lyon;Expédié
O039164;19/09/2024;P00818;8;Lyon;En attente
O039165;14/10/2024;P00993;2;Paris;Livré
O039166;13/03/2024;P00477;9;Paris;En attente
O039167;27/07/2024;P00403;5;Paris;Livré
O039168;08/04/2024;P00666;8;Marseille;Livré
O039169;31/01/2024;P00181;4;Marseille;Expédié
O039170;01/12/2024;P00057;6;Paris;Expédié
O039171;02/02/2024;P00422;1;Paris;Expédié
O039172;31/07/2024;P00905;6;Paris;Livré
O039173;24/05/2024;P00046;7;Lyon;En attente
O039174;08/04/2024;P00862;3;Marseille;Livré
O039175;05/11/2024;P00086;5;Marseille;Expédié
O039176;05/11/2024;P00747;8;Lyon;Livré
O039177;28/06/2024;P00388;9;Paris;Expédié
O039178;14/05/2024;P00967;6;Marseille;Livré
O039179;08/07/2024;P00893;2;Lyon;Livré
O039180;30/01/2024;P00594;5;Paris;Livré
O039181;22/03/2024;P00178;9;Lyon;Livré
O039182;26/02/2024;P00838;3;Marseille;Livré
O039183;22/06/2024;P00093;6;Lyon;Livré
O039184;26/07/2024;P00901;6;Paris;Livré
O039185;21/11/2024;P00710;2;Marseille;Livré
O039186;17/11/2024;P00162;3;Marseille;En attente
O039187;01/07/2024;P00226;9;Marseille;Livré
O039188;22/08/2024;P00193;9;Marseille;Livré
O039189;16/04/2024;P00146;9;Lyon;En attente
O039190;04/07/2024;P00254;2;Lyon;Expédié
O039191;22/09/2024;P00795;3;Marseille;Livré
O039192;11/05/2024;P00522;9;Marseille;Livré
O039193;25/11/2024;P00487;8;Lyon;Livré
O039194;24/11/2024;P00642;4;Paris;Expédié
O039195;13/11/2024;P00467;7;Marseille;Expédié
O039196;30/12/2024;P00987;5;Marseille;Livré
O039197;19/06/2024;P00445;2;Paris;Expédié
O039198;24/10/2024;P00886;7;Marseille;Livré
O039199;24/01/2024;P00406;8;Lyon;Expédié
O039200;17/09/2024;P00906;4;Paris;Expédié
O039201;20/12/2024;P00315;8;Marseille;Livré
O039202;14/07/2024;P00889;7;Paris;Expédié
O039203;08/04/2024;P00091;3;Lyon;Expédié
O039204;28/11/2024;P00396;3;Paris;Expédié
O039205;10/04/2024;P00063;3;Paris;Expédié
O039206;17/12/2024;P00015;3;Lyon;Expédié
O039207;29/04/2024;P00754;7;Marseille;Expédié
O039208;16/11/2024;P00959;5;Paris;Livré
O039209;21/07/2024;P00705;4;Lyon;Expédié
O039210;30/03/2024;P00422;8;Paris;En attente
O039211;13/07/2024;P00873;9;Lyon;Expédié
O039212;25/06/2024;P00216;3;Lyon;Livré
