id_produit,catégorie,marque,prix,stock_minimum,date,entrepot,niveau_stock
P00625,Parfums,Héritage Sensuel,171.75,82,06/09/2024,Lyon,189
P00626,Parfums,Clarté Botanique,263.47,70,04/10/2024,Paris,97
P00627,Soins capillaires,Atelier Minéral,39.95,18,20/07/2024,Paris,289
P00628,Parfums,Silhouette Paris,91.2,77,03/08/2024,Paris,143
P00629,Soins capillaires,Natura Solaire,493.58,44,03/04/2024,Paris,98
P00629,Soins capillaires,Natura Solaire,493.58,44,26/04/2024,Marseille,146
P00630,Soins capillaires,Les Essences Rares,483.26,90,12/03/2024,Lyon,285
P00630,Soins capillaires,Les Essences Rares,483.26,90,15/05/2024,Paris,248
P00631,Accessoires,Maison Vitalis,22.37,97,16/12/2024,Lyon,273
P00632,Soins de la peau,Aroma Sublime,476.87,74,12/02/2024,Lyon,247
P00632,Soins de la peau,Aroma Sublime,476.87,74,14/03/2024,Paris,258
P00633,Soins capillaires,Ãpure d'Azur,326.78,17,28/07/2024,Paris,157
P00633,Soins capillaires,Ãpure d'Azur,326.78,17,14/01/2024,Lyon,20
P00634,Maquillage,Ligne LumiÃ¨re,436.6,54,27/08/2024,Paris,169
P00634,Maquillage,Ligne LumiÃ¨re,436.6,54,04/08/2024,Lyon,79
P00635,Soins de la peau,Soin Absolu,238.28,96,19/03/2024,Paris,37
P00636,Soins de la peau,Cosmétika,267.49,56,19/06/2024,Paris,214
P00637,Soins de la peau,Jardin dâIvoire,254.65,49,12/06/2024,Paris,273
P00638,Accessoires,Beauté Origine,340.09,85,09/03/2024,Marseille,39
P00638,Accessoires,Beauté Origine,340.09,85,21/01/2024,Lyon,215
P00639,Soins capillaires,Orchidée Noire,87.03,63,02/12/2024,Paris,5
P00639,Soins capillaires,Orchidée Noire,87.03,63,16/02/2024,Lyon,134
P00640,Accessoires,LâAtelier du Teint,34.39,85,14/05/2024,Lyon,187
P00640,Accessoires,LâAtelier du Teint,34.39,85,16/11/2024,Paris,73
P00641,Soins capillaires,Déesse Cosmétique,167.81,55,19/04/2024,Marseille,191
P00641,Soins capillaires,Déesse Cosmétique,167.81,55,13/07/2024,Paris,140
P00642,Accessoires,Secret de Peau,358.25,56,08/03/2024,Lyon,4
P00642,Accessoires,Secret de Peau,358.25,56,03/02/2024,Marseille,114
P00643,Accessoires,Rose & Lin,116.89,24,01/11/2024,Paris,270
P00644,Maquillage,Le Bain Royal,343.25,28,13/10/2024,Paris,26
P00644,Maquillage,Le Bain Royal,343.25,28,11/11/2024,Lyon,111
P00645,Accessoires,Sérum de Lune,485.56,35,27/12/2024,Lyon,156
P00645,Accessoires,Sérum de Lune,485.56,35,12/07/2024,Marseille,42
P00646,Parfums,Aura Cristal,65.07,61,04/01/2024,Lyon,244
P00646,Parfums,Aura Cristal,65.07,61,13/07/2024,Paris,203
P00647,Maquillage,Infusion Précieuse,342.85,31,14/01/2024,Paris,119
P00647,Maquillage,Infusion Précieuse,342.85,31,27/05/2024,Lyon,32
P00648,Accessoires,Velours Naturel,233.0,30,21/05/2024,Lyon,134
P00649,Soins de la peau,Ãveil Ãlégant,436.71,60,21/11/2024,Marseille,162
P00649,Soins de la peau,Ãveil Ãlégant,436.71,60,29/11/2024,Lyon,128
P00650,Parfums,Héritage Sensuel,105.03,47,09/05/2024,Paris,134
P00650,Parfums,Héritage Sensuel,105.03,47,23/11/2024,Lyon,29
P00651,Parfums,Clarté Botanique,352.46,29,07/05/2024,Marseille,59
P00651,Parfums,Clarté Botanique,352.46,29,12/04/2024,Paris,18
P00652,Parfums,Atelier Minéral,422.3,38,21/07/2024,Paris,152
P00653,Maquillage,Silhouette Paris,473.41,60,03/09/2024,Paris,101
P00654,Accessoires,Natura Solaire,347.96,13,18/05/2024,Lyon,42
P00654,Accessoires,Natura Solaire,347.96,13,11/02/2024,Marseille,250
P00655,Accessoires,Les Essences Rares,258.64,64,29/07/2024,Lyon,261
P00655,Accessoires,Les Essences Rares,258.64,64,16/07/2024,Paris,16
P00656,Soins de la peau,Maison Vitalis,316.57,80,18/04/2024,Marseille,294
P00657,Soins de la peau,Aroma Sublime,437.07,37,07/03/2024,Paris,59
P00657,Soins de la peau,Aroma Sublime,437.07,37,11/07/2024,Lyon,228
P00658,Parfums,Ãpure d'Azur,293.89,13,18/12/2024,Paris,79
P00659,Soins de la peau,Ligne LumiÃ¨re,34.59,31,25/11/2024,Lyon,61
P00660,Maquillage,Soin Absolu,466.86,85,27/12/2024,Paris,288
P00660,Maquillage,Soin Absolu,466.86,85,18/10/2024,Marseille,172
P00661,Accessoires,Cosmétika,350.97,54,29/01/2024,Lyon,215
P00661,Accessoires,Cosmétika,350.97,54,05/01/2024,Paris,285
P00662,Parfums,Jardin dâIvoire,344.73,76,07/03/2024,Paris,177
P00663,Soins de la peau,Beauté Origine,123.52,95,07/09/2024,Marseille,280
P00663,Soins de la peau,Beauté Origine,123.52,95,26/06/2024,Paris,160
P00664,Maquillage,Orchidée Noire,336.27,75,30/08/2024,Marseille,181
P00665,Maquillage,LâAtelier du Teint,209.05,97,12/06/2024,Paris,293
P00665,Maquillage,LâAtelier du Teint,209.05,97,06/02/2024,Lyon,174
P00666,Soins de la peau,Déesse Cosmétique,332.59,43,10/05/2024,Paris,84
P00666,Soins de la peau,Déesse Cosmétique,332.59,43,28/10/2024,Lyon,129
P00667,Accessoires,Secret de Peau,71.16,64,19/03/2024,Paris,91
P00668,Soins de la peau,Rose & Lin,335.77,10,14/12/2024,Lyon,74
P00668,Soins de la peau,Rose & Lin,335.77,10,02/11/2024,Paris,207
P00669,Parfums,Le Bain Royal,499.72,81,22/05/2024,Paris,105
P00670,Soins de la peau,Sérum de Lune,43.14,96,21/10/2024,Lyon,272
P00670,Soins de la peau,Sérum de Lune,43.14,96,25/10/2024,Paris,147
P00671,Maquillage,Aura Cristal,489.04,47,28/01/2024,Marseille,273
P00671,Maquillage,Aura Cristal,489.04,47,26/11/2024,Lyon,20
P00672,Soins de la peau,Infusion Précieuse,215.32,15,12/07/2024,Lyon,271
P00672,Soins de la peau,Infusion Précieuse,215.32,15,15/03/2024,Paris,299
P00673,Accessoires,Velours Naturel,437.96,95,04/08/2024,Paris,98
P00674,Soins capillaires,Ãveil Ãlégant,395.55,34,05/09/2024,Marseille,93
P00674,Soins capillaires,Ãveil Ãlégant,395.55,34,19/11/2024,Paris,283
P00675,Soins de la peau,Héritage Sensuel,292.17,91,02/09/2024,Marseille,140
P00675,Soins de la peau,Héritage Sensuel,292.17,91,12/10/2024,Paris,134
P00676,Accessoires,Clarté Botanique,374.46,26,15/08/2024,Paris,60
P00676,Accessoires,Clarté Botanique,374.46,26,30/05/2024,Lyon,0
P00677,Accessoires,Atelier Minéral,441.69,70,10/10/2024,Lyon,107
P00678,Maquillage,Silhouette Paris,213.99,21,05/11/2024,Lyon,0
P00678,Maquillage,Silhouette Paris,213.99,21,26/12/2024,Paris,256
P00679,Accessoires,Natura Solaire,176.98,15,16/04/2024,Paris,78
P00679,Accessoires,Natura Solaire,176.98,15,03/05/2024,Lyon,202
P00680,Accessoires,Les Essences Rares,340.44,99,25/11/2024,Paris,264
P00680,Accessoires,Les Essences Rares,340.44,99,19/03/2024,Lyon,262
P00681,Accessoires,Maison Vitalis,407.77,36,16/12/2024,Marseille,12
P00681,Accessoires,Maison Vitalis,407.77,36,09/10/2024,Paris,18
P00682,Accessoires,Aroma Sublime,385.9,17,03/11/2024,Lyon,160
P00682,Accessoires,Aroma Sublime,385.9,17,17/06/2024,Marseille,141
P00683,Parfums,Ãpure d'Azur,402.95,92,12/10/2024,Lyon,145
P00684,Parfums,Ligne LumiÃ¨re,229.08,74,08/12/2024,Lyon,163
P00684,Parfums,Ligne LumiÃ¨re,229.08,74,28/09/2024,Marseille,169
P00685,Maquillage,Soin Absolu,412.56,66,29/08/2024,Paris,71
P00685,Maquillage,Soin Absolu,412.56,66,03/01/2024,Lyon,25
P00686,Soins de la peau,Cosmétika,77.7,49,16/01/2024,Lyon,140
P00687,Accessoires,Jardin dâIvoire,281.35,23,10/10/2024,Paris,213
P00688,Soins de la peau,Beauté Origine,22.76,44,31/05/2024,Marseille,67
P00689,Soins de la peau,Orchidée Noire,175.8,57,02/01/2024,Paris,5
P00690,Maquillage,LâAtelier du Teint,195.9,93,31/01/2024,Lyon,264
P00691,Accessoires,Déesse Cosmétique,210.16,65,17/07/2024,Paris,12
P00692,Accessoires,Secret de Peau,353.82,58,16/02/2024,Marseille,54
P00692,Accessoires,Secret de Peau,353.82,58,28/02/2024,Paris,273
P00692,Accessoires,Secret de Peau,353.82,58,31/05/2024,Lyon,209
P00693,Soins capillaires,Rose & Lin,206.51,22,07/03/2024,Marseille,267
P00693,Soins capillaires,Rose & Lin,206.51,22,06/04/2024,Lyon,248
P00694,Soins de la peau,Le Bain Royal,235.37,70,04/03/2024,Lyon,243
P00694,Soins de la peau,Le Bain Royal,235.37,70,23/10/2024,Paris,276
P00695,Soins de la peau,Sérum de Lune,134.02,58,06/09/2024,Paris,125
P00696,Parfums,Aura Cristal,199.16,55,01/12/2024,Marseille,212
P00696,Parfums,Aura Cristal,199.16,55,19/04/2024,Paris,161
P00697,Soins capillaires,Infusion Précieuse,129.09,71,29/04/2024,Lyon,50
P00697,Soins capillaires,Infusion Précieuse,129.09,71,08/12/2024,Paris,278
P00698,Parfums,Velours Naturel,55.13,17,22/11/2024,Paris,0
P00699,Parfums,Ãveil Ãlégant,309.66,52,05/02/2024,Paris,196
P00699,Parfums,Ãveil Ãlégant,309.66,52,14/11/2024,Lyon,143
P00700,Parfums,Héritage Sensuel,340.74,29,13/04/2024,Lyon,276
P00700,Parfums,Héritage Sensuel,340.74,29,01/02/2024,Paris,90
P00701,Maquillage,Clarté Botanique,317.36,99,15/10/2024,Paris,259
P00702,Maquillage,Atelier Minéral,242.48,48,30/05/2024,Paris,163
P00702,Maquillage,Atelier Minéral,242.48,48,18/10/2024,Lyon,164
P00703,Parfums,Silhouette Paris,202.3,94,05/09/2024,Lyon,191
P00703,Parfums,Silhouette Paris,202.3,94,15/04/2024,Paris,7
P00704,Soins capillaires,Natura Solaire,434.4,58,05/12/2024,Marseille,104
P00704,Soins capillaires,Natura Solaire,434.4,58,30/11/2024,Paris,156
P00705,Soins de la peau,Les Essences Rares,269.16,73,29/06/2024,Lyon,25
P00705,Soins de la peau,Les Essences Rares,269.16,73,18/06/2024,Paris,141
P00706,Soins capillaires,Maison Vitalis,250.01,71,11/11/2024,Lyon,130
P00706,Soins capillaires,Maison Vitalis,250.01,71,16/07/2024,Paris,95
P00707,Accessoires,Aroma Sublime,32.31,63,17/01/2024,Marseille,275
P00707,Accessoires,Aroma Sublime,32.31,63,15/09/2024,Paris,178
P00708,Maquillage,Ãpure d'Azur,183.8,18,01/07/2024,Lyon,202
P00708,Maquillage,Ãpure d'Azur,183.8,18,27/02/2024,Paris,223
P00709,Soins de la peau,Ligne LumiÃ¨re,202.49,97,08/05/2024,Lyon,224
P00709,Soins de la peau,Ligne LumiÃ¨re,202.49,97,10/10/2024,Paris,105
P00710,Soins de la peau,Soin Absolu,211.43,46,06/10/2024,Paris,202
P00711,Accessoires,Cosmétika,298.48,58,21/07/2024,Paris,280
P00711,Accessoires,Cosmétika,298.48,58,13/12/2024,Marseille,163
P00712,Accessoires,Jardin dâIvoire,276.13,50,08/07/2024,Lyon,87
P00712,Accessoires,Jardin dâIvoire,276.13,50,11/09/2024,Paris,283
P00713,Parfums,Beauté Origine,311.79,26,29/12/2024,Paris,142
P00714,Maquillage,Orchidée Noire,387.14,97,29/09/2024,Paris,239
P00714,Maquillage,Orchidée Noire,387.14,97,06/05/2024,Lyon,70
P00715,Maquillage,LâAtelier du Teint,410.23,30,12/11/2024,Paris,78
P00716,Soins capillaires,Déesse Cosmétique,364.7,60,10/10/2024,Paris,158
P00717,Parfums,Secret de Peau,478.65,68,07/05/2024,Paris,20
P00717,Parfums,Secret de Peau,478.65,68,20/10/2024,Marseille,276
P00718,Parfums,Rose & Lin,28.75,48,09/02/2024,Lyon,185
P00718,Parfums,Rose & Lin,28.75,48,29/09/2024,Paris,241
P00719,Parfums,Le Bain Royal,113.97,64,17/09/2024,Marseille,106
P00719,Parfums,Le Bain Royal,113.97,64,11/05/2024,Lyon,272
P00720,Parfums,Sérum de Lune,23.63,50,21/02/2024,Paris,25
P00720,Parfums,Sérum de Lune,23.63,50,15/04/2024,Marseille,200
P00721,Maquillage,Aura Cristal,330.79,48,19/04/2024,Paris,104
P00722,Maquillage,Infusion Précieuse,451.05,22,14/04/2024,Lyon,281
P00722,Maquillage,Infusion Précieuse,451.05,22,10/05/2024,Paris,246
P00723,Parfums,Velours Naturel,136.87,73,02/04/2024,Paris,66
P00723,Parfums,Velours Naturel,136.87,73,21/09/2024,Lyon,285
P00724,Soins capillaires,Ãveil Ãlégant,464.98,20,30/07/2024,Marseille,250
P00724,Soins capillaires,Ãveil Ãlégant,464.98,20,25/09/2024,Paris,161
P00725,Soins de la peau,Héritage Sensuel,48.93,28,01/10/2024,Lyon,37
P00725,Soins de la peau,Héritage Sensuel,48.93,28,04/08/2024,Paris,14
P00726,Soins de la peau,Clarté Botanique,468.53,20,27/10/2024,Lyon,141
P00726,Soins de la peau,Clarté Botanique,468.53,20,26/02/2024,Paris,124
P00727,Soins capillaires,Atelier Minéral,188.78,86,10/04/2024,Paris,52
P00728,Parfums,Silhouette Paris,68.68,55,20/07/2024,Paris,233
P00729,Maquillage,Natura Solaire,253.22,54,03/03/2024,Lyon,181
P00729,Maquillage,Natura Solaire,253.22,54,06/05/2024,Paris,10
P00730,Soins de la peau,Les Essences Rares,143.25,10,03/08/2024,Paris,151
P00730,Soins de la peau,Les Essences Rares,143.25,10,26/10/2024,Lyon,183
P00731,Accessoires,Maison Vitalis,156.74,49,02/11/2024,Lyon,247
P00731,Accessoires,Maison Vitalis,156.74,49,23/11/2024,Paris,59
P00732,Accessoires,Aroma Sublime,167.5,28,23/07/2024,Paris,5
P00732,Accessoires,Aroma Sublime,167.5,28,18/02/2024,Marseille,43
P00733,Soins capillaires,Ãpure d'Azur,405.45,85,05/05/2024,Paris,213
P00734,Parfums,Ligne LumiÃ¨re,278.8,81,29/01/2024,Lyon,188
P00734,Parfums,Ligne LumiÃ¨re,278.8,81,08/03/2024,Paris,129
P00735,Soins de la peau,Soin Absolu,169.43,81,26/04/2024,Paris,131
P00736,Parfums,Cosmétika,312.96,70,08/02/2024,Paris,50
P00736,Parfums,Cosmétika,312.96,70,17/01/2024,Marseille,95
P00737,Soins de la peau,Jardin dâIvoire,363.75,21,28/02/2024,Paris,267
P00737,Soins de la peau,Jardin dâIvoire,363.75,21,22/04/2024,Lyon,252
P00738,Soins capillaires,Beauté Origine,150.86,70,09/01/2024,Lyon,250
P00738,Soins capillaires,Beauté Origine,150.86,70,10/12/2024,Paris,159
P00739,Soins capillaires,Orchidée Noire,218.5,42,09/12/2024,Paris,4
P00739,Soins capillaires,Orchidée Noire,218.5,42,14/08/2024,Lyon,203
P00740,Accessoires,LâAtelier du Teint,78.51,54,26/11/2024,Lyon,255
P00740,Accessoires,LâAtelier du Teint,78.51,54,25/12/2024,Paris,90
P00741,Parfums,Déesse Cosmétique,106.95,99,11/12/2024,Lyon,183
P00741,Parfums,Déesse Cosmétique,106.95,99,20/08/2024,Paris,70
P00742,Accessoires,Secret de Peau,346.94,78,13/07/2024,Paris,285
P00742,Accessoires,Secret de Peau,346.94,78,26/06/2024,Lyon,186
P00743,Parfums,Rose & Lin,107.09,17,23/09/2024,Lyon,125
P00743,Parfums,Rose & Lin,107.09,17,05/02/2024,Paris,195
P00744,Accessoires,Le Bain Royal,272.08,34,01/06/2024,Paris,239
P00744,Accessoires,Le Bain Royal,272.08,34,06/07/2024,Lyon,22
P00745,Maquillage,Sérum de Lune,360.34,55,23/09/2024,Paris,232
P00746,Maquillage,Aura Cristal,71.3,96,16/07/2024,Marseille,124
P00747,Maquillage,Infusion Précieuse,292.31,39,13/08/2024,Paris,45
P00747,Maquillage,Infusion Précieuse,292.31,39,15/09/2024,Lyon,286
P00748,Maquillage,Velours Naturel,143.15,56,03/09/2024,Paris,245
P00749,Soins de la peau,Ãveil Ãlégant,482.2,96,03/05/2024,Marseille,123
P00749,Soins de la peau,Ãveil Ãlégant,482.2,96,14/08/2024,Paris,187
P00749,Soins de la peau,Ãveil Ãlégant,482.2,96,03/06/2024,Lyon,281
P00750,Maquillage,Héritage Sensuel,252.1,58,18/01/2024,Marseille,122
P00750,Maquillage,Héritage Sensuel,252.1,58,04/05/2024,Paris,10
P00751,Soins capillaires,Clarté Botanique,406.88,56,08/10/2024,Paris,120
P00751,Soins capillaires,Clarté Botanique,406.88,56,20/04/2024,Marseille,45
P00752,Soins capillaires,Atelier Minéral,284.11,93,01/04/2024,Lyon,102
P00753,Soins de la peau,Silhouette Paris,40.84,91,28/07/2024,Lyon,242
P00754,Maquillage,Natura Solaire,323.91,27,27/07/2024,Lyon,45
P00755,Maquillage,Les Essences Rares,476.67,75,05/08/2024,Marseille,51
P00756,Maquillage,Maison Vitalis,308.77,77,17/11/2024,Marseille,79
P00757,Accessoires,Aroma Sublime,413.21,42,14/12/2024,Paris,250
P00758,Parfums,Ãpure d'Azur,444.42,45,02/11/2024,Paris,0
P00758,Parfums,Ãpure d'Azur,444.42,45,21/08/2024,Lyon,83
P00759,Accessoires,Ligne LumiÃ¨re,129.48,91,31/08/2024,Lyon,116
P00759,Accessoires,Ligne LumiÃ¨re,129.48,91,23/10/2024,Paris,225
P00759,Accessoires,Ligne LumiÃ¨re,129.48,91,15/05/2024,Marseille,115
P00760,Parfums,Soin Absolu,121.78,28,14/10/2024,Paris,111
P00760,Parfums,Soin Absolu,121.78,28,06/10/2024,Lyon,123
P00761,Maquillage,Cosmétika,313.27,37,12/11/2024,Paris,126
P00762,Maquillage,Jardin dâIvoire,217.29,49,23/04/2024,Lyon,22
P00762,Maquillage,Jardin dâIvoire,217.29,49,27/10/2024,Marseille,168
P00763,Accessoires,Beauté Origine,423.13,93,30/01/2024,Lyon,32
P00763,Accessoires,Beauté Origine,423.13,93,30/09/2024,Paris,258
P00764,Accessoires,Orchidée Noire,452.01,85,15/05/2024,Marseille,2
P00764,Accessoires,Orchidée Noire,452.01,85,01/05/2024,Paris,47
P00765,Parfums,LâAtelier du Teint,189.64,24,28/06/2024,Paris,164
P00766,Soins capillaires,Déesse Cosmétique,133.7,50,18/09/2024,Marseille,269
P00767,Parfums,Secret de Peau,394.65,48,15/05/2024,Paris,85
P00768,Accessoires,Rose & Lin,151.91,11,04/07/2024,Paris,5
P00768,Accessoires,Rose & Lin,151.91,11,09/09/2024,Lyon,102
P00769,Accessoires,Le Bain Royal,414.85,72,10/02/2024,Lyon,201
P00769,Accessoires,Le Bain Royal,414.85,72,16/09/2024,Paris,294
P00770,Soins de la peau,Sérum de Lune,223.39,38,03/03/2024,Lyon,68
P00771,Accessoires,Aura Cristal,340.42,83,04/02/2024,Lyon,23
P00771,Accessoires,Aura Cristal,340.42,83,13/11/2024,Paris,210
P00772,Soins de la peau,Infusion Précieuse,65.86,75,08/12/2024,Paris,184
P00773,Soins capillaires,Velours Naturel,319.45,60,10/04/2024,Lyon,103
P00773,Soins capillaires,Velours Naturel,319.45,60,22/04/2024,Paris,34
P00774,Parfums,Ãveil Ãlégant,236.85,84,02/10/2024,Paris,5
P00774,Parfums,Ãveil Ãlégant,236.85,84,26/02/2024,Lyon,100
P00774,Parfums,Ãveil Ãlégant,236.85,84,24/03/2024,Marseille,133
P00775,Parfums,Héritage Sensuel,301.57,86,23/07/2024,Paris,114
P00775,Parfums,Héritage Sensuel,301.57,86,08/01/2024,Marseille,202
P00776,Soins de la peau,Clarté Botanique,100.65,19,17/11/2024,Lyon,35
P00776,Soins de la peau,Clarté Botanique,100.65,19,20/06/2024,Paris,220
P00777,Parfums,Atelier Minéral,373.7,23,25/10/2024,Paris,58
P00777,Parfums,Atelier Minéral,373.7,23,22/11/2024,Lyon,80
P00778,Accessoires,Silhouette Paris,434.14,91,25/02/2024,Lyon,142
P00779,Maquillage,Natura Solaire,124.04,60,25/05/2024,Lyon,56
P00779,Maquillage,Natura Solaire,124.04,60,21/09/2024,Paris,152
P00780,Soins de la peau,Les Essences Rares,65.94,82,30/06/2024,Paris,79
P00780,Soins de la peau,Les Essences Rares,65.94,82,05/04/2024,Marseille,163
P00781,Parfums,Maison Vitalis,31.35,48,26/11/2024,Lyon,292
P00781,Parfums,Maison Vitalis,31.35,48,20/09/2024,Paris,226
P00782,Soins de la peau,Aroma Sublime,328.15,37,01/04/2024,Marseille,287
P00782,Soins de la peau,Aroma Sublime,328.15,37,19/06/2024,Lyon,260
P00783,Soins de la peau,Ãpure d'Azur,311.41,12,20/09/2024,Paris,46
P00784,Maquillage,Ligne LumiÃ¨re,282.41,93,19/01/2024,Paris,129
P00784,Maquillage,Ligne LumiÃ¨re,282.41,93,02/06/2024,Lyon,37
P00785,Accessoires,Soin Absolu,131.33,79,06/09/2024,Paris,122
P00785,Accessoires,Soin Absolu,131.33,79,18/08/2024,Lyon,115
P00786,Soins de la peau,Cosmétika,207.63,36,27/02/2024,Paris,206
P00786,Soins de la peau,Cosmétika,207.63,36,16/07/2024,Lyon,57
P00787,Parfums,Jardin dâIvoire,305.35,11,14/07/2024,Paris,244
P00788,Soins capillaires,Beauté Origine,258.45,47,09/10/2024,Paris,263
P00788,Soins capillaires,Beauté Origine,258.45,47,18/09/2024,Lyon,231
P00789,Soins de la peau,Orchidée Noire,494.14,12,15/06/2024,Lyon,66
P00789,Soins de la peau,Orchidée Noire,494.14,12,02/12/2024,Paris,269
P00790,Soins de la peau,LâAtelier du Teint,85.49,25,09/09/2024,Lyon,62
P00790,Soins de la peau,LâAtelier du Teint,85.49,25,18/08/2024,Paris,65
P00791,Maquillage,Déesse Cosmétique,353.67,49,25/08/2024,Lyon,187
P00791,Maquillage,Déesse Cosmétique,353.67,49,14/05/2024,Paris,291
P00792,Accessoires,Secret de Peau,214.07,11,22/02/2024,Paris,276
P00792,Accessoires,Secret de Peau,214.07,11,04/10/2024,Lyon,156
P00793,Soins capillaires,Rose & Lin,225.54,90,14/12/2024,Marseille,194
P00793,Soins capillaires,Rose & Lin,225.54,90,25/02/2024,Paris,295
P00794,Parfums,Le Bain Royal,364.45,50,02/12/2024,Lyon,193
P00795,Soins capillaires,Sérum de Lune,352.37,21,13/09/2024,Marseille,176
P00795,Soins capillaires,Sérum de Lune,352.37,21,29/09/2024,Paris,125
P00795,Soins capillaires,Sérum de Lune,352.37,21,15/03/2024,Lyon,162
P00796,Parfums,Aura Cristal,495.8,44,19/06/2024,Lyon,104
P00796,Parfums,Aura Cristal,495.8,44,06/06/2024,Paris,233
P00797,Accessoires,Infusion Précieuse,81.63,74,17/07/2024,Marseille,1
P00798,Parfums,Velours Naturel,69.97,64,31/10/2024,Lyon,279
P00798,Parfums,Velours Naturel,69.97,64,16/02/2024,Marseille,56
P00799,Maquillage,Ãveil Ãlégant,367.68,54,17/08/2024,Paris,239
P00800,Maquillage,Héritage Sensuel,297.63,88,03/09/2024,Paris,156
P00800,Maquillage,Héritage Sensuel,297.63,88,13/03/2024,Lyon,9
P00801,Maquillage,Clarté Botanique,151.6,99,07/11/2024,Marseille,228
P00801,Maquillage,Clarté Botanique,151.6,99,03/09/2024,Paris,290
P00802,Maquillage,Atelier Minéral,58.12,94,03/12/2024,Paris,184
P00803,Soins capillaires,Silhouette Paris,61.12,71,06/02/2024,Lyon,242
P00804,Accessoires,Natura Solaire,449.21,58,08/05/2024,Paris,178
P00804,Accessoires,Natura Solaire,449.21,58,29/06/2024,Lyon,24
P00804,Accessoires,Natura Solaire,449.21,58,22/12/2024,Marseille,159
P00805,Parfums,Les Essences Rares,112.1,34,27/07/2024,Paris,52
P00805,Parfums,Les Essences Rares,112.1,34,10/01/2024,Marseille,280
P00806,Parfums,Maison Vitalis,175.22,32,02/03/2024,Lyon,29
P00806,Parfums,Maison Vitalis,175.22,32,15/10/2024,Paris,203
P00807,Maquillage,Aroma Sublime,128.8,33,28/02/2024,Lyon,211
P00807,Maquillage,Aroma Sublime,128.8,33,15/10/2024,Marseille,262
P00808,Maquillage,Ãpure d'Azur,190.4,47,28/10/2024,Paris,110
P00808,Maquillage,Ãpure d'Azur,190.4,47,16/04/2024,Marseille,248
P00809,Soins de la peau,Ligne LumiÃ¨re,53.32,37,01/05/2024,Lyon,108
P00810,Accessoires,Soin Absolu,269.15,30,30/07/2024,Marseille,26
P00810,Accessoires,Soin Absolu,269.15,30,15/12/2024,Lyon,236
P00810,Accessoires,Soin Absolu,269.15,30,02/11/2024,Paris,54
P00811,Soins capillaires,Cosmétika,52.45,63,26/12/2024,Marseille,290
P00811,Soins capillaires,Cosmétika,52.45,63,02/05/2024,Paris,33
P00812,Parfums,Jardin dâIvoire,404.17,27,21/09/2024,Paris,2
P00813,Soins de la peau,Beauté Origine,132.18,45,30/06/2024,Lyon,238
P00813,Soins de la peau,Beauté Origine,132.18,45,08/06/2024,Paris,148
P00814,Soins de la peau,Orchidée Noire,279.21,54,26/10/2024,Marseille,145
P00814,Soins de la peau,Orchidée Noire,279.21,54,22/03/2024,Paris,187
P00815,Parfums,LâAtelier du Teint,442.44,82,05/06/2024,Paris,255
P00815,Parfums,LâAtelier du Teint,442.44,82,29/09/2024,Lyon,31
P00816,Soins capillaires,Déesse Cosmétique,332.42,62,02/03/2024,Paris,147
P00816,Soins capillaires,Déesse Cosmétique,332.42,62,30/05/2024,Marseille,3
P00817,Soins de la peau,Secret de Peau,275.82,39,12/01/2024,Paris,280
P00817,Soins de la peau,Secret de Peau,275.82,39,13/09/2024,Lyon,163
P00818,Soins de la peau,Rose & Lin,175.68,69,24/09/2024,Paris,240
P00819,Accessoires,Le Bain Royal,179.84,41,17/03/2024,Marseille,5
P00819,Accessoires,Le Bain Royal,179.84,41,01/10/2024,Lyon,134
P00820,Soins capillaires,Sérum de Lune,341.35,76,22/05/2024,Paris,223
P00820,Soins capillaires,Sérum de Lune,341.35,76,15/11/2024,Lyon,207
P00821,Soins de la peau,Aura Cristal,497.19,76,13/10/2024,Paris,198
P00821,Soins de la peau,Aura Cristal,497.19,76,24/04/2024,Marseille,173
P00822,Soins capillaires,Infusion Précieuse,337.68,37,08/04/2024,Marseille,273
P00823,Parfums,Velours Naturel,287.74,53,06/10/2024,Paris,101
P00824,Maquillage,Ãveil Ãlégant,370.71,88,08/05/2024,Marseille,41
P00824,Maquillage,Ãveil Ãlégant,370.71,88,27/11/2024,Paris,172
P00824,Maquillage,Ãveil Ãlégant,370.71,88,30/12/2024,Lyon,58
P00825,Soins de la peau,Héritage Sensuel,243.3,50,24/12/2024,Paris,208
P00826,Accessoires,Clarté Botanique,48.87,72,30/07/2024,Paris,8
P00826,Accessoires,Clarté Botanique,48.87,72,08/01/2024,Marseille,189
P00827,Parfums,Atelier Minéral,289.9,32,03/09/2024,Lyon,169
P00827,Parfums,Atelier Minéral,289.9,32,02/08/2024,Paris,288
P00828,Soins capillaires,Silhouette Paris,479.66,84,22/09/2024,Paris,206
P00828,Soins capillaires,Silhouette Paris,479.66,84,02/10/2024,Lyon,167
P00829,Parfums,Natura Solaire,104.15,57,27/02/2024,Lyon,69
P00830,Soins de la peau,Les Essences Rares,351.2,41,11/08/2024,Paris,208
P00831,Soins capillaires,Maison Vitalis,116.45,66,03/03/2024,Lyon,17
P00832,Maquillage,Aroma Sublime,277.2,42,16/06/2024,Paris,124
P00832,Maquillage,Aroma Sublime,277.2,42,30/08/2024,Lyon,36
P00833,Parfums,Ãpure d'Azur,66.4,33,12/06/2024,Lyon,111
P00833,Parfums,Ãpure d'Azur,66.4,33,05/10/2024,Marseille,128
