id_commande;id_produit;quantite;entrepot;date_retour;motif
O030633;P00034;7;Lyon;13/06/2024;Mauvais article
O010074;P00488;9;Lyon;07/07/2024;Pas comme decrit
O006847;P00980;7;Lyon;31/07/2024;Pas comme decrit
O031703;P00640;2;Paris;04/05/2024;Pas comme decrit
O017773;P00426;4;Lyon;11/01/2025;Le client a change d'avis
O030229;P00078;1;Lyon;31/01/2024;Le client a change d'avis
O049779;P00620;1;Paris;04/01/2025;Endommage
O039619;P00748;7;Marseille;27/09/2024;Mauvais article
O032421;P00278;5;Lyon;20/12/2024;Le client a change d'avis
O001227;P00866;5;Marseille;13/08/2024;Endommage
O038448;P00315;1;Marseille;25/09/2024;Endommage
O011064;P00620;9;Marseille;16/12/2024;Pas comme decrit
O042021;P00966;9;Marseille;25/01/2025;Le client a change d'avis
O025309;P00766;6;Paris;15/04/2024;Le client a change d'avis
O031417;P00295;1;Lyon;25/12/2024;Le client a change d'avis
O029767;P00793;9;Marseille;12/09/2024;Le client a change d'avis
O046237;P00107;5;Marseille;01/05/2024;Pas comme decrit
O036653;P00719;5;Lyon;24/09/2024;Mauvais article
O035495;P00390;6;Marseille;24/02/2024;Endommage
O007959;P00118;8;Paris;05/01/2025;Mauvais article
O047925;P00274;2;Paris;05/10/2024;Pas comme decrit
O046772;P00413;6;Paris;06/04/2024;Endommage
O048134;P00332;1;Marseille;27/12/2024;Mauvais article
O009714;P00088;9;Lyon;19/03/2024;Pas comme decrit
O016834;P00417;7;Marseille;18/05/2024;Endommage
O013588;P00038;8;Marseille;29/09/2024;Endommage
O026519;P00962;9;Marseille;31/08/2024;Pas comme decrit
O047222;P00601;5;Paris;28/10/2024;Endommage
O040936;P00898;5;Paris;18/01/2025;Mauvais article
O028333;P00718;2;Paris;13/11/2024;Le client a change d'avis
O008185;P00685;2;Lyon;15/01/2025;Mauvais article
O017551;P00783;9;Paris;10/08/2024;Endommage
O029147;P00325;5;Paris;07/01/2025;Endommage
O027933;P00871;2;Lyon;03/11/2024;Mauvais article
O020583;P00341;4;Paris;13/12/2024;Le client a change d'avis
O032900;P00767;8;Paris;25/03/2024;Le client a change d'avis
O023099;P00445;4;Paris;06/07/2024;Mauvais article
O023262;P00409;8;Marseille;14/02/2024;Mauvais article
O048169;P00138;5;Paris;01/11/2024;Mauvais article
O045161;P00670;5;Paris;11/04/2024;Pas comme decrit
O002078;P00307;5;Lyon;25/02/2024;Le client a change d'avis
O000200;P00300;7;Paris;16/11/2024;Endommage
O028062;P00299;4;Paris;27/04/2024;Mauvais article
O040176;P00506;8;Paris;31/01/2025;Mauvais article
O005077;P00979;6;Paris;17/02/2024;Pas comme decrit
O020516;P00601;6;Lyon;10/03/2024;Pas comme decrit
O042244;P00604;7;Marseille;03/09/2024;Mauvais article
O046353;P00784;1;Marseille;01/06/2024;Endommage
O026978;P00788;1;Marseille;13/11/2024;Endommage
O029701;P00058;3;Paris;26/11/2024;Pas comme decrit
O024406;P00501;6;Paris;02/03/2024;Pas comme decrit
O027006;P00152;9;Lyon;05/07/2024;Le client a change d'avis
O025811;P00701;4;Marseille;02/03/2024;Le client a change d'avis
O048778;P00904;3;Lyon;05/08/2024;Le client a change d'avis
O049795;P00830;2;Paris;17/07/2024;Mauvais article
O002883;P00733;9;Paris;07/02/2024;Mauvais article
O037153;P00038;4;Paris;07/09/2024;Le client a change d'avis
O001475;P00054;6;Paris;05/05/2024;Pas comme decrit
O011305;P00949;6;Marseille;30/03/2024;Le client a change d'avis
O047707;P00099;6;Marseille;25/05/2024;Pas comme decrit
O025681;P00805;4;Marseille;19/10/2024;Le client a change d'avis
O048277;P00335;6;Paris;05/07/2024;Mauvais article
O005690;P00045;7;Lyon;05/01/2025;Endommage
O016409;P00048;9;Lyon;01/12/2024;Le client a change d'avis
O021405;P00105;3;Paris;25/06/2024;Endommage
O031289;P00091;8;Paris;14/01/2025;Endommage
O035802;P00455;5;Paris;06/12/2024;Pas comme decrit
O020860;P00020;8;Lyon;15/11/2024;Endommage
O043508;P00470;3;Marseille;19/11/2024;Mauvais article
O046281;P00231;1;Marseille;02/05/2024;Mauvais article
O048060;P00965;6;Lyon;04/04/2024;Endommage
O009713;P00511;5;Paris;02/11/2024;Le client a change d'avis
O038338;P00300;9;Marseille;10/11/2024;Pas comme decrit
O040973;P00599;4;Lyon;24/07/2024;Mauvais article
O017890;P00050;3;Lyon;30/04/2024;Endommage
O045067;P00919;1;Marseille;01/06/2024;Pas comme decrit
O039009;P00749;3;Lyon;07/12/2024;Mauvais article
O002814;P00860;1;Lyon;27/08/2024;Le client a change d'avis
O026972;P00207;8;Paris;02/08/2024;Pas comme decrit
O049306;P00845;9;Marseille;07/10/2024;Endommage
O002461;P00090;5;Paris;14/10/2024;Le client a change d'avis
O029797;P00928;2;Marseille;03/10/2024;Mauvais article
O009617;P00197;3;Marseille;18/05/2024;Mauvais article
O015025;P00223;9;Lyon;26/09/2024;Endommage
O019530;P00354;4;Lyon;09/04/2024;Pas comme decrit
O005338;P00294;6;Marseille;01/02/2025;Mauvais article
O029584;P00457;3;Lyon;11/02/2024;Endommage
O032742;P00493;1;Paris;06/03/2024;Endommage
O020654;P00073;4;Marseille;23/06/2024;Mauvais article
O008294;P00644;9;Marseille;01/11/2024;Pas comme decrit
O022660;P00861;5;Paris;06/07/2024;Mauvais article
O018774;P00655;7;Marseille;08/02/2024;Le client a change d'avis
O031237;P00012;1;Paris;04/09/2024;Mauvais article
O021470;P00973;1;Marseille;18/02/2024;Endommage
O007615;P00069;1;Marseille;24/01/2025;Le client a change d'avis
O044520;P00345;2;Marseille;09/12/2024;Pas comme decrit
O036425;P00106;5;Paris;02/04/2024;Pas comme decrit
O002273;P00168;3;Marseille;04/05/2024;Endommage
O044399;P00643;9;Marseille;18/03/2024;Le client a change d'avis
O012083;P00293;3;Lyon;25/05/2024;Mauvais article
O049130;P00075;8;Marseille;14/07/2024;Le client a change d'avis
O007008;P00210;9;Paris;23/04/2024;Pas comme decrit
O029636;P00458;2;Marseille;27/06/2024;Mauvais article
O000762;P00525;9;Paris;24/01/2025;Pas comme decrit
O022762;P00313;8;Marseille;17/02/2024;Endommage
O043668;P00585;8;Paris;25/07/2024;Pas comme decrit
O049903;P00825;6;Paris;19/03/2024;Le client a change d'avis
O006339;P00739;6;Paris;12/01/2025;Le client a change d'avis
O035012;P00108;3;Lyon;30/08/2024;Pas comme decrit
O025968;P00862;3;Marseille;22/07/2024;Mauvais article
O026242;P00811;8;Paris;13/04/2024;Mauvais article
O005203;P00408;8;Paris;26/11/2024;Mauvais article
O035082;P00103;6;Marseille;29/04/2024;Pas comme decrit
O000388;P00996;7;Marseille;11/09/2024;Pas comme decrit
O002570;P00992;4;Lyon;22/08/2024;Mauvais article
O042690;P00215;5;Paris;11/05/2024;Pas comme decrit
O047764;P00366;8;Lyon;12/05/2024;Pas comme decrit
O036123;P00300;9;Lyon;02/07/2024;Pas comme decrit
O014418;P00260;4;Paris;14/05/2024;Pas comme decrit
O027842;P00540;2;Marseille;24/03/2024;Pas comme decrit
O008914;P00543;6;Marseille;05/09/2024;Endommage
O001590;P00109;5;Lyon;13/08/2024;Endommage
O004096;P00664;7;Lyon;25/01/2024;Mauvais article
O002087;P00492;9;Paris;02/11/2024;Pas comme decrit
O001912;P00141;4;Lyon;08/01/2025;Endommage
O032003;P00581;6;Marseille;02/11/2024;Endommage
O024981;P00990;8;Marseille;26/11/2024;Pas comme decrit
O014032;P00345;9;Lyon;14/12/2024;Le client a change d'avis
O048882;P00702;9;Lyon;19/06/2024;Le client a change d'avis
O036102;P00130;5;Lyon;21/01/2025;Mauvais article
O014433;P00663;5;Marseille;18/05/2024;Mauvais article
O042009;P00718;5;Lyon;10/04/2024;Pas comme decrit
O017641;P00151;7;Marseille;08/12/2024;Pas comme decrit
O042703;P00494;9;Paris;01/09/2024;Pas comme decrit
O048154;P00347;5;Marseille;17/07/2024;Le client a change d'avis
O045167;P00922;8;Paris;03/11/2024;Le client a change d'avis
O004272;P00633;1;Lyon;10/06/2024;Mauvais article
O028082;P00047;7;Paris;03/10/2024;Endommage
O029106;P00606;5;Lyon;31/07/2024;Mauvais article
O046196;P00793;7;Lyon;05/07/2024;Mauvais article
O041436;P00726;4;Lyon;17/10/2024;Le client a change d'avis
O048528;P00492;1;Lyon;21/09/2024;Mauvais article
O022976;P00427;7;Marseille;07/12/2024;Endommage
O003275;P00590;8;Paris;05/01/2025;Le client a change d'avis
O030069;P00913;5;Marseille;11/11/2024;Endommage
O021277;P00888;7;Lyon;28/10/2024;Mauvais article
O036279;P00991;4;Paris;29/05/2024;Endommage
O030739;P00567;4;Lyon;18/07/2024;Le client a change d'avis
O031683;P00138;8;Marseille;25/06/2024;Le client a change d'avis
O009330;P00604;9;Marseille;07/12/2024;Endommage
O007750;P00463;2;Marseille;28/02/2024;Le client a change d'avis
O026134;P00349;7;Lyon;15/10/2024;Endommage
O009585;P00897;6;Paris;13/03/2024;Mauvais article
O039789;P00906;9;Paris;23/09/2024;Pas comme decrit
O047265;P00976;1;Lyon;13/05/2024;Le client a change d'avis
O048891;P00255;6;Lyon;20/04/2024;Le client a change d'avis
O011902;P00760;6;Paris;12/11/2024;Le client a change d'avis
O006683;P00658;1;Lyon;14/07/2024;Endommage
O021996;P00254;6;Marseille;12/06/2024;Endommage
O022209;P00834;9;Paris;14/01/2025;Pas comme decrit
O048610;P00261;4;Marseille;20/04/2024;Pas comme decrit
O000674;P00814;5;Marseille;11/03/2024;Le client a change d'avis
O036683;P00087;1;Marseille;12/10/2024;Le client a change d'avis
O039508;P00880;7;Marseille;13/05/2024;Pas comme decrit
O036955;P00315;5;Marseille;06/09/2024;Mauvais article
O023839;P00401;3;Marseille;21/02/2024;Pas comme decrit
O027198;P00279;4;Paris;22/02/2024;Mauvais article
O007529;P00265;5;Lyon;05/01/2025;Endommage
O039966;P00322;8;Lyon;14/04/2024;Pas comme decrit
O046230;P00903;4;Marseille;27/05/2024;Mauvais article
O009762;P00908;4;Paris;25/12/2024;Le client a change d'avis
O037393;P00551;1;Lyon;23/04/2024;Le client a change d'avis
O026408;P00952;6;Marseille;24/08/2024;Mauvais article
O035580;P00986;3;Paris;09/07/2024;Pas comme decrit
O019267;P00423;5;Lyon;23/05/2024;Pas comme decrit
O020996;P00139;2;Marseille;17/02/2024;Endommage
O012038;P00714;2;Paris;25/10/2024;Endommage
O033147;P00570;1;Marseille;30/09/2024;Endommage
O002482;P00242;5;Marseille;30/12/2024;Endommage
O021532;P00893;7;Lyon;14/07/2024;Mauvais article
O019406;P00225;9;Marseille;27/03/2024;Pas comme decrit
O019669;P00330;7;Marseille;15/09/2024;Pas comme decrit
O000789;P00653;1;Lyon;24/05/2024;Pas comme decrit
O022396;P00408;9;Paris;07/07/2024;Mauvais article
O008617;P00531;7;Lyon;21/09/2024;Le client a change d'avis
O040787;P00972;7;Lyon;18/12/2024;Pas comme decrit
O035760;P00570;3;Lyon;29/03/2024;Endommage
O031978;P00330;3;Lyon;28/12/2024;Le client a change d'avis
O005471;P00475;4;Paris;19/03/2024;Le client a change d'avis
O013513;P00298;1;Lyon;27/07/2024;Mauvais article
O034839;P00354;6;Lyon;19/07/2024;Endommage
O019843;P00378;4;Marseille;14/02/2024;Endommage
O039142;P00338;7;Lyon;24/12/2024;Le client a change d'avis
O027584;P00626;7;Marseille;12/05/2024;Mauvais article
O048233;P00284;3;Marseille;27/04/2024;Pas comme decrit
O029132;P00544;7;Marseille;05/08/2024;Pas comme decrit
O006038;P00939;6;Marseille;19/07/2024;Endommage
O047566;P00203;1;Lyon;27/05/2024;Endommage
O032823;P00240;3;Lyon;02/03/2024;Le client a change d'avis
O012565;P00257;5;Paris;16/09/2024;Le client a change d'avis
O022754;P00372;5;Lyon;30/01/2025;Le client a change d'avis
O006572;P00918;8;Marseille;31/07/2024;Endommage
O043722;P00937;7;Marseille;05/02/2024;Pas comme decrit
O038954;P00631;4;Paris;11/06/2024;Pas comme decrit
O006615;P00622;6;Marseille;24/02/2024;Mauvais article
O019571;P00875;1;Lyon;23/03/2024;Endommage
O049860;P00962;6;Marseille;08/09/2024;Endommage
O007060;P00746;2;Lyon;09/08/2024;Mauvais article
O030154;P00712;6;Lyon;10/11/2024;Mauvais article
O008682;P00342;4;Lyon;25/01/2024;Pas comme decrit
O003011;P00426;2;Paris;25/10/2024;Le client a change d'avis
O035782;P00948;1;Lyon;26/11/2024;Le client a change d'avis
O040522;P00011;4;Marseille;16/03/2024;Pas comme decrit
O031456;P00422;4;Lyon;18/04/2024;Pas comme decrit
O045050;P00733;8;Paris;23/02/2024;Mauvais article
O041936;P00729;9;Marseille;19/07/2024;Pas comme decrit
O003151;P00377;1;Marseille;19/02/2024;Endommage
O020200;P00543;2;Lyon;10/10/2024;Le client a change d'avis
O048494;P00577;7;Marseille;25/07/2024;Mauvais article
O010788;P00422;9;Marseille;10/04/2024;Pas comme decrit
O046499;P00203;9;Lyon;29/07/2024;Endommage
O027158;P00778;9;Lyon;07/10/2024;Mauvais article
O041193;P00650;5;Marseille;30/05/2024;Le client a change d'avis
O046103;P00955;7;Lyon;30/01/2024;Pas comme decrit
O025706;P00985;4;Lyon;25/10/2024;Pas comme decrit
O044296;P00878;3;Lyon;15/01/2025;Pas comme decrit
O024180;P00900;5;Marseille;06/06/2024;Endommage
O022649;P00650;6;Marseille;20/01/2025;Le client a change d'avis
O024613;P00767;4;Marseille;26/08/2024;Endommage
O001330;P00295;3;Marseille;22/03/2024;Endommage
O010923;P00618;1;Marseille;05/11/2024;Pas comme decrit
O007298;P00429;5;Marseille;03/07/2024;Le client a change d'avis
O013446;P00076;1;Paris;09/03/2024;Endommage
O021332;P00592;2;Paris;14/12/2024;Le client a change d'avis
O006587;P00408;4;Marseille;21/11/2024;Le client a change d'avis
O026884;P00296;4;Marseille;31/03/2024;Mauvais article
O011865;P00288;2;Paris;17/02/2024;Endommage
O012005;P00296;2;Marseille;14/02/2024;Le client a change d'avis
O042475;P00896;4;Lyon;08/03/2024;Le client a change d'avis
O026335;P00869;3;Lyon;16/10/2024;Mauvais article
O046113;P00613;5;Marseille;27/03/2024;Le client a change d'avis
O006289;P00811;2;Marseille;24/08/2024;Pas comme decrit
O037601;P00647;6;Lyon;10/12/2024;Pas comme decrit
O004532;P00694;3;Marseille;11/12/2024;Le client a change d'avis
O041568;P00699;2;Paris;04/06/2024;Le client a change d'avis
O035452;P00813;5;Marseille;09/08/2024;Mauvais article
O028053;P00233;1;Paris;06/04/2024;Le client a change d'avis
O029371;P00060;3;Paris;13/10/2024;Le client a change d'avis
O001206;P00460;5;Paris;11/07/2024;Endommage
O025590;P00671;2;Marseille;24/11/2024;Endommage
O023100;P00659;1;Marseille;09/12/2024;Le client a change d'avis
O010756;P00714;3;Lyon;04/07/2024;Mauvais article
O004805;P00119;6;Lyon;04/05/2024;Mauvais article
O032049;P00540;4;Paris;23/05/2024;Le client a change d'avis
O038790;P00762;2;Lyon;31/01/2025;Pas comme decrit
O022819;P00538;3;Paris;24/05/2024;Pas comme decrit
O006323;P00207;7;Paris;19/03/2024;Le client a change d'avis
O027744;P00224;6;Lyon;23/09/2024;Endommage
O021510;P00151;6;Lyon;04/09/2024;Pas comme decrit
O025867;P00969;7;Lyon;17/06/2024;Le client a change d'avis
O010346;P00848;1;Marseille;30/08/2024;Le client a change d'avis
O022053;P00852;1;Lyon;23/07/2024;Pas comme decrit
O043929;P00668;2;Paris;17/03/2024;Le client a change d'avis
O031563;P00024;9;Paris;10/11/2024;Mauvais article
O024004;P00688;5;Lyon;02/02/2025;Mauvais article
O049552;P00999;8;Lyon;19/11/2024;Endommage
O037016;P00412;4;Paris;13/11/2024;Mauvais article
O026863;P00783;4;Marseille;15/03/2024;Le client a change d'avis
O032207;P00156;2;Marseille;05/06/2024;Le client a change d'avis
O042834;P00839;1;Marseille;25/02/2024;Mauvais article
O033943;P00915;7;Paris;09/01/2025;Pas comme decrit
O019556;P00408;1;Marseille;29/08/2024;Endommage
O041776;P00924;7;Lyon;18/10/2024;Pas comme decrit
O002350;P00342;3;Paris;23/06/2024;Mauvais article
O029211;P00825;3;Marseille;17/10/2024;Pas comme decrit
O020184;P00134;7;Marseille;25/07/2024;Le client a change d'avis
O046455;P00904;8;Marseille;19/01/2025;Pas comme decrit
O017520;P00418;5;Lyon;31/10/2024;Mauvais article
O048804;P00863;7;Lyon;29/11/2024;Endommage
O047513;P00823;4;Paris;28/04/2024;Endommage
O003327;P00449;3;Lyon;28/06/2024;Le client a change d'avis
O026622;P00068;4;Lyon;09/07/2024;Pas comme decrit
O014038;P00382;4;Marseille;18/08/2024;Mauvais article
O044372;P00777;5;Paris;17/02/2024;Pas comme decrit
O043634;P00782;1;Paris;24/12/2024;Pas comme decrit
O017164;P00776;2;Paris;27/03/2024;Le client a change d'avis
O039633;P01000;4;Paris;06/11/2024;Pas comme decrit
O020986;P00655;2;Paris;18/01/2025;Pas comme decrit
O005817;P00849;4;Paris;14/07/2024;Endommage
O027455;P00748;2;Marseille;11/08/2024;Endommage
O027843;P00212;7;Marseille;16/09/2024;Pas comme decrit
O013559;P00546;6;Lyon;11/08/2024;Endommage
O021627;P00727;2;Lyon;13/06/2024;Le client a change d'avis
O045820;P00070;6;Marseille;13/10/2024;Le client a change d'avis
O009238;P00405;7;Paris;02/11/2024;Le client a change d'avis
O031679;P00739;1;Lyon;17/11/2024;Mauvais article
O044944;P00366;7;Paris;01/03/2024;Le client a change d'avis
O041742;P00380;9;Lyon;23/08/2024;Pas comme decrit
O027131;P00055;2;Paris;23/11/2024;Pas comme decrit
O006852;P00710;1;Marseille;18/03/2024;Mauvais article
O000310;P00809;1;Lyon;03/04/2024;Endommage
O029971;P00077;9;Marseille;23/11/2024;Pas comme decrit
O028461;P00625;1;Marseille;10/11/2024;Le client a change d'avis
O036230;P00721;7;Paris;23/02/2024;Endommage
O025133;P00616;1;Lyon;12/07/2024;Le client a change d'avis
O007728;P00690;6;Marseille;19/10/2024;Mauvais article
O039947;P00975;9;Lyon;14/05/2024;Pas comme decrit
O049116;P00693;3;Lyon;01/01/2025;Endommage
O002688;P00098;9;Lyon;12/06/2024;Le client a change d'avis
O013388;P00868;8;Marseille;24/02/2024;Endommage
O048544;P00568;5;Paris;10/12/2024;Endommage
O041014;P00521;2;Lyon;10/10/2024;Pas comme decrit
O007136;P00781;3;Paris;10/08/2024;Mauvais article
O031884;P00893;5;Marseille;01/11/2024;Le client a change d'avis
O030776;P00762;2;Marseille;17/10/2024;Pas comme decrit
O012629;P00128;3;Marseille;26/06/2024;Mauvais article
O048774;P00529;5;Lyon;22/06/2024;Endommage
O035273;P00445;6;Marseille;27/01/2025;Le client a change d'avis
O026669;P00149;5;Lyon;24/09/2024;Pas comme decrit
O002232;P00722;6;Lyon;04/08/2024;Pas comme decrit
O025429;P00446;9;Marseille;09/03/2024;Pas comme decrit
O015441;P00923;2;Lyon;20/12/2024;Pas comme decrit
O002518;P00891;6;Lyon;20/05/2024;Le client a change d'avis
O021989;P00002;8;Lyon;05/10/2024;Le client a change d'avis
O019742;P00683;9;Lyon;30/11/2024;Pas comme decrit
O026195;P00956;9;Marseille;27/08/2024;Endommage
O012098;P00508;7;Paris;20/10/2024;Pas comme decrit
O034812;P00116;4;Lyon;16/10/2024;Le client a change d'avis
O033971;P00047;8;Paris;09/11/2024;Mauvais article
O024357;P00382;3;Paris;14/02/2024;Endommage
O033864;P00662;1;Lyon;20/02/2024;Mauvais article
O017921;P00727;2;Paris;26/08/2024;Mauvais article
O043452;P00278;7;Paris;06/01/2025;Le client a change d'avis
O029502;P00640;7;Lyon;27/09/2024;Pas comme decrit
O038592;P00162;7;Lyon;13/08/2024;Le client a change d'avis
O002763;P00927;7;Paris;29/10/2024;Mauvais article
O033828;P00779;7;Marseille;20/01/2025;Endommage
O029774;P00656;6;Paris;11/09/2024;Le client a change d'avis
O019575;P00257;1;Marseille;17/11/2024;Mauvais article
O009765;P00774;7;Paris;26/11/2024;Le client a change d'avis
O031572;P00377;9;Marseille;18/09/2024;Endommage
O044310;P00066;4;Marseille;10/06/2024;Pas comme decrit
O040925;P00133;2;Paris;07/01/2025;Le client a change d'avis
O012268;P00854;9;Lyon;25/09/2024;Le client a change d'avis
O033611;P00694;8;Paris;27/01/2025;Le client a change d'avis
O002023;P00063;8;Lyon;20/05/2024;Mauvais article
O047835;P00312;4;Marseille;01/02/2025;Le client a change d'avis
O008075;P00831;3;Lyon;05/12/2024;Endommage
O007689;P00057;1;Paris;19/01/2025;Endommage
O012979;P00848;8;Lyon;21/08/2024;Pas comme decrit
O020647;P00255;1;Lyon;24/09/2024;Mauvais article
O042397;P00300;5;Lyon;16/07/2024;Endommage
O017126;P00604;6;Lyon;07/12/2024;Le client a change d'avis
O025468;P00392;9;Marseille;10/01/2025;Mauvais article
O014848;P00248;1;Paris;27/07/2024;Le client a change d'avis
O016352;P00598;7;Paris;17/05/2024;Endommage
O014635;P00005;6;Marseille;04/03/2024;Mauvais article
O023824;P00857;1;Lyon;08/09/2024;Endommage
O046714;P00159;4;Paris;19/08/2024;Endommage
O010904;P00553;1;Paris;17/09/2024;Le client a change d'avis
O029490;P00016;5;Paris;30/11/2024;Le client a change d'avis
O017563;P00678;4;Marseille;15/08/2024;Endommage
O041174;P00173;9;Lyon;09/09/2024;Endommage
O046696;P00762;3;Lyon;21/10/2024;Endommage
O008918;P00012;2;Marseille;08/09/2024;Endommage
O026539;P00130;4;Paris;14/06/2024;Pas comme decrit
O026825;P00263;1;Paris;19/11/2024;Pas comme decrit
O025560;P00633;8;Marseille;10/09/2024;Pas comme decrit
O040179;P00704;2;Lyon;19/05/2024;Pas comme decrit
O000815;P00243;2;Paris;01/02/2024;Mauvais article
O026793;P00584;6;Paris;18/09/2024;Mauvais article
O004716;P00888;9;Paris;21/05/2024;Mauvais article
O023375;P00658;6;Lyon;05/07/2024;Mauvais article
O042500;P00892;3;Marseille;18/04/2024;Pas comme decrit
O037492;P00284;1;Marseille;19/04/2024;Le client a change d'avis
O028142;P00247;4;Marseille;20/02/2024;Pas comme decrit
O021368;P00156;4;Marseille;13/01/2024;Mauvais article
O011417;P00981;3;Paris;13/05/2024;Le client a change d'avis
O017407;P00919;5;Marseille;04/02/2025;Pas comme decrit
O018788;P00036;1;Marseille;19/10/2024;Endommage
O037184;P00745;7;Paris;26/05/2024;Pas comme decrit
O043377;P00375;6;Lyon;07/11/2024;Endommage
O040429;P00862;4;Lyon;25/10/2024;Le client a change d'avis
O024425;P00519;8;Lyon;28/11/2024;Endommage
O038359;P00680;1;Marseille;12/11/2024;Mauvais article
O033001;P00603;4;Marseille;29/07/2024;Mauvais article
O028394;P00302;5;Lyon;31/12/2024;Endommage
O031404;P00212;8;Paris;31/10/2024;Mauvais article
O037969;P00439;4;Marseille;05/02/2024;Pas comme decrit
O017934;P00668;3;Lyon;19/11/2024;Le client a change d'avis
O009308;P00374;4;Paris;01/12/2024;Pas comme decrit
O038809;P00554;9;Marseille;05/04/2024;Le client a change d'avis
O017912;P00495;1;Paris;28/07/2024;Le client a change d'avis
O011476;P00983;7;Lyon;10/12/2024;Le client a change d'avis
O034063;P00062;1;Marseille;21/01/2025;Endommage
O029810;P00046;6;Marseille;21/12/2024;Endommage
O002437;P00410;3;Paris;03/08/2024;Mauvais article
O048542;P00406;5;Lyon;19/10/2024;Endommage
O034556;P00269;3;Paris;06/10/2024;Le client a change d'avis
O049631;P00183;7;Lyon;13/10/2024;Mauvais article
O028325;P00998;6;Lyon;20/12/2024;Le client a change d'avis
O004569;P00089;3;Paris;03/10/2024;Endommage
O049799;P00118;1;Lyon;18/09/2024;Mauvais article
O020545;P00784;5;Paris;03/10/2024;Endommage
O000338;P00618;6;Marseille;14/06/2024;Mauvais article
O001768;P00490;6;Paris;02/05/2024;Le client a change d'avis
O004042;P00665;5;Paris;02/03/2024;Mauvais article
O030771;P00364;4;Paris;30/06/2024;Pas comme decrit
O017385;P00900;6;Lyon;14/11/2024;Le client a change d'avis
O000568;P00497;1;Lyon;09/04/2024;Le client a change d'avis
O009758;P00725;5;Paris;09/01/2025;Le client a change d'avis
O029674;P00790;8;Marseille;07/06/2024;Le client a change d'avis
O001232;P00721;6;Paris;29/08/2024;Pas comme decrit
O034722;P00093;9;Marseille;01/02/2025;Mauvais article
O013282;P00155;6;Marseille;06/04/2024;Mauvais article
O034578;P00650;9;Lyon;29/10/2024;Le client a change d'avis
O040571;P00298;6;Lyon;20/03/2024;Endommage
O013063;P00624;2;Marseille;22/06/2024;Pas comme decrit
O006187;P00166;5;Lyon;08/10/2024;Mauvais article
O024402;P00258;5;Lyon;22/05/2024;Le client a change d'avis
O022459;P00349;7;Marseille;15/12/2024;Le client a change d'avis
O025843;P00625;8;Marseille;01/05/2024;Le client a change d'avis
O049166;P00816;8;Marseille;24/11/2024;Endommage
O015270;P00513;8;Paris;12/10/2024;Pas comme decrit
O000918;P00695;5;Lyon;19/02/2024;Endommage
O022156;P00328;7;Lyon;16/07/2024;Endommage
O007733;P00726;8;Lyon;10/04/2024;Mauvais article
O007145;P00117;4;Marseille;16/12/2024;Endommage
O031623;P00544;7;Paris;23/06/2024;Pas comme decrit
O025729;P00641;9;Lyon;22/04/2024;Le client a change d'avis
O012922;P00060;6;Marseille;24/07/2024;Le client a change d'avis
O037208;P00592;3;Lyon;22/08/2024;Endommage
O030285;P00032;5;Marseille;23/04/2024;Mauvais article
O012612;P00693;6;Marseille;21/04/2024;Pas comme decrit
O018804;P00810;6;Paris;20/05/2024;Le client a change d'avis
O016126;P00712;3;Lyon;24/07/2024;Endommage
O041767;P00549;3;Lyon;13/03/2024;Pas comme decrit
O031259;P00278;3;Marseille;16/08/2024;Mauvais article
O006991;P00455;2;Lyon;23/02/2024;Endommage
O031621;P00054;9;Paris;26/08/2024;Endommage
O025553;P00143;3;Paris;18/04/2024;Mauvais article
O010731;P00609;2;Paris;08/03/2024;Mauvais article
O005787;P00900;5;Marseille;28/06/2024;Endommage
O007741;P00467;3;Marseille;26/08/2024;Le client a change d'avis
O038186;P00504;4;Lyon;31/10/2024;Pas comme decrit
O018520;P00964;3;Paris;10/09/2024;Endommage
O015545;P00112;8;Lyon;23/06/2024;Le client a change d'avis
O018143;P00027;1;Paris;11/12/2024;Pas comme decrit
O033003;P00208;7;Marseille;26/07/2024;Le client a change d'avis
O048793;P00467;3;Marseille;03/04/2024;Pas comme decrit
O012937;P00891;8;Marseille;05/10/2024;Endommage
O007687;P00723;8;Lyon;27/12/2024;Endommage
O020151;P00623;9;Lyon;17/03/2024;Mauvais article
O033408;P00168;3;Paris;26/03/2024;Pas comme decrit
O025128;P00829;5;Lyon;25/04/2024;Le client a change d'avis
O049521;P00089;1;Lyon;02/06/2024;Le client a change d'avis
O041351;P00791;7;Marseille;21/07/2024;Endommage
O032215;P00037;8;Marseille;18/07/2024;Pas comme decrit
O048209;P00946;2;Paris;18/01/2025;Pas comme decrit
O039688;P00512;2;Marseille;11/12/2024;Pas comme decrit
O033819;P00916;3;Lyon;15/11/2024;Mauvais article
O032279;P00123;2;Lyon;19/02/2024;Mauvais article
O023120;P00153;6;Marseille;02/09/2024;Endommage
O021592;P00270;6;Marseille;17/05/2024;Pas comme decrit
O047419;P00225;4;Paris;21/05/2024;Mauvais article
O045805;P00117;2;Lyon;05/05/2024;Endommage
O046972;P00589;1;Lyon;03/05/2024;Endommage
O013035;P00637;6;Lyon;02/02/2024;Endommage
O027756;P00311;9;Paris;23/11/2024;Le client a change d'avis
O022995;P00627;3;Paris;13/04/2024;Mauvais article
O015412;P00348;1;Lyon;20/07/2024;Mauvais article
O023051;P00990;1;Marseille;20/05/2024;Endommage
O033549;P00740;4;Paris;12/01/2025;Pas comme decrit
