id_commande,date_commande,id_produit,quantité,entrepôt,statut,date_retour,motif,return_flag,order_month
O041741,2024-11-06,P00497,20,Lyon,Livré,,,0,11
O041742,2024-12-24,P00227,2,Lyon,Livré,,,0,12
O041743,2024-11-06,P00170,10,Paris,Livré,,,0,11
O041744,2024-12-02,P00604,10,Marseille,Livré,,,0,12
O041745,2024-11-07,P00895,1,Lyon,Expédié,,,0,11
O041746,2024-12-07,P00365,1,Marseille,Expédié,,,0,12
O041747,2024-06-22,P00503,15,Paris,Livré,,,0,6
O041749,2024-10-29,P00336,2,Paris,Expédié,,,0,10
O041750,2024-11-19,P00451,1,Lyon,Livré,,,0,11
O041751,2024-09-02,P00478,3,Marseille,Livré,,,0,9
O041753,2024-03-16,P00532,5,Paris,Livré,,,0,3
O041754,2024-01-21,P00843,8,Paris,Expédié,,,0,1
O041756,2024-12-05,P00370,15,Lyon,Livré,,,0,12
O041757,2024-04-20,P00037,12,Marseille,Livré,,,0,4
O041758,2024-04-11,P00785,15,Marseille,Livré,,,0,4
O041759,2024-03-20,P00893,1,Marseille,Expédié,2024-04-08,Produit abîmé,1,3
O041761,2024-12-02,P00893,5,Lyon,Livré,,,0,12
O041762,2024-10-02,P00986,1,Lyon,Expédié,,,0,10
O041763,2024-01-05,P00630,1,Marseille,Expédié,2024-01-22,Produit abîmé,1,1
O041764,2024-10-10,P00792,8,Lyon,Livré,,,0,10
O041765,2024-06-14,P00853,2,Lyon,Expédié,2024-06-20,Mauvaise référence,1,6
O041766,2024-03-26,P00170,12,Marseille,Expédié,,,0,3
O041767,2024-11-29,P00707,1,Lyon,Livré,,,0,11
O041768,2024-08-09,P00051,8,Marseille,Livré,,,0,8
O041769,2024-06-16,P00371,1,Lyon,Livré,,,0,6
O041770,2024-09-16,P00305,1,Marseille,Livré,,,0,9
O041771,2024-11-20,P00612,3,Lyon,Livré,,,0,11
O041772,2024-12-26,P00418,2,Paris,Expédié,,,0,12
O041773,2024-02-29,P00707,3,Lyon,Livré,,,0,2
O041774,2024-09-12,P00379,15,Lyon,Livré,,,0,9
O041775,2024-12-24,P00923,5,Lyon,Expédié,,,0,12
O041776,2024-10-12,P00050,2,Lyon,Livré,,,0,10
O041778,2024-11-22,P00341,1,Lyon,Livré,,,0,11
O041781,2024-12-19,P00126,2,Lyon,Livré,,,0,12
O041782,2024-06-12,P00770,3,Marseille,Livré,,,0,6
O041783,2024-11-28,P00887,5,Marseille,Livré,,,0,11
O041784,2024-10-10,P00277,2,Lyon,Livré,,,0,10
O041785,2024-10-26,P00216,8,Paris,Livré,,,0,10
O041786,2024-04-05,P00394,1,Paris,Livré,,,0,4
O041787,2024-05-17,P00858,3,Paris,Expédié,,,0,5
O041788,2024-05-04,P00467,5,Paris,Expédié,,,0,5
O041789,2024-09-29,P00707,1,Marseille,Livré,,,0,9
O041791,2024-11-01,P00070,10,Lyon,Livré,,,0,11
O041792,2024-06-20,P00370,5,Marseille,Livré,,,0,6
O041793,2024-12-20,P00465,5,Marseille,Livré,,,0,12
O041794,2024-09-20,P00963,3,Paris,Livré,,,0,9
O041795,2024-12-14,P00362,12,Paris,Livré,,,0,12
O041796,2024-11-13,P00452,5,Marseille,Livré,,,0,11
O041797,2024-03-09,P00426,2,Marseille,Expédié,2024-03-17,Client insatisfait,1,3
O041798,2024-03-09,P00452,1,Lyon,Livré,2024-03-29,Client insatisfait,1,3
O041799,2024-03-20,P00561,1,Paris,Livré,,,0,3
O041800,2024-01-23,P00831,1,Marseille,Livré,,,0,1
O041801,2024-06-23,P00070,20,Lyon,Livré,,,0,6
O041802,2024-11-24,P00878,2,Marseille,Expédié,,,0,11
O041803,2024-08-26,P00551,12,Marseille,Livré,,,0,8
O041804,2024-11-28,P00490,1,Paris,Expédié,,,0,11
O041805,2024-09-23,P00802,2,Marseille,Livré,,,0,9
O041806,2024-11-12,P00671,15,Marseille,Expédié,,,0,11
O041807,2024-05-20,P00759,1,Paris,Livré,,,0,5
O041808,2024-11-12,P00957,3,Paris,Livré,,,0,11
O041809,2024-12-12,P00205,12,Marseille,Livré,,,0,12
O041810,2024-09-06,P00391,15,Paris,Livré,,,0,9
O041811,2024-01-06,P00558,10,Marseille,Livré,,,0,1
O041812,2024-09-25,P00767,10,Marseille,Livré,,,0,9
O041813,2024-12-08,P00105,5,Lyon,Expédié,,,0,12
O041814,2024-01-19,P00418,1,Lyon,Expédié,,,0,1
O041815,2024-01-25,P00052,8,Marseille,Livré,,,0,1
O041816,2024-12-02,P00099,15,Lyon,Livré,,,0,12
O041817,2024-03-27,P00742,3,Lyon,Livré,,,0,3
O041818,2024-04-06,P00357,2,Paris,Expédié,,,0,4
O041819,2024-11-21,P00117,3,Marseille,Livré,,,0,11
O041820,2024-11-16,P00418,5,Lyon,Livré,,,0,11
O041823,2024-02-14,P00370,1,Lyon,Livré,,,0,2
O041825,2024-10-10,P00820,5,Paris,Livré,,,0,10
O041826,2024-12-29,P00987,3,Paris,Livré,,,0,12
O041828,2024-10-13,P00568,5,Marseille,Expédié,,,0,10
O041829,2024-12-20,P00950,2,Paris,Livré,,,0,12
O041830,2024-01-28,P00890,1,Paris,Expédié,,,0,1
O041832,2024-12-22,P00403,5,Lyon,Livré,,,0,12
O041834,2024-12-16,P00894,3,Paris,Livré,,,0,12
O041835,2024-12-24,P00843,2,Paris,Livré,,,0,12
O041836,2024-02-27,P00751,2,Paris,Livré,,,0,2
O041837,2024-08-05,P00253,2,Marseille,Livré,,,0,8
O041838,2024-10-22,P00566,3,Lyon,Livré,,,0,10
O041839,2024-10-18,P00509,15,Paris,Livré,,,0,10
O041840,2024-12-09,P00196,8,Paris,Livré,,,0,12
O041841,2024-02-09,P00670,10,Paris,Livré,,,0,2
O041842,2024-09-30,P00597,3,Paris,Expédié,,,0,9
O041843,2024-04-24,P00070,3,Lyon,Livré,,,0,4
O041844,2024-12-10,P00615,1,Paris,Livré,,,0,12
O041845,2024-03-17,P00620,8,Marseille,Livré,,,0,3
O041846,2024-01-22,P00256,2,Paris,Livré,,,0,1
O041847,2024-08-04,P00997,8,Marseille,Livré,,,0,8
O041848,2024-12-28,P00445,2,Paris,Livré,,,0,12
O041849,2024-10-12,P00521,1,Lyon,Livré,,,0,10
O041851,2024-10-29,P00551,1,Paris,Livré,,,0,10
O041852,2024-11-19,P00751,8,Paris,Expédié,,,0,11
O041853,2024-12-28,P00118,2,Lyon,Expédié,,,0,12
O041854,2024-09-18,P00371,2,Marseille,Livré,,,0,9
O041855,2024-12-13,P00532,12,Paris,Expédié,,,0,12
O041856,2024-11-26,P00780,5,Marseille,Livré,,,0,11
O041857,2024-12-13,P00587,1,Marseille,Livré,,,0,12
O041858,2024-12-16,P00400,1,Paris,Livré,,,0,12
O041859,2024-09-09,P00912,2,Lyon,Livré,,,0,9
O041860,2024-11-20,P00551,3,Lyon,Livré,2024-12-08,Livraison incomplète,1,11
O041861,2024-12-13,P00017,8,Lyon,Livré,2024-12-18,Livraison incomplète,1,12
O041862,2024-11-18,P00222,2,Lyon,Livré,,,0,11
O041863,2024-11-18,P00024,10,Marseille,Expédié,,,0,11
O041864,2024-12-13,P00729,1,Lyon,Expédié,,,0,12
O041865,2024-03-03,P00343,1,Marseille,Expédié,,,0,3
O041866,2024-11-03,P00986,15,Lyon,Livré,,,0,11
O041867,2024-06-16,P00924,1,Marseille,Livré,,,0,6
O041869,2024-11-12,P00538,10,Marseille,Livré,,,0,11
O041870,2024-03-30,P00319,5,Paris,Expédié,,,0,3
O041871,2024-11-06,P00521,1,Paris,Livré,,,0,11
O041873,2024-05-30,P00478,3,Marseille,Livré,,,0,5
O041874,2024-12-13,P00012,3,Lyon,Livré,,,0,12
O041875,2024-03-18,P00526,12,Lyon,Livré,,,0,3
O041876,2024-11-20,P00118,2,Lyon,Expédié,,,0,11
O041877,2024-11-11,P00801,2,Lyon,Livré,,,0,11
O041878,2024-10-03,P00366,1,Paris,Livré,,,0,10
O041879,2024-11-01,P00387,5,Marseille,Livré,,,0,11
O041881,2024-11-06,P00024,1,Lyon,Expédié,,,0,11
O041883,2024-11-17,P00573,1,Lyon,Livré,,,0,11
O041884,2024-09-28,P00466,20,Marseille,Expédié,,,0,9
O041885,2024-10-17,P00370,2,Lyon,Livré,,,0,10
O041886,2024-11-05,P00710,1,Paris,Expédié,,,0,11
O041887,2024-12-29,P00516,5,Lyon,Livré,2025-01-22,Livraison incomplète,1,12
O041888,2024-01-13,P00090,10,Lyon,Livré,,,0,1
O041889,2024-02-15,P00459,1,Paris,Livré,,,0,2
O041890,2024-01-21,P00235,1,Paris,Expédié,,,0,1
O041891,2024-11-19,P00396,1,Lyon,Livré,,,0,11
O041892,2024-11-09,P00555,1,Paris,Livré,,,0,11
O041893,2024-04-18,P00672,5,Lyon,Expédié,,,0,4
O041894,2024-11-06,P00258,3,Lyon,Livré,,,0,11
O041895,2024-12-10,P00198,5,Lyon,Livré,,,0,12
O041896,2024-11-06,P00118,3,Lyon,Livré,,,0,11
O041897,2024-12-16,P00921,8,Paris,Livré,,,0,12
O041898,2024-09-12,P00654,3,Lyon,Livré,,,0,9
O041899,2024-02-18,P00135,12,Marseille,Livré,,,0,2
O041900,2024-10-13,P00865,3,Marseille,Livré,,,0,10
O041901,2024-04-01,P00905,8,Marseille,Livré,,,0,4
O041902,2024-11-19,P00026,2,Marseille,Livré,,,0,11
O041903,2024-10-20,P00931,2,Paris,Expédié,,,0,10
O041904,2024-04-16,P00948,10,Marseille,Livré,,,0,4
O041905,2024-05-04,P00125,1,Lyon,Expédié,,,0,5
O041906,2024-01-24,P00387,3,Lyon,Expédié,,,0,1
O041907,2024-09-22,P00357,8,Paris,Livré,,,0,9
O041909,2024-12-31,P00140,8,Marseille,Livré,,,0,12
O041910,2024-02-14,P00201,3,Lyon,Livré,,,0,2
O041911,2024-10-13,P00119,2,Marseille,Expédié,,,0,10
O041912,2024-11-13,P00258,2,Lyon,Livré,,,0,11
O041913,2024-12-11,P00921,12,Paris,Livré,,,0,12
O041914,2024-10-07,P00766,2,Lyon,Livré,,,0,10
O041915,2024-01-01,P00683,8,Paris,Expédié,,,0,1
O041916,2024-01-24,P00610,1,Paris,Livré,,,0,1
O041917,2024-12-08,P00867,1,Marseille,Livré,,,0,12
O041919,2024-05-24,P00843,2,Lyon,Livré,,,0,5
O041920,2024-02-23,P00986,5,Paris,Livré,,,0,2
O041921,2024-03-06,P00356,2,Marseille,Livré,,,0,3
O041922,2024-12-26,P00467,1,Marseille,Livré,,,0,12
O041923,2024-11-10,P00466,1,Marseille,Livré,,,0,11
O041924,2024-12-13,P00152,2,Lyon,Livré,,,0,12
O041925,2024-01-14,P00133,1,Marseille,Expédié,,,0,1
O041926,2024-02-10,P00319,1,Marseille,Livré,,,0,2
O041928,2024-04-07,P00817,8,Lyon,Livré,,,0,4
O041929,2024-12-01,P00521,2,Marseille,Livré,,,0,12
O041930,2024-01-16,P00024,2,Lyon,Livré,,,0,1
O041932,2024-09-02,P00541,15,Lyon,Expédié,,,0,9
O041933,2024-03-01,P00962,2,Marseille,Livré,,,0,3
O041934,2024-02-02,P00080,12,Paris,Livré,,,0,2
O041935,2024-12-21,P00894,2,Lyon,Livré,,,0,12
O041936,2024-12-11,P00671,2,Marseille,Livré,,,0,12
O041937,2024-02-21,P00043,2,Paris,Livré,2024-03-07,Client insatisfait,1,2
O041938,2024-12-15,P00963,3,Marseille,Livré,,,0,12
O041939,2024-12-29,P00212,3,Lyon,Livré,2025-01-28,Mauvaise référence,1,12
O041941,2024-01-27,P00791,1,Paris,Expédié,,,0,1
O041942,2024-11-26,P00470,8,Paris,Expédié,,,0,11
O041943,2024-12-13,P00435,3,Paris,Livré,,,0,12
O041945,2024-10-01,P00222,1,Lyon,Expédié,,,0,10
O041946,2024-11-05,P00620,3,Paris,Livré,,,0,11
O041949,2024-12-08,P00128,8,Lyon,Livré,,,0,12
O041950,2024-06-14,P00403,2,Lyon,Livré,,,0,6
O041951,2024-08-06,P00943,1,Lyon,Expédié,,,0,8
O041952,2024-11-05,P00451,8,Lyon,Livré,,,0,11
O041953,2024-12-13,P00252,15,Lyon,Livré,,,0,12
O041955,2024-10-30,P00933,1,Paris,Livré,,,0,10
O041956,2024-11-25,P00732,12,Paris,Expédié,,,0,11
O041957,2024-11-02,P00933,2,Marseille,Expédié,,,0,11
O041958,2024-09-22,P00881,15,Marseille,Expédié,,,0,9
O041959,2024-05-02,P00729,5,Marseille,Expédié,,,0,5
O041960,2024-12-09,P00549,12,Paris,Livré,,,0,12
O041961,2024-03-26,P00905,8,Marseille,Livré,,,0,3
O041962,2024-11-15,P00458,1,Marseille,Livré,,,0,11
O041963,2024-02-06,P00912,1,Lyon,Livré,,,0,2
O041964,2024-03-20,P00159,3,Marseille,Livré,,,0,3
O041965,2024-12-20,P00943,1,Lyon,Livré,,,0,12
O041966,2024-08-13,P00895,3,Lyon,Livré,,,0,8
O041968,2024-11-15,P00457,15,Lyon,Livré,,,0,11
O041969,2024-08-20,P00202,2,Paris,Livré,,,0,8
O041970,2024-09-23,P00320,3,Lyon,Livré,,,0,9
O041972,2024-11-11,P00055,2,Lyon,Expédié,,,0,11
O041976,2024-03-07,P00780,5,Marseille,Livré,,,0,3
O041977,2024-01-26,P00526,1,Lyon,Livré,,,0,1
O041978,2024-10-13,P00811,2,Marseille,Livré,,,0,10
O041979,2024-09-08,P00895,10,Lyon,Livré,,,0,9
O041980,2024-12-04,P00785,8,Lyon,Livré,,,0,12
O041981,2024-11-16,P00873,8,Lyon,Livré,,,0,11
O041982,2024-05-06,P00778,8,Paris,Expédié,,,0,5
O041983,2024-02-24,P00037,3,Marseille,Expédié,,,0,2
O041984,2024-10-15,P00809,8,Lyon,Livré,,,0,10
O041985,2024-12-19,P00193,2,Paris,Livré,,,0,12
O041986,2024-12-24,P00413,1,Paris,Livré,2024-12-29,Client insatisfait,1,12
O041987,2024-02-11,P00759,2,Paris,Livré,,,0,2
O041989,2024-10-21,P00518,1,Marseille,Livré,2024-10-26,Produit abîmé,1,10
O041990,2024-12-17,P00568,2,Lyon,Livré,,,0,12
O041991,2024-12-21,P00024,2,Paris,Expédié,,,0,12
O041992,2024-09-02,P00536,3,Lyon,Livré,,,0,9
O041994,2024-09-27,P00035,2,Paris,Expédié,,,0,9
O041995,2024-11-11,P00396,5,Paris,Livré,,,0,11
O041996,2024-03-14,P00520,3,Lyon,Livré,,,0,3
O041997,2024-01-16,P00509,12,Marseille,Livré,,,0,1
O041999,2024-12-07,P00943,1,Marseille,Expédié,2024-12-24,Client insatisfait,1,12
O042001,2024-10-06,P00226,5,Paris,Livré,,,0,10
O042003,2024-11-13,P00986,5,Lyon,Livré,,,0,11
O042005,2024-12-02,P00687,15,Lyon,Livré,,,0,12
O042007,2024-12-09,P00809,2,Paris,Livré,,,0,12
O042008,2024-05-21,P00253,2,Lyon,Expédié,,,0,5
O042009,2024-12-04,P00639,1,Lyon,Livré,,,0,12
O042010,2024-09-23,P00178,2,Lyon,Expédié,2024-10-07,Produit abîmé,1,9
O042011,2024-02-09,P00610,3,Paris,Livré,,,0,2
O042012,2024-02-18,P00518,10,Marseille,Livré,,,0,2
O042013,2024-01-14,P00237,2,Marseille,Expédié,,,0,1
O042014,2024-05-02,P00434,1,Lyon,Livré,,,0,5
O042015,2024-11-11,P00740,2,Marseille,Livré,,,0,11
O042016,2024-12-23,P00637,1,Marseille,Livré,,,0,12
O042018,2024-02-21,P00061,12,Lyon,Livré,,,0,2
O042019,2024-11-22,P00843,10,Paris,Livré,,,0,11
O042020,2024-12-25,P00986,2,Paris,Expédié,,,0,12
O042021,2024-12-05,P00055,1,Marseille,Livré,,,0,12
O042022,2024-12-13,P00093,12,Paris,Livré,,,0,12
O042023,2024-09-09,P00256,1,Lyon,Livré,,,0,9
O042024,2024-06-26,P00518,5,Lyon,Livré,,,0,6
O042025,2024-03-20,P00101,12,Paris,Expédié,,,0,3
O042027,2024-12-02,P00417,3,Paris,Expédié,,,0,12
O042028,2024-02-16,P00754,1,Lyon,Livré,,,0,2
O042029,2024-03-25,P00507,1,Paris,Livré,,,0,3
O042030,2024-11-26,P00873,12,Lyon,Expédié,,,0,11
O042031,2024-03-01,P00913,1,Marseille,Livré,,,0,3
O042032,2024-09-22,P00188,2,Marseille,Expédié,,,0,9
O042033,2024-12-31,P00149,8,Marseille,Expédié,,,0,12
O042034,2024-07-05,P00751,10,Lyon,Livré,2024-07-16,Produit abîmé,1,7
O042035,2024-10-28,P00070,3,Lyon,Livré,,,0,10
O042036,2024-12-24,P00118,1,Marseille,Livré,,,0,12
O042037,2024-05-08,P00231,3,Lyon,Livré,,,0,5
O042038,2024-11-04,P00710,2,Lyon,Livré,,,0,11
O042039,2024-03-20,P00044,2,Paris,Expédié,,,0,3
O042040,2024-02-03,P00430,8,Marseille,Livré,,,0,2
O042041,2024-12-21,P00503,1,Lyon,Expédié,,,0,12
O042042,2024-01-05,P00070,1,Marseille,Livré,,,0,1
O042043,2024-09-28,P00461,2,Paris,Livré,,,0,9
O042044,2024-08-02,P00414,3,Lyon,Livré,,,0,8
O042045,2024-03-18,P00887,5,Paris,Expédié,,,0,3
O042046,2024-12-15,P00964,8,Paris,Livré,,,0,12
O042047,2024-01-12,P00205,5,Lyon,Livré,,,0,1
O042049,2024-12-01,P00629,5,Lyon,Livré,,,0,12
O042050,2024-12-18,P00379,5,Marseille,Livré,,,0,12
O042053,2024-01-11,P00905,2,Lyon,Livré,,,0,1
O042054,2024-10-04,P00032,2,Marseille,Expédié,,,0,10
O042056,2024-11-23,P00676,5,Paris,Livré,,,0,11
O042057,2024-03-12,P00973,1,Paris,Livré,,,0,3
O042058,2024-12-19,P00740,2,Paris,Livré,,,0,12
O042059,2024-12-19,P00893,2,Marseille,Livré,,,0,12
O042060,2024-10-19,P00888,3,Lyon,Livré,,,0,10
O042061,2024-07-10,P00629,3,Paris,Livré,,,0,7
O042062,2024-09-17,P00366,5,Marseille,Expédié,,,0,9
O042063,2024-11-03,P00751,3,Paris,Livré,,,0,11
O042064,2024-11-03,P00105,12,Marseille,Livré,,,0,11
O042066,2024-10-15,P00138,2,Paris,Livré,,,0,10
O042068,2024-03-15,P00228,3,Marseille,Livré,,,0,3
O042069,2024-12-04,P00707,1,Lyon,Livré,,,0,12
O042070,2024-12-09,P00809,2,Paris,Expédié,,,0,12
O042071,2024-11-05,P00846,10,Paris,Expédié,,,0,11
O042072,2024-12-10,P00417,2,Lyon,Livré,,,0,12
O042073,2024-11-25,P00063,2,Lyon,Livré,,,0,11
O042074,2024-03-07,P00981,3,Paris,Livré,,,0,3
O042075,2024-09-27,P00923,1,Marseille,Expédié,,,0,9
O042076,2024-02-14,P00532,3,Paris,Livré,,,0,2
O042077,2024-12-28,P00886,2,Lyon,Expédié,,,0,12
O042079,2024-01-20,P00521,2,Lyon,Livré,,,0,1
O042080,2024-11-07,P00170,8,Lyon,Livré,,,0,11
O042081,2024-01-26,P00526,5,Marseille,Expédié,,,0,1
O042083,2024-11-19,P00473,2,Paris,Livré,2024-11-24,Client insatisfait,1,11
O042084,2024-10-21,P00467,3,Paris,Livré,,,0,10
O042085,2024-11-04,P00905,8,Paris,Expédié,,,0,11
O042086,2024-11-28,P00740,8,Lyon,Expédié,,,0,11
O042087,2024-01-15,P00832,1,Marseille,Livré,,,0,1
O042088,2024-09-02,P00202,2,Marseille,Livré,,,0,9
O042089,2024-11-06,P00963,2,Paris,Livré,,,0,11
O042090,2024-12-23,P00620,1,Lyon,Livré,,,0,12
O042091,2024-02-12,P00449,1,Paris,Livré,,,0,2
O042092,2024-06-15,P00449,1,Lyon,Livré,,,0,6
O042094,2024-08-11,P00516,8,Paris,Expédié,2024-08-25,Livraison incomplète,1,8
O042095,2024-02-05,P01000,3,Paris,Livré,,,0,2
O042096,2024-04-24,P00478,2,Lyon,Livré,,,0,4
O042098,2024-12-08,P00901,5,Marseille,Livré,,,0,12
O042099,2024-03-22,P00729,8,Marseille,Expédié,,,0,3
O042100,2024-12-09,P00906,2,Marseille,Livré,,,0,12
O042101,2024-10-26,P00968,3,Marseille,Livré,,,0,10
O042102,2024-01-02,P00009,1,Marseille,Livré,,,0,1
O042103,2024-08-03,P00837,3,Marseille,Expédié,,,0,8
O042104,2024-10-06,P00526,2,Lyon,Livré,,,0,10
O042106,2024-02-11,P00629,2,Marseille,Livré,,,0,2
O042108,2024-11-28,P00890,2,Paris,Livré,,,0,11
O042109,2024-08-07,P00778,5,Lyon,Expédié,,,0,8
O042110,2024-02-03,P00831,3,Lyon,Livré,,,0,2
O042111,2024-11-22,P00414,2,Paris,Livré,,,0,11
O042112,2024-12-31,P00729,1,Paris,Expédié,,,0,12
O042113,2024-12-18,P00530,5,Lyon,Expédié,,,0,12
O042114,2024-02-01,P00688,10,Marseille,Livré,,,0,2
O042115,2024-12-19,P00226,8,Lyon,Livré,,,0,12
O042116,2024-09-14,P00710,20,Lyon,Livré,,,0,9
O042117,2024-01-30,P00738,1,Paris,Livré,,,0,1
O042118,2024-11-19,P00772,1,Paris,Livré,,,0,11
O042119,2024-05-29,P00138,3,Marseille,Livré,,,0,5
O042120,2024-12-18,P00691,1,Paris,Expédié,,,0,12
O042122,2024-12-05,P00792,1,Marseille,Livré,2024-12-14,Livraison incomplète,1,12
O042123,2024-05-18,P00834,2,Lyon,Expédié,,,0,5
O042124,2024-12-24,P00413,2,Paris,Livré,,,0,12
O042125,2024-01-04,P00613,2,Lyon,Livré,,,0,1
O042126,2024-09-01,P00046,15,Marseille,Livré,,,0,9
O042127,2024-12-27,P00658,1,Marseille,Livré,,,0,12
O042128,2024-11-25,P00759,1,Paris,Expédié,,,0,11
O042130,2024-02-05,P00066,1,Paris,Livré,,,0,2
O042131,2024-12-20,P00652,8,Marseille,Livré,,,0,12
O042132,2024-09-08,P00162,5,Lyon,Livré,,,0,9
O042134,2024-10-13,P00396,1,Lyon,Expédié,,,0,10
O042135,2024-12-15,P00233,1,Marseille,Expédié,2024-12-31,Client insatisfait,1,12
O042136,2024-11-30,P00761,8,Marseille,Livré,,,0,11
O042137,2024-12-22,P00615,2,Paris,Expédié,,,0,12
O042138,2024-02-24,P00671,20,Paris,Livré,,,0,2
O042139,2024-11-16,P00653,3,Paris,Livré,,,0,11
O042140,2024-01-30,P00647,1,Marseille,Livré,,,0,1
O042141,2024-10-29,P00941,10,Marseille,Livré,,,0,10
O042142,2024-01-09,P00366,2,Paris,Livré,,,0,1
O042143,2024-10-19,P00099,2,Marseille,Livré,,,0,10
O042144,2024-08-04,P00449,2,Marseille,Livré,,,0,8
O042145,2024-12-18,P00733,8,Paris,Expédié,,,0,12
O042146,2024-02-15,P00063,1,Lyon,Livré,,,0,2
O042147,2024-02-04,P00396,2,Paris,Expédié,,,0,2
O042148,2024-11-02,P00258,1,Marseille,Livré,2024-11-23,Mauvaise référence,1,11
O042149,2024-12-17,P00105,10,Lyon,Livré,,,0,12
O042150,2024-09-15,P00742,2,Lyon,Livré,,,0,9
O042151,2024-09-25,P00671,1,Marseille,Expédié,,,0,9
O042152,2024-10-02,P00012,3,Paris,Livré,,,0,10
O042153,2024-12-27,P00465,5,Lyon,Livré,,,0,12
O042154,2024-11-18,P00099,8,Paris,Livré,,,0,11
O042155,2024-12-22,P00699,2,Lyon,Livré,,,0,12
O042156,2024-09-07,P00881,8,Lyon,Livré,2024-09-29,Livraison incomplète,1,9
O042158,2024-08-03,P00071,3,Marseille,Livré,,,0,8
O042159,2024-10-12,P00886,1,Marseille,Livré,,,0,10
O042160,2024-11-06,P00193,10,Lyon,Expédié,,,0,11
O042161,2024-01-18,P00733,3,Lyon,Expédié,,,0,1
O042162,2024-05-29,P00285,5,Lyon,Livré,,,0,5
O042163,2024-01-27,P00676,12,Marseille,Livré,,,0,1
O042164,2024-11-05,P00404,3,Marseille,Livré,,,0,11
O042165,2024-12-03,P00118,1,Paris,Expédié,2024-12-22,Livraison incomplète,1,12
O042166,2024-12-28,P00414,10,Paris,Livré,,,0,12
O042167,2024-09-09,P00237,2,Paris,Expédié,,,0,9
O042168,2024-09-26,P00470,3,Lyon,Livré,,,0,9
O042169,2024-04-14,P00541,1,Lyon,Livré,,,0,4
O042170,2024-04-29,P00418,2,Marseille,Livré,,,0,4
O042171,2024-10-22,P00509,5,Lyon,Expédié,,,0,10
O042172,2024-07-01,P00128,2,Marseille,Livré,,,0,7
O042173,2024-10-10,P00691,5,Lyon,Livré,,,0,10
O042174,2024-09-13,P00742,10,Marseille,Livré,,,0,9
O042175,2024-11-28,P00927,2,Lyon,Livré,2024-12-22,Client insatisfait,1,11
O042176,2024-10-02,P00105,3,Lyon,Livré,,,0,10
O042177,2024-02-16,P00466,8,Lyon,Livré,,,0,2
O042178,2024-09-28,P00106,5,Paris,Livré,,,0,9
O042182,2024-09-24,P00470,3,Paris,Livré,,,0,9
O042183,2024-02-21,P00231,2,Lyon,Livré,,,0,2
O042184,2024-03-15,P00039,2,Paris,Expédié,,,0,3
O042185,2024-05-07,P00226,2,Lyon,Livré,,,0,5
O042186,2024-11-19,P00010,2,Marseille,Livré,,,0,11
O042188,2024-03-03,P00330,5,Paris,Livré,,,0,3
O042189,2024-08-04,P00212,1,Lyon,Livré,,,0,8
O042190,2024-05-15,P00722,15,Lyon,Livré,,,0,5
O042191,2024-12-14,P00330,8,Marseille,Expédié,,,0,12
O042192,2024-10-30,P00925,2,Marseille,Livré,,,0,10
O042193,2024-12-08,P00036,1,Marseille,Livré,,,0,12
O042194,2024-01-07,P00956,5,Paris,Livré,,,0,1
O042195,2024-12-12,P00506,8,Paris,Livré,,,0,12
O042196,2024-12-29,P00754,15,Marseille,Expédié,,,0,12
O042197,2024-12-10,P00075,2,Paris,Livré,,,0,12
O042198,2024-10-08,P00613,1,Marseille,Livré,,,0,10
O042199,2024-10-02,P00568,12,Paris,Livré,,,0,10
O042200,2024-11-09,P00234,2,Lyon,Livré,,,0,11
O042201,2024-02-07,P00906,8,Paris,Expédié,,,0,2
O042202,2024-11-29,P00152,1,Lyon,Livré,,,0,11
O042203,2024-05-24,P00981,8,Marseille,Livré,,,0,5
O042204,2024-04-22,P00881,1,Paris,Livré,,,0,4
O042205,2024-12-07,P00658,5,Marseille,Livré,,,0,12
O042206,2024-09-18,P00733,3,Marseille,Livré,2024-09-25,Livraison incomplète,1,9
O042207,2024-06-02,P00193,15,Lyon,Livré,,,0,6
O042208,2024-12-04,P00973,1,Marseille,Expédié,,,0,12
O042209,2024-11-29,P00220,2,Marseille,Livré,,,0,11
O042210,2024-01-15,P00058,1,Marseille,Expédié,,,0,1
O042211,2024-01-10,P00924,10,Marseille,Livré,,,0,1
O042212,2024-12-10,P00035,3,Marseille,Livré,,,0,12
O042213,2024-11-21,P00398,3,Marseille,Livré,,,0,11
O042214,2024-10-03,P00515,1,Paris,Expédié,,,0,10
O042215,2024-12-30,P00445,3,Marseille,Livré,,,0,12
O042217,2024-02-04,P00521,2,Marseille,Livré,,,0,2
O042219,2024-10-31,P00140,2,Lyon,Livré,,,0,10
O042221,2024-03-30,P00629,8,Marseille,Livré,,,0,3
O042222,2024-11-24,P00679,1,Paris,Livré,,,0,11
O042223,2024-03-19,P00193,5,Marseille,Livré,,,0,3
O042225,2024-01-24,P00924,10,Marseille,Livré,,,0,1
O042226,2024-12-20,P00893,12,Lyon,Livré,,,0,12
O042227,2024-11-09,P00536,8,Marseille,Expédié,,,0,11
O042228,2024-11-05,P00751,2,Lyon,Livré,,,0,11
O042229,2024-12-19,P00140,5,Paris,Livré,,,0,12
O042230,2024-08-29,P00613,1,Marseille,Livré,,,0,8
O042232,2024-01-23,P00963,1,Marseille,Expédié,,,0,1
O042233,2024-03-10,P00025,5,Lyon,Expédié,,,0,3
