id_produit,catégorie,marque,prix,stock_minimum,date,entrepot,niveau_stock,stock_gap,month
P00571,Parfums,Aura Cristal,363.6,28,2024-11-06,Paris,219,191,11
P00571,Parfums,Aura Cristal,363.6,28,2024-01-04,Lyon,145,117,1
P00572,Parfums,Infusion Précieuse,456.34,82,2024-10-20,Lyon,267,185,10
P00573,Maquillage,Velours Naturel,106.25,37,2024-08-11,Paris,225,188,8
P00573,Maquillage,Velours Naturel,106.25,37,2024-10-13,Lyon,266,229,10
P00573,Maquillage,Velours Naturel,106.25,37,2024-01-09,Marseille,295,258,1
P00574,Maquillage,Ãveil Ãlégant,134.02,93,2024-05-31,Lyon,197,104,5
P00574,Maquillage,Ãveil Ãlégant,134.02,93,2024-05-08,Marseille,173,80,5
P00575,Accessoires,Héritage Sensuel,486.27,54,2024-06-07,Marseille,200,146,6
P00575,Accessoires,Héritage Sensuel,486.27,54,2024-05-26,Lyon,2,-52,5
P00576,Accessoires,Clarté Botanique,106.87,80,2024-09-24,Lyon,82,2,9
P00577,Parfums,Atelier Minéral,430.1,87,2024-08-09,Paris,256,169,8
P00577,Parfums,Atelier Minéral,430.1,87,2024-08-21,Lyon,80,-7,8
P00578,Soins capillaires,Silhouette Paris,256.29,72,2024-06-07,Lyon,262,190,6
P00578,Soins capillaires,Silhouette Paris,256.29,72,2024-11-07,Paris,16,-56,11
P00579,Parfums,Natura Solaire,138.67,82,2024-09-19,Paris,131,49,9
P00579,Parfums,Natura Solaire,138.67,82,2024-02-22,Lyon,151,69,2
P00580,Soins capillaires,Les Essences Rares,437.96,28,2024-04-22,Paris,8,-20,4
P00580,Soins capillaires,Les Essences Rares,437.96,28,2024-08-25,Marseille,57,29,8
P00581,Soins capillaires,Maison Vitalis,233.75,56,2024-09-27,Paris,204,148,9
P00581,Soins capillaires,Maison Vitalis,233.75,56,2024-04-19,Lyon,248,192,4
P00582,Accessoires,Aroma Sublime,267.11,23,2024-08-30,Paris,153,130,8
P00582,Accessoires,Aroma Sublime,267.11,23,2024-12-21,Lyon,295,272,12
P00583,Soins de la peau,Ãpure d'Azur,192.43,47,2024-03-14,Marseille,63,16,3
P00583,Soins de la peau,Ãpure d'Azur,192.43,47,2024-08-31,Paris,23,-24,8
P00584,Soins de la peau,Ligne LumiÃ¨re,304.62,62,2024-11-14,Lyon,288,226,11
P00584,Soins de la peau,Ligne LumiÃ¨re,304.62,62,2024-02-08,Paris,171,109,2
P00585,Maquillage,Soin Absolu,98.49,70,2024-08-17,Lyon,296,226,8
P00586,Accessoires,Cosmétika,207.72,45,2024-12-26,Paris,29,-16,12
P00587,Soins capillaires,Jardin dâIvoire,485.32,49,2024-01-18,Marseille,286,237,1
P00587,Soins capillaires,Jardin dâIvoire,485.32,49,2024-06-08,Paris,268,219,6
P00587,Soins capillaires,Jardin dâIvoire,485.32,49,2024-06-30,Lyon,251,202,6
P00588,Soins de la peau,Beauté Origine,143.9,90,2024-03-19,Lyon,214,124,3
P00588,Soins de la peau,Beauté Origine,143.9,90,2024-01-21,Paris,46,-44,1
P00589,Soins capillaires,Orchidée Noire,335.23,39,2024-08-11,Paris,172,133,8
P00589,Soins capillaires,Orchidée Noire,335.23,39,2024-03-18,Marseille,107,68,3
P00589,Soins capillaires,Orchidée Noire,335.23,39,2024-10-01,Lyon,9,-30,10
P00590,Soins de la peau,LâAtelier du Teint,176.09,18,2024-03-20,Paris,150,132,3
P00590,Soins de la peau,LâAtelier du Teint,176.09,18,2024-08-30,Lyon,235,217,8
P00591,Soins de la peau,Déesse Cosmétique,391.27,73,2024-09-11,Lyon,205,132,9
P00591,Soins de la peau,Déesse Cosmétique,391.27,73,2024-05-03,Marseille,44,-29,5
P00591,Soins de la peau,Déesse Cosmétique,391.27,73,2024-12-03,Paris,120,47,12
P00592,Soins de la peau,Secret de Peau,82.82,42,2024-07-20,Paris,256,214,7
P00592,Soins de la peau,Secret de Peau,82.82,42,2024-03-23,Lyon,165,123,3
P00593,Accessoires,Rose & Lin,485.51,61,2024-10-21,Paris,286,225,10
P00594,Parfums,Le Bain Royal,237.82,98,2024-01-24,Marseille,195,97,1
P00594,Parfums,Le Bain Royal,237.82,98,2024-02-13,Lyon,195,97,2
P00595,Soins capillaires,Sérum de Lune,133.3,23,2024-06-22,Lyon,46,23,6
P00595,Soins capillaires,Sérum de Lune,133.3,23,2024-04-03,Paris,31,8,4
P00596,Accessoires,Aura Cristal,55.28,84,2024-04-28,Lyon,165,81,4
P00596,Accessoires,Aura Cristal,55.28,84,2024-02-15,Paris,193,109,2
P00597,Accessoires,Infusion Précieuse,101.48,62,2024-01-15,Paris,280,218,1
P00598,Accessoires,Velours Naturel,269.49,68,2024-01-29,Marseille,152,84,1
P00598,Accessoires,Velours Naturel,269.49,68,2024-04-29,Paris,198,130,4
P00599,Accessoires,Ãveil Ãlégant,181.76,87,2024-09-02,Lyon,278,191,9
P00599,Accessoires,Ãveil Ãlégant,181.76,87,2024-11-08,Paris,77,-10,11
P00600,Accessoires,Héritage Sensuel,417.86,50,2024-01-11,Paris,63,13,1
P00600,Accessoires,Héritage Sensuel,417.86,50,2024-05-22,Lyon,252,202,5
P00601,Maquillage,Clarté Botanique,226.83,77,2024-04-14,Paris,276,199,4
P00602,Soins capillaires,Atelier Minéral,139.38,77,2024-12-31,Lyon,238,161,12
P00602,Soins capillaires,Atelier Minéral,139.38,77,2024-02-13,Paris,118,41,2
P00603,Accessoires,Silhouette Paris,316.23,17,2024-04-25,Paris,249,232,4
P00603,Accessoires,Silhouette Paris,316.23,17,2024-03-20,Lyon,196,179,3
P00604,Soins capillaires,Natura Solaire,359.25,11,2024-05-14,Lyon,93,82,5
P00604,Soins capillaires,Natura Solaire,359.25,11,2024-02-26,Paris,195,184,2
P00605,Maquillage,Les Essences Rares,100.18,95,2024-01-11,Paris,199,104,1
P00605,Maquillage,Les Essences Rares,100.18,95,2024-12-15,Marseille,84,-11,12
P00606,Maquillage,Maison Vitalis,100.46,50,2024-10-19,Marseille,202,152,10
P00606,Maquillage,Maison Vitalis,100.46,50,2024-02-03,Paris,130,80,2
P00607,Soins capillaires,Aroma Sublime,37.6,64,2024-12-05,Paris,4,-60,12
P00607,Soins capillaires,Aroma Sublime,37.6,64,2024-08-14,Lyon,272,208,8
P00608,Soins de la peau,Ãpure d'Azur,373.47,25,2024-06-05,Paris,15,-10,6
P00608,Soins de la peau,Ãpure d'Azur,373.47,25,2024-07-20,Lyon,229,204,7
P00609,Parfums,Ligne LumiÃ¨re,338.63,71,2024-04-24,Marseille,30,-41,4
P00610,Soins de la peau,Soin Absolu,247.82,57,2024-07-27,Paris,243,186,7
P00611,Soins de la peau,Cosmétika,425.2,39,2024-02-23,Paris,251,212,2
P00611,Soins de la peau,Cosmétika,425.2,39,2024-09-18,Lyon,10,-29,9
P00612,Soins de la peau,Jardin dâIvoire,406.72,21,2024-04-21,Lyon,15,-6,4
P00612,Soins de la peau,Jardin dâIvoire,406.72,21,2024-02-04,Marseille,66,45,2
P00612,Soins de la peau,Jardin dâIvoire,406.72,21,2024-01-01,Paris,141,120,1
P00613,Accessoires,Beauté Origine,300.97,44,2024-04-03,Paris,225,181,4
P00614,Maquillage,Orchidée Noire,436.77,20,2024-10-03,Paris,85,65,10
P00614,Maquillage,Orchidée Noire,436.77,20,2024-04-26,Marseille,77,57,4
P00614,Maquillage,Orchidée Noire,436.77,20,2024-10-24,Lyon,171,151,10
P00615,Soins de la peau,LâAtelier du Teint,118.8,73,2024-07-26,Paris,39,-34,7
P00615,Soins de la peau,LâAtelier du Teint,118.8,73,2024-08-07,Marseille,71,-2,8
P00616,Maquillage,Déesse Cosmétique,73.72,59,2024-10-15,Lyon,214,155,10
P00617,Soins capillaires,Secret de Peau,149.48,94,2024-05-28,Paris,272,178,5
P00617,Soins capillaires,Secret de Peau,149.48,94,2024-02-18,Lyon,203,109,2
P00618,Parfums,Rose & Lin,47.4,30,2024-08-20,Lyon,35,5,8
P00618,Parfums,Rose & Lin,47.4,30,2024-09-21,Paris,179,149,9
P00619,Soins capillaires,Le Bain Royal,274.96,78,2024-11-27,Marseille,204,126,11
P00619,Soins capillaires,Le Bain Royal,274.96,78,2024-03-23,Lyon,111,33,3
P00620,Soins capillaires,Sérum de Lune,469.57,57,2024-02-13,Paris,129,72,2
P00621,Accessoires,Aura Cristal,38.88,29,2024-10-23,Paris,290,261,10
P00621,Accessoires,Aura Cristal,38.88,29,2024-04-12,Lyon,87,58,4
P00622,Parfums,Infusion Précieuse,78.61,76,2024-05-14,Lyon,179,103,5
P00622,Parfums,Infusion Précieuse,78.61,76,2024-01-22,Marseille,125,49,1
P00623,Soins capillaires,Velours Naturel,237.06,53,2024-11-12,Paris,251,198,11
P00624,Soins capillaires,Ãveil Ãlégant,468.26,42,2024-11-11,Paris,267,225,11
P00624,Soins capillaires,Ãveil Ãlégant,468.26,42,2024-02-21,Lyon,163,121,2
P00625,Parfums,Héritage Sensuel,171.75,82,2024-01-03,Paris,268,186,1
P00625,Parfums,Héritage Sensuel,171.75,82,2024-09-06,Lyon,189,107,9
P00626,Parfums,Clarté Botanique,263.47,70,2024-10-04,Paris,97,27,10
P00627,Soins capillaires,Atelier Minéral,39.95,18,2024-07-20,Paris,289,271,7
P00628,Parfums,Silhouette Paris,91.2,77,2024-08-03,Paris,143,66,8
P00629,Soins capillaires,Natura Solaire,493.58,44,2024-04-03,Paris,98,54,4
P00629,Soins capillaires,Natura Solaire,493.58,44,2024-04-26,Marseille,146,102,4
P00630,Soins capillaires,Les Essences Rares,483.26,90,2024-03-12,Lyon,285,195,3
P00630,Soins capillaires,Les Essences Rares,483.26,90,2024-05-15,Paris,248,158,5
P00631,Accessoires,Maison Vitalis,22.37,97,2024-12-16,Lyon,273,176,12
P00632,Soins de la peau,Aroma Sublime,476.87,74,2024-02-12,Lyon,247,173,2
P00632,Soins de la peau,Aroma Sublime,476.87,74,2024-03-14,Paris,258,184,3
P00633,Soins capillaires,Ãpure d'Azur,326.78,17,2024-07-28,Paris,157,140,7
P00633,Soins capillaires,Ãpure d'Azur,326.78,17,2024-01-14,Lyon,20,3,1
P00634,Maquillage,Ligne LumiÃ¨re,436.6,54,2024-08-27,Paris,169,115,8
P00634,Maquillage,Ligne LumiÃ¨re,436.6,54,2024-08-04,Lyon,79,25,8
P00635,Soins de la peau,Soin Absolu,238.28,96,2024-03-19,Paris,37,-59,3
P00636,Soins de la peau,Cosmétika,267.49,56,2024-06-19,Paris,214,158,6
P00637,Soins de la peau,Jardin dâIvoire,254.65,49,2024-06-12,Paris,273,224,6
P00638,Accessoires,Beauté Origine,340.09,85,2024-03-09,Marseille,39,-46,3
P00638,Accessoires,Beauté Origine,340.09,85,2024-01-21,Lyon,215,130,1
P00639,Soins capillaires,Orchidée Noire,87.03,63,2024-12-02,Paris,5,-58,12
P00639,Soins capillaires,Orchidée Noire,87.03,63,2024-02-16,Lyon,134,71,2
P00640,Accessoires,LâAtelier du Teint,34.39,85,2024-05-14,Lyon,187,102,5
P00640,Accessoires,LâAtelier du Teint,34.39,85,2024-11-16,Paris,73,-12,11
P00641,Soins capillaires,Déesse Cosmétique,167.81,55,2024-04-19,Marseille,191,136,4
P00641,Soins capillaires,Déesse Cosmétique,167.81,55,2024-07-13,Paris,140,85,7
P00642,Accessoires,Secret de Peau,358.25,56,2024-03-08,Lyon,4,-52,3
P00642,Accessoires,Secret de Peau,358.25,56,2024-02-03,Marseille,114,58,2
P00643,Accessoires,Rose & Lin,116.89,24,2024-11-01,Paris,270,246,11
P00644,Maquillage,Le Bain Royal,343.25,28,2024-10-13,Paris,26,-2,10
P00644,Maquillage,Le Bain Royal,343.25,28,2024-11-11,Lyon,111,83,11
P00645,Accessoires,Sérum de Lune,485.56,35,2024-12-27,Lyon,156,121,12
P00645,Accessoires,Sérum de Lune,485.56,35,2024-07-12,Marseille,42,7,7
P00646,Parfums,Aura Cristal,65.07,61,2024-01-04,Lyon,244,183,1
P00646,Parfums,Aura Cristal,65.07,61,2024-07-13,Paris,203,142,7
P00647,Maquillage,Infusion Précieuse,342.85,31,2024-01-14,Paris,119,88,1
P00647,Maquillage,Infusion Précieuse,342.85,31,2024-05-27,Lyon,32,1,5
P00648,Accessoires,Velours Naturel,233.0,30,2024-05-21,Lyon,134,104,5
P00649,Soins de la peau,Ãveil Ãlégant,436.71,60,2024-11-21,Marseille,162,102,11
P00649,Soins de la peau,Ãveil Ãlégant,436.71,60,2024-11-29,Lyon,128,68,11
P00650,Parfums,Héritage Sensuel,105.03,47,2024-05-09,Paris,134,87,5
P00650,Parfums,Héritage Sensuel,105.03,47,2024-11-23,Lyon,29,-18,11
P00651,Parfums,Clarté Botanique,352.46,29,2024-05-07,Marseille,59,30,5
P00651,Parfums,Clarté Botanique,352.46,29,2024-04-12,Paris,18,-11,4
P00652,Parfums,Atelier Minéral,422.3,38,2024-07-21,Paris,152,114,7
P00653,Maquillage,Silhouette Paris,473.41,60,2024-09-03,Paris,101,41,9
P00654,Accessoires,Natura Solaire,347.96,13,2024-05-18,Lyon,42,29,5
P00654,Accessoires,Natura Solaire,347.96,13,2024-02-11,Marseille,250,237,2
P00655,Accessoires,Les Essences Rares,258.64,64,2024-07-29,Lyon,261,197,7
P00655,Accessoires,Les Essences Rares,258.64,64,2024-07-16,Paris,16,-48,7
P00656,Soins de la peau,Maison Vitalis,316.57,80,2024-04-18,Marseille,294,214,4
P00657,Soins de la peau,Aroma Sublime,437.07,37,2024-03-07,Paris,59,22,3
P00657,Soins de la peau,Aroma Sublime,437.07,37,2024-07-11,Lyon,228,191,7
P00658,Parfums,Ãpure d'Azur,293.89,13,2024-12-18,Paris,79,66,12
P00659,Soins de la peau,Ligne LumiÃ¨re,34.59,31,2024-11-25,Lyon,61,30,11
P00660,Maquillage,Soin Absolu,466.86,85,2024-12-27,Paris,288,203,12
P00660,Maquillage,Soin Absolu,466.86,85,2024-10-18,Marseille,172,87,10
P00661,Accessoires,Cosmétika,350.97,54,2024-01-29,Lyon,215,161,1
P00661,Accessoires,Cosmétika,350.97,54,2024-01-05,Paris,285,231,1
P00662,Parfums,Jardin dâIvoire,344.73,76,2024-03-07,Paris,177,101,3
P00663,Soins de la peau,Beauté Origine,123.52,95,2024-09-07,Marseille,280,185,9
P00663,Soins de la peau,Beauté Origine,123.52,95,2024-06-26,Paris,160,65,6
P00664,Maquillage,Orchidée Noire,336.27,75,2024-08-30,Marseille,181,106,8
P00665,Maquillage,LâAtelier du Teint,209.05,97,2024-06-12,Paris,293,196,6
P00665,Maquillage,LâAtelier du Teint,209.05,97,2024-02-06,Lyon,174,77,2
P00666,Soins de la peau,Déesse Cosmétique,332.59,43,2024-05-10,Paris,84,41,5
P00666,Soins de la peau,Déesse Cosmétique,332.59,43,2024-10-28,Lyon,129,86,10
P00667,Accessoires,Secret de Peau,71.16,64,2024-03-19,Paris,91,27,3
P00668,Soins de la peau,Rose & Lin,335.77,10,2024-12-14,Lyon,74,64,12
P00668,Soins de la peau,Rose & Lin,335.77,10,2024-11-02,Paris,207,197,11
P00669,Parfums,Le Bain Royal,499.72,81,2024-05-22,Paris,105,24,5
P00670,Soins de la peau,Sérum de Lune,43.14,96,2024-10-21,Lyon,272,176,10
P00670,Soins de la peau,Sérum de Lune,43.14,96,2024-10-25,Paris,147,51,10
P00671,Maquillage,Aura Cristal,489.04,47,2024-01-28,Marseille,273,226,1
P00671,Maquillage,Aura Cristal,489.04,47,2024-11-26,Lyon,20,-27,11
P00672,Soins de la peau,Infusion Précieuse,215.32,15,2024-07-12,Lyon,271,256,7
P00672,Soins de la peau,Infusion Précieuse,215.32,15,2024-03-15,Paris,299,284,3
P00673,Accessoires,Velours Naturel,437.96,95,2024-08-04,Paris,98,3,8
P00674,Soins capillaires,Ãveil Ãlégant,395.55,34,2024-09-05,Marseille,93,59,9
P00674,Soins capillaires,Ãveil Ãlégant,395.55,34,2024-11-19,Paris,283,249,11
P00675,Soins de la peau,Héritage Sensuel,292.17,91,2024-09-02,Marseille,140,49,9
P00675,Soins de la peau,Héritage Sensuel,292.17,91,2024-10-12,Paris,134,43,10
P00676,Accessoires,Clarté Botanique,374.46,26,2024-08-15,Paris,60,34,8
P00676,Accessoires,Clarté Botanique,374.46,26,2024-05-30,Lyon,0,-26,5
P00677,Accessoires,Atelier Minéral,441.69,70,2024-10-10,Lyon,107,37,10
P00678,Maquillage,Silhouette Paris,213.99,21,2024-11-05,Lyon,0,-21,11
P00678,Maquillage,Silhouette Paris,213.99,21,2024-12-26,Paris,256,235,12
P00679,Accessoires,Natura Solaire,176.98,15,2024-04-16,Paris,78,63,4
P00679,Accessoires,Natura Solaire,176.98,15,2024-05-03,Lyon,202,187,5
P00680,Accessoires,Les Essences Rares,340.44,99,2024-11-25,Paris,264,165,11
P00680,Accessoires,Les Essences Rares,340.44,99,2024-03-19,Lyon,262,163,3
P00681,Accessoires,Maison Vitalis,407.77,36,2024-12-16,Marseille,12,-24,12
P00681,Accessoires,Maison Vitalis,407.77,36,2024-10-09,Paris,18,-18,10
P00682,Accessoires,Aroma Sublime,385.9,17,2024-11-03,Lyon,160,143,11
P00682,Accessoires,Aroma Sublime,385.9,17,2024-06-17,Marseille,141,124,6
P00683,Parfums,Ãpure d'Azur,402.95,92,2024-10-12,Lyon,145,53,10
P00684,Parfums,Ligne LumiÃ¨re,229.08,74,2024-12-08,Lyon,163,89,12
P00684,Parfums,Ligne LumiÃ¨re,229.08,74,2024-09-28,Marseille,169,95,9
P00685,Maquillage,Soin Absolu,412.56,66,2024-08-29,Paris,71,5,8
P00685,Maquillage,Soin Absolu,412.56,66,2024-01-03,Lyon,25,-41,1
P00686,Soins de la peau,Cosmétika,77.7,49,2024-01-16,Lyon,140,91,1
P00687,Accessoires,Jardin dâIvoire,281.35,23,2024-10-10,Paris,213,190,10
P00688,Soins de la peau,Beauté Origine,22.76,44,2024-05-31,Marseille,67,23,5
P00689,Soins de la peau,Orchidée Noire,175.8,57,2024-01-02,Paris,5,-52,1
P00690,Maquillage,LâAtelier du Teint,195.9,93,2024-01-31,Lyon,264,171,1
P00691,Accessoires,Déesse Cosmétique,210.16,65,2024-07-17,Paris,12,-53,7
P00692,Accessoires,Secret de Peau,353.82,58,2024-02-16,Marseille,54,-4,2
P00692,Accessoires,Secret de Peau,353.82,58,2024-02-28,Paris,273,215,2
P00692,Accessoires,Secret de Peau,353.82,58,2024-05-31,Lyon,209,151,5
P00693,Soins capillaires,Rose & Lin,206.51,22,2024-03-07,Marseille,267,245,3
P00693,Soins capillaires,Rose & Lin,206.51,22,2024-04-06,Lyon,248,226,4
P00694,Soins de la peau,Le Bain Royal,235.37,70,2024-03-04,Lyon,243,173,3
P00694,Soins de la peau,Le Bain Royal,235.37,70,2024-10-23,Paris,276,206,10
P00695,Soins de la peau,Sérum de Lune,134.02,58,2024-09-06,Paris,125,67,9
P00696,Parfums,Aura Cristal,199.16,55,2024-12-01,Marseille,212,157,12
P00696,Parfums,Aura Cristal,199.16,55,2024-04-19,Paris,161,106,4
P00697,Soins capillaires,Infusion Précieuse,129.09,71,2024-04-29,Lyon,50,-21,4
P00697,Soins capillaires,Infusion Précieuse,129.09,71,2024-12-08,Paris,278,207,12
P00698,Parfums,Velours Naturel,55.13,17,2024-11-22,Paris,0,-17,11
P00699,Parfums,Ãveil Ãlégant,309.66,52,2024-02-05,Paris,196,144,2
P00699,Parfums,Ãveil Ãlégant,309.66,52,2024-11-14,Lyon,143,91,11
P00700,Parfums,Héritage Sensuel,340.74,29,2024-04-13,Lyon,276,247,4
P00700,Parfums,Héritage Sensuel,340.74,29,2024-02-01,Paris,90,61,2
P00701,Maquillage,Clarté Botanique,317.36,99,2024-10-15,Paris,259,160,10
P00702,Maquillage,Atelier Minéral,242.48,48,2024-05-30,Paris,163,115,5
P00702,Maquillage,Atelier Minéral,242.48,48,2024-10-18,Lyon,164,116,10
P00703,Parfums,Silhouette Paris,202.3,94,2024-09-05,Lyon,191,97,9
P00703,Parfums,Silhouette Paris,202.3,94,2024-04-15,Paris,7,-87,4
P00704,Soins capillaires,Natura Solaire,434.4,58,2024-12-05,Marseille,104,46,12
P00704,Soins capillaires,Natura Solaire,434.4,58,2024-11-30,Paris,156,98,11
P00705,Soins de la peau,Les Essences Rares,269.16,73,2024-06-29,Lyon,25,-48,6
P00705,Soins de la peau,Les Essences Rares,269.16,73,2024-06-18,Paris,141,68,6
P00706,Soins capillaires,Maison Vitalis,250.01,71,2024-11-11,Lyon,130,59,11
P00706,Soins capillaires,Maison Vitalis,250.01,71,2024-07-16,Paris,95,24,7
P00707,Accessoires,Aroma Sublime,32.31,63,2024-01-17,Marseille,275,212,1
P00707,Accessoires,Aroma Sublime,32.31,63,2024-09-15,Paris,178,115,9
P00708,Maquillage,Ãpure d'Azur,183.8,18,2024-07-01,Lyon,202,184,7
P00708,Maquillage,Ãpure d'Azur,183.8,18,2024-02-27,Paris,223,205,2
P00709,Soins de la peau,Ligne LumiÃ¨re,202.49,97,2024-05-08,Lyon,224,127,5
P00709,Soins de la peau,Ligne LumiÃ¨re,202.49,97,2024-10-10,Paris,105,8,10
P00710,Soins de la peau,Soin Absolu,211.43,46,2024-10-06,Paris,202,156,10
P00711,Accessoires,Cosmétika,298.48,58,2024-07-21,Paris,280,222,7
P00711,Accessoires,Cosmétika,298.48,58,2024-12-13,Marseille,163,105,12
P00712,Accessoires,Jardin dâIvoire,276.13,50,2024-07-08,Lyon,87,37,7
P00712,Accessoires,Jardin dâIvoire,276.13,50,2024-09-11,Paris,283,233,9
P00713,Parfums,Beauté Origine,311.79,26,2024-12-29,Paris,142,116,12
P00714,Maquillage,Orchidée Noire,387.14,97,2024-09-29,Paris,239,142,9
P00714,Maquillage,Orchidée Noire,387.14,97,2024-05-06,Lyon,70,-27,5
P00715,Maquillage,LâAtelier du Teint,410.23,30,2024-11-12,Paris,78,48,11
P00716,Soins capillaires,Déesse Cosmétique,364.7,60,2024-10-10,Paris,158,98,10
P00717,Parfums,Secret de Peau,478.65,68,2024-05-07,Paris,20,-48,5
P00717,Parfums,Secret de Peau,478.65,68,2024-10-20,Marseille,276,208,10
P00718,Parfums,Rose & Lin,28.75,48,2024-02-09,Lyon,185,137,2
P00718,Parfums,Rose & Lin,28.75,48,2024-09-29,Paris,241,193,9
P00719,Parfums,Le Bain Royal,113.97,64,2024-09-17,Marseille,106,42,9
P00719,Parfums,Le Bain Royal,113.97,64,2024-05-11,Lyon,272,208,5
P00720,Parfums,Sérum de Lune,23.63,50,2024-02-21,Paris,25,-25,2
P00720,Parfums,Sérum de Lune,23.63,50,2024-04-15,Marseille,200,150,4
P00721,Maquillage,Aura Cristal,330.79,48,2024-04-19,Paris,104,56,4
P00722,Maquillage,Infusion Précieuse,451.05,22,2024-04-14,Lyon,281,259,4
P00722,Maquillage,Infusion Précieuse,451.05,22,2024-05-10,Paris,246,224,5
P00723,Parfums,Velours Naturel,136.87,73,2024-04-02,Paris,66,-7,4
P00723,Parfums,Velours Naturel,136.87,73,2024-09-21,Lyon,285,212,9
P00724,Soins capillaires,Ãveil Ãlégant,464.98,20,2024-07-30,Marseille,250,230,7
P00724,Soins capillaires,Ãveil Ãlégant,464.98,20,2024-09-25,Paris,161,141,9
P00725,Soins de la peau,Héritage Sensuel,48.93,28,2024-10-01,Lyon,37,9,10
P00725,Soins de la peau,Héritage Sensuel,48.93,28,2024-08-04,Paris,14,-14,8
P00726,Soins de la peau,Clarté Botanique,468.53,20,2024-10-27,Lyon,141,121,10
P00726,Soins de la peau,Clarté Botanique,468.53,20,2024-02-26,Paris,124,104,2
P00727,Soins capillaires,Atelier Minéral,188.78,86,2024-04-10,Paris,52,-34,4
P00728,Parfums,Silhouette Paris,68.68,55,2024-07-20,Paris,233,178,7
P00729,Maquillage,Natura Solaire,253.22,54,2024-03-03,Lyon,181,127,3
P00729,Maquillage,Natura Solaire,253.22,54,2024-05-06,Paris,10,-44,5
P00730,Soins de la peau,Les Essences Rares,143.25,10,2024-08-03,Paris,151,141,8
P00730,Soins de la peau,Les Essences Rares,143.25,10,2024-10-26,Lyon,183,173,10
P00731,Accessoires,Maison Vitalis,156.74,49,2024-11-02,Lyon,247,198,11
P00731,Accessoires,Maison Vitalis,156.74,49,2024-11-23,Paris,59,10,11
P00732,Accessoires,Aroma Sublime,167.5,28,2024-07-23,Paris,5,-23,7
P00732,Accessoires,Aroma Sublime,167.5,28,2024-02-18,Marseille,43,15,2
P00733,Soins capillaires,Ãpure d'Azur,405.45,85,2024-05-05,Paris,213,128,5
P00734,Parfums,Ligne LumiÃ¨re,278.8,81,2024-01-29,Lyon,188,107,1
P00734,Parfums,Ligne LumiÃ¨re,278.8,81,2024-03-08,Paris,129,48,3
P00735,Soins de la peau,Soin Absolu,169.43,81,2024-04-26,Paris,131,50,4
P00736,Parfums,Cosmétika,312.96,70,2024-02-08,Paris,50,-20,2
P00736,Parfums,Cosmétika,312.96,70,2024-01-17,Marseille,95,25,1
P00737,Soins de la peau,Jardin dâIvoire,363.75,21,2024-02-28,Paris,267,246,2
P00737,Soins de la peau,Jardin dâIvoire,363.75,21,2024-04-22,Lyon,252,231,4
P00738,Soins capillaires,Beauté Origine,150.86,70,2024-01-09,Lyon,250,180,1
P00738,Soins capillaires,Beauté Origine,150.86,70,2024-12-10,Paris,159,89,12
P00739,Soins capillaires,Orchidée Noire,218.5,42,2024-12-09,Paris,4,-38,12
P00739,Soins capillaires,Orchidée Noire,218.5,42,2024-08-14,Lyon,203,161,8
P00740,Accessoires,LâAtelier du Teint,78.51,54,2024-11-26,Lyon,255,201,11
P00740,Accessoires,LâAtelier du Teint,78.51,54,2024-12-25,Paris,90,36,12
P00741,Parfums,Déesse Cosmétique,106.95,99,2024-12-11,Lyon,183,84,12
P00741,Parfums,Déesse Cosmétique,106.95,99,2024-08-20,Paris,70,-29,8
P00742,Accessoires,Secret de Peau,346.94,78,2024-07-13,Paris,285,207,7
P00742,Accessoires,Secret de Peau,346.94,78,2024-06-26,Lyon,186,108,6
P00743,Parfums,Rose & Lin,107.09,17,2024-09-23,Lyon,125,108,9
P00743,Parfums,Rose & Lin,107.09,17,2024-02-05,Paris,195,178,2
P00744,Accessoires,Le Bain Royal,272.08,34,2024-06-01,Paris,239,205,6
P00744,Accessoires,Le Bain Royal,272.08,34,2024-07-06,Lyon,22,-12,7
P00745,Maquillage,Sérum de Lune,360.34,55,2024-09-23,Paris,232,177,9
P00746,Maquillage,Aura Cristal,71.3,96,2024-07-16,Marseille,124,28,7
P00747,Maquillage,Infusion Précieuse,292.31,39,2024-08-13,Paris,45,6,8
P00747,Maquillage,Infusion Précieuse,292.31,39,2024-09-15,Lyon,286,247,9
P00748,Maquillage,Velours Naturel,143.15,56,2024-09-03,Paris,245,189,9
P00749,Soins de la peau,Ãveil Ãlégant,482.2,96,2024-05-03,Marseille,123,27,5
P00749,Soins de la peau,Ãveil Ãlégant,482.2,96,2024-08-14,Paris,187,91,8
P00749,Soins de la peau,Ãveil Ãlégant,482.2,96,2024-06-03,Lyon,281,185,6
P00750,Maquillage,Héritage Sensuel,252.1,58,2024-01-18,Marseille,122,64,1
P00750,Maquillage,Héritage Sensuel,252.1,58,2024-05-04,Paris,10,-48,5
P00751,Soins capillaires,Clarté Botanique,406.88,56,2024-10-08,Paris,120,64,10
P00751,Soins capillaires,Clarté Botanique,406.88,56,2024-04-20,Marseille,45,-11,4
P00752,Soins capillaires,Atelier Minéral,284.11,93,2024-04-01,Lyon,102,9,4
P00753,Soins de la peau,Silhouette Paris,40.84,91,2024-07-28,Lyon,242,151,7
P00754,Maquillage,Natura Solaire,323.91,27,2024-07-27,Lyon,45,18,7
P00755,Maquillage,Les Essences Rares,476.67,75,2024-08-05,Marseille,51,-24,8
