id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,nom_fournisseur,ville,pays,fiabilité,délai_moyen_jours,cout_total,delai_deviation,retard_jours,mois_achat,on_time_delivery
PO009331,2024-06-06,P00951,10,S012,112.13,2,Lucas,Stockholm,Suède,1.0,11,1121.3,-9,0,6,1
PO009332,2024-06-04,P00443,25,S002,250.0,6,Morvan,Paris,France,0.86,9,6250.0,-3,0,6,1
PO009333,2024-08-25,P00915,50,S028,55.11,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2755.5,6,6,8,0
PO009334,2024-01-19,P00334,50,S028,101.69,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5084.5,3,3,1,0
PO009335,2024-02-15,P00214,25,S010,183.9,6,Pelletier,Paris,France,0.98,3,4597.5,3,3,2,0
PO009336,2024-10-28,P00016,25,S029,93.17,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2329.25,-4,0,10,1
PO009337,2024-05-07,P00143,300,S028,287.78,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,86333.99999999999,3,3,5,0
PO009338,2024-01-20,P00712,200,S045,252.25,6,Lagarde,Berlin,Allemagne,0.53,4,50450.0,2,2,1,0
PO009339,2024-02-27,P00055,150,S020,290.02,3,Baudry,Paris,France,0.57,8,43503.0,-5,0,2,1
PO009340,2024-01-15,P00420,50,S029,264.09,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,13204.499999999998,-4,0,1,1
PO009341,2024-01-23,P00074,50,S008,279.48,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,13974.0,7,7,1,0
PO009342,2024-09-25,P00059,100,S028,159.68,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,15968.0,6,6,9,0
PO009343,2024-01-16,P00279,50,S008,260.48,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,13024.0,-4,0,1,1
PO009344,2024-05-21,P00728,75,S040,164.9,2,Fabre SA,Copenhague,Danemark,0.65,9,12367.5,-7,0,5,1
PO009345,2024-01-30,P00066,100,S008,19.47,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,1947.0,3,3,1,0
PO009346,2024-02-04,P00895,75,S028,99.75,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,7481.25,-2,0,2,1
PO009347,2024-01-31,P00291,50,S028,148.36,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,7418.000000000001,0,0,1,1
PO009348,2024-03-30,P00154,50,S012,192.52,13,Lucas,Stockholm,Suède,1.0,11,9626.0,2,2,3,0
PO009349,2024-05-11,P00803,150,S029,232.19,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,34828.5,-3,0,5,1
PO009350,2024-01-11,P00361,100,S026,47.69,6,Bourdon,Bruxelles,Belgique,0.81,6,4769.0,0,0,1,1
PO009351,2024-05-26,P00128,100,S035,223.19,14,Laine,Lisbonne,Portugal,0.9,7,22319.0,7,7,5,0
PO009352,2024-12-09,P00149,50,S029,111.12,7,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5556.0,1,1,12,0
PO009353,2024-04-08,P00251,150,S008,264.02,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,39603.0,3,3,4,0
PO009354,2024-05-11,P00892,300,S028,196.49,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,58947.0,5,5,5,0
PO009355,2024-08-31,P00412,100,S007,240.03,2,Carlier,Prague,République tchèque,0.9,9,24003.0,-7,0,8,1
PO009356,2024-12-06,P00740,50,S008,65.58,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,3279.0,6,6,12,0
PO009357,2024-11-08,P00641,150,S008,86.82,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,13022.999999999998,4,4,11,0
PO009358,2024-09-30,P00478,100,S008,169.33,2,Gaillard S.A.,Berlin,Allemagne,0.64,7,16933.0,-5,0,9,1
PO009359,2024-09-17,P00437,200,S046,98.54,11,Roche,Rome,Italie,0.54,4,19708.0,7,7,9,0
PO009360,2024-05-08,P00779,100,S029,257.3,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,25730.0,6,6,5,0
PO009361,2024-05-27,P00354,150,S002,264.56,6,Morvan,Paris,France,0.86,9,39684.0,-3,0,5,1
PO009362,2024-01-23,P00587,100,S002,39.17,2,Morvan,Paris,France,0.86,9,3917.0,-7,0,1,1
PO009363,2024-02-07,P00759,10,S008,36.56,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,365.6,6,6,2,0
PO009364,2024-02-29,P00788,75,S008,63.06,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,4729.5,0,0,2,1
PO009365,2024-07-04,P00457,10,S010,290.36,9,Pelletier,Paris,France,0.98,3,2903.6000000000004,6,6,7,0
PO009366,2024-01-02,P00548,50,S008,140.99,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,7049.5,-4,0,1,1
PO009367,2024-09-19,P00737,100,S008,193.18,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,19318.0,6,6,9,0
PO009368,2024-06-22,P00252,50,S028,272.55,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,13627.5,-5,0,6,1
PO009369,2024-02-07,P00071,10,S029,148.27,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1482.7,0,0,2,1
PO009370,2024-09-08,P00955,50,S029,160.97,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,8048.5,0,0,9,1
PO009371,2024-08-21,P00487,10,S028,138.74,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1387.4,-3,0,8,1
PO009372,2024-01-16,P00053,150,S002,52.89,5,Morvan,Paris,France,0.86,9,7933.5,-4,0,1,1
PO009373,2024-06-22,P00354,150,S028,35.66,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5348.999999999999,6,6,6,0
PO009374,2024-12-03,P00493,150,S028,35.35,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5302.5,4,4,12,0
PO009375,2024-10-06,P00169,10,S017,140.68,11,Bodin,Rome,Italie,0.87,5,1406.8000000000002,6,6,10,0
PO009376,2024-09-05,P00048,10,S023,181.22,12,Albert,Bruxelles,Belgique,0.83,9,1812.2,3,3,9,0
PO009377,2024-07-06,P00285,200,S002,94.84,13,Morvan,Paris,France,0.86,9,18968.0,4,4,7,0
PO009378,2024-09-16,P00363,25,S001,256.24,6,Lecomte et Fils,Zurich,Suisse,0.84,10,6406.0,-4,0,9,1
PO009379,2024-03-13,P00673,100,S029,71.74,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,7173.999999999999,-3,0,3,1
PO009380,2024-12-06,P00595,150,S029,290.25,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,43537.5,5,5,12,0
PO009381,2024-08-17,P00847,50,S029,215.47,10,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,10773.5,4,4,8,0
PO009382,2024-09-22,P00812,75,S029,125.26,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,9394.5,0,0,9,1
PO009383,2024-06-07,P00828,25,S021,267.91,11,Petitjean Andre SA,Oslo,Norvège,0.88,3,6697.750000000001,8,8,6,0
PO009384,2024-02-13,P00175,300,S008,30.09,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,9027.0,1,1,2,0
PO009385,2024-04-18,P00634,50,S023,28.15,9,Albert,Bruxelles,Belgique,0.83,9,1407.5,0,0,4,1
PO009386,2024-01-29,P00102,25,S028,216.99,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5424.75,4,4,1,0
PO009387,2024-10-27,P00690,75,S036,51.28,8,Moreau Dubois S.A.S.,Stockholm,Suède,0.97,10,3846.0,-2,0,10,1
PO009388,2024-06-15,P00016,25,S028,62.77,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1569.25,4,4,6,0
PO009389,2024-05-16,P00710,100,S008,15.11,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,1511.0,6,6,5,0
PO009390,2024-05-16,P00479,75,S029,148.91,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,11168.25,-4,0,5,1
PO009391,2024-11-07,P00162,25,S050,192.76,6,Carlier SA,Bruxelles,Belgique,0.64,11,4819.0,-5,0,11,1
PO009392,2024-03-13,P00948,10,S008,199.17,9,Gaillard S.A.,Berlin,Allemagne,0.64,7,1991.6999999999998,2,2,3,0
PO009393,2024-10-29,P00873,25,S008,248.62,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,6215.5,7,7,10,0
PO009394,2024-06-17,P00658,25,S028,31.88,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,797.0,1,1,6,0
PO009395,2024-03-03,P00314,50,S008,63.27,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,3163.5,7,7,3,0
PO009396,2024-05-11,P00813,150,S008,141.77,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,21265.5,0,0,5,1
PO009397,2024-12-08,P00862,10,S028,26.08,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,260.79999999999995,3,3,12,0
PO009398,2024-04-17,P00911,25,S010,244.27,5,Pelletier,Paris,France,0.98,3,6106.75,2,2,4,0
PO009399,2024-09-19,P00463,50,S002,112.22,2,Morvan,Paris,France,0.86,9,5611.0,-7,0,9,1
PO009400,2024-10-13,P00138,75,S048,181.91,13,Lecomte,Amsterdam,Pays-Bas,0.65,4,13643.25,9,9,10,0
PO009401,2024-12-24,P00019,150,S029,202.47,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,30370.5,-1,0,12,1
PO009402,2024-02-29,P00236,300,S002,65.84,8,Morvan,Paris,France,0.86,9,19752.0,-1,0,2,1
PO009403,2024-09-02,P00447,50,S012,249.95,4,Lucas,Stockholm,Suède,1.0,11,12497.5,-7,0,9,1
PO009404,2024-10-20,P00296,25,S029,257.41,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,6435.250000000001,7,7,10,0
PO009405,2024-11-04,P00821,25,S008,200.26,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,5006.5,1,1,11,0
PO009406,2024-08-16,P00154,50,S013,150.2,9,Gautier,Paris,France,0.84,7,7509.999999999999,2,2,8,0
PO009407,2024-11-16,P00970,150,S008,284.12,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,42618.0,6,6,11,0
PO009408,2024-07-31,P00796,100,S002,105.17,13,Morvan,Paris,France,0.86,9,10517.0,4,4,7,0
PO009409,2024-10-15,P00986,25,S046,126.1,12,Roche,Rome,Italie,0.54,4,3152.5,8,8,10,0
PO009410,2024-10-31,P00352,150,S025,276.61,8,Techer SA,Varsovie,Pologne,0.92,12,41491.5,-4,0,10,1
PO009411,2024-08-03,P00636,200,S029,136.09,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,27218.0,6,6,8,0
PO009412,2024-12-23,P00440,200,S048,188.15,9,Lecomte,Amsterdam,Pays-Bas,0.65,4,37630.0,5,5,12,0
PO009413,2024-06-24,P00200,50,S002,65.39,9,Morvan,Paris,France,0.86,9,3269.5,0,0,6,1
PO009414,2024-10-31,P00613,25,S010,105.22,4,Pelletier,Paris,France,0.98,3,2630.5,1,1,10,0
PO009415,2024-08-27,P00551,25,S028,116.47,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2911.75,-3,0,8,1
PO009416,2024-02-20,P00679,50,S013,141.83,14,Gautier,Paris,France,0.84,7,7091.500000000001,7,7,2,0
PO009417,2024-10-18,P00868,50,S028,38.87,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1943.4999999999998,6,6,10,0
PO009418,2024-04-16,P00304,200,S029,211.36,10,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,42272.0,4,4,4,0
PO009419,2024-01-23,P00682,50,S013,222.38,9,Gautier,Paris,France,0.84,7,11119.0,2,2,1,0
PO009420,2024-03-21,P00928,100,S012,142.63,14,Lucas,Stockholm,Suède,1.0,11,14263.0,3,3,3,0
PO009421,2024-09-19,P00942,150,S029,106.48,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,15972.0,8,8,9,0
PO009422,2024-10-04,P00088,50,S010,13.32,2,Pelletier,Paris,France,0.98,3,666.0,-1,0,10,1
PO009423,2024-02-21,P00877,50,S012,212.74,6,Lucas,Stockholm,Suède,1.0,11,10637.0,-5,0,2,1
PO009424,2024-09-14,P00642,100,S028,204.94,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,20494.0,6,6,9,0
PO009425,2024-05-24,P00203,100,S048,99.95,14,Lecomte,Amsterdam,Pays-Bas,0.65,4,9995.0,10,10,5,0
PO009426,2024-04-26,P00905,300,S028,233.87,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,70161.0,6,6,4,0
PO009427,2024-02-05,P00261,150,S029,118.62,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,17793.0,7,7,2,0
PO009428,2024-10-20,P00988,150,S008,26.31,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,3946.5,7,7,10,0
PO009429,2024-01-07,P00475,100,S008,240.05,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,24005.0,6,6,1,0
PO009430,2024-06-24,P00754,25,S037,30.63,13,Charles SARL,Helsinki,Finlande,0.54,8,765.75,5,5,6,0
PO009431,2024-02-12,P00857,150,S029,131.17,10,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,19675.499999999996,4,4,2,0
PO009432,2024-02-11,P00513,300,S002,272.92,13,Morvan,Paris,France,0.86,9,81876.0,4,4,2,0
PO009433,2024-09-12,P00851,50,S008,188.19,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,9409.5,5,5,9,0
PO009434,2024-10-18,P00875,50,S029,221.73,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,11086.5,-3,0,10,1
PO009435,2024-06-23,P00919,75,S022,77.37,14,Langlois Vallée SA,Dublin,Irlande,0.88,9,5802.75,5,5,6,0
PO009436,2024-09-03,P00947,300,S019,140.92,10,Leduc,Oslo,Norvège,0.87,11,42275.99999999999,-1,0,9,1
PO009437,2024-08-22,P00524,10,S029,136.92,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1369.1999999999998,0,0,8,1
PO009438,2024-11-23,P00092,100,S008,257.85,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,25785.000000000004,3,3,11,0
PO009439,2024-07-10,P00596,150,S048,231.97,4,Lecomte,Amsterdam,Pays-Bas,0.65,4,34795.5,0,0,7,1
PO009440,2024-04-30,P00778,150,S028,226.02,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,33903.0,0,0,4,1
PO009441,2024-12-27,P00404,75,S008,148.95,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,11171.25,4,4,12,0
PO009442,2024-10-15,P00379,300,S029,182.46,7,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,54738.0,1,1,10,0
PO009443,2024-01-21,P00899,25,S029,232.81,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5820.25,2,2,1,0
PO009444,2024-10-18,P00613,25,S008,206.07,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,5151.75,7,7,10,0
PO009445,2024-01-07,P00090,50,S010,80.75,8,Pelletier,Paris,France,0.98,3,4037.5,5,5,1,0
PO009446,2024-08-25,P00371,10,S048,99.03,9,Lecomte,Amsterdam,Pays-Bas,0.65,4,990.3,5,5,8,0
PO009447,2024-06-29,P00290,50,S008,146.42,9,Gaillard S.A.,Berlin,Allemagne,0.64,7,7320.999999999999,2,2,6,0
PO009448,2024-03-02,P00945,25,S029,193.73,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,4843.25,7,7,3,0
PO009449,2024-05-25,P00202,100,S029,14.4,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1440.0,-1,0,5,1
PO009450,2024-10-20,P00495,50,S008,276.21,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,13810.499999999998,4,4,10,0
PO009451,2024-07-27,P00299,100,S028,198.67,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,19867.0,-6,0,7,1
PO009452,2024-11-11,P00567,50,S028,291.66,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,14583.000000000002,-5,0,11,1
PO009453,2024-11-15,P00271,25,S046,203.87,3,Roche,Rome,Italie,0.54,4,5096.75,-1,0,11,1
PO009454,2024-01-22,P00204,25,S048,47.09,7,Lecomte,Amsterdam,Pays-Bas,0.65,4,1177.25,3,3,1,0
PO009455,2024-07-25,P00813,25,S012,13.79,2,Lucas,Stockholm,Suède,1.0,11,344.75,-9,0,7,1
PO009456,2024-10-23,P00058,25,S046,19.35,13,Roche,Rome,Italie,0.54,4,483.75000000000006,9,9,10,0
PO009457,2024-10-04,P00315,25,S048,296.78,8,Lecomte,Amsterdam,Pays-Bas,0.65,4,7419.499999999999,4,4,10,0
PO009458,2024-02-22,P00326,75,S008,240.11,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,18008.25,-1,0,2,1
PO009459,2024-05-18,P00841,50,S002,270.26,3,Morvan,Paris,France,0.86,9,13513.0,-6,0,5,1
PO009460,2024-02-06,P00104,50,S011,194.02,8,Leblanc,Rome,Italie,0.5,3,9701.0,5,5,2,0
PO009461,2024-10-25,P00686,10,S008,55.67,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,556.7,4,4,10,0
PO009462,2024-11-16,P00768,200,S010,287.67,9,Pelletier,Paris,France,0.98,3,57534.0,6,6,11,0
PO009463,2024-08-02,P00935,25,S010,94.91,11,Pelletier,Paris,France,0.98,3,2372.75,8,8,8,0
PO009464,2024-06-08,P00438,50,S036,122.58,14,Moreau Dubois S.A.S.,Stockholm,Suède,0.97,10,6129.0,4,4,6,0
PO009465,2024-09-25,P00981,50,S028,168.42,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,8421.0,5,5,9,0
PO009466,2024-11-21,P00644,150,S029,168.4,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,25260.0,2,2,11,0
PO009467,2024-08-03,P00587,75,S029,94.29,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,7071.750000000001,5,5,8,0
PO009468,2024-11-25,P00607,50,S002,190.68,7,Morvan,Paris,France,0.86,9,9534.0,-2,0,11,1
PO009469,2024-01-06,P00652,100,S008,245.9,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,24590.0,-3,0,1,1
PO009470,2024-05-13,P00701,75,S046,220.04,2,Roche,Rome,Italie,0.54,4,16503.0,-2,0,5,1
PO009471,2024-05-10,P00997,10,S008,142.38,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,1423.8,-4,0,5,1
PO009472,2024-04-02,P00996,50,S020,219.6,2,Baudry,Paris,France,0.57,8,10980.0,-6,0,4,1
PO009473,2024-05-23,P00344,500,S046,222.62,4,Roche,Rome,Italie,0.54,4,111310.0,0,0,5,1
PO009474,2024-02-29,P00171,75,S029,259.58,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,19468.5,-3,0,2,1
PO009475,2024-02-09,P00731,50,S048,191.28,3,Lecomte,Amsterdam,Pays-Bas,0.65,4,9564.0,-1,0,2,1
PO009476,2024-08-27,P00587,25,S048,148.47,14,Lecomte,Amsterdam,Pays-Bas,0.65,4,3711.75,10,10,8,0
PO009477,2024-11-18,P00260,150,S008,295.01,9,Gaillard S.A.,Berlin,Allemagne,0.64,7,44251.5,2,2,11,0
PO009478,2024-10-29,P00111,25,S008,187.52,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,4688.0,-2,0,10,1
PO009479,2024-08-30,P00217,25,S029,64.8,4,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1620.0,-2,0,8,1
PO009480,2024-11-13,P00425,50,S010,143.69,4,Pelletier,Paris,France,0.98,3,7184.5,1,1,11,0
PO009481,2024-02-22,P00329,50,S008,206.19,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,10309.5,-1,0,2,1
PO009482,2024-10-14,P00798,500,S028,109.28,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,54640.0,-3,0,10,1
PO009483,2024-08-29,P00165,25,S008,110.45,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,2761.25,4,4,8,0
PO009484,2024-03-03,P00132,75,S039,152.7,12,Rocher,Helsinki,Finlande,0.76,13,11452.5,-1,0,3,1
PO009485,2024-03-20,P00587,25,S028,202.5,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5062.5,4,4,3,0
PO009486,2024-04-04,P00627,100,S048,287.52,14,Lecomte,Amsterdam,Pays-Bas,0.65,4,28752.0,10,10,4,0
PO009487,2024-04-08,P00575,50,S046,280.35,2,Roche,Rome,Italie,0.54,4,14017.500000000002,-2,0,4,1
PO009488,2024-05-18,P00041,100,S037,245.34,5,Charles SARL,Helsinki,Finlande,0.54,8,24534.0,-3,0,5,1
PO009489,2024-01-01,P00324,50,S048,133.26,6,Lecomte,Amsterdam,Pays-Bas,0.65,4,6663.0,2,2,1,0
PO009490,2024-09-25,P00500,75,S028,185.83,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,13937.250000000002,5,5,9,0
PO009491,2024-10-17,P00519,75,S008,264.95,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,19871.25,6,6,10,0
PO009492,2024-05-18,P00477,50,S028,39.74,4,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1987.0,-4,0,5,1
PO009493,2024-10-13,P00579,75,S028,59.72,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4479.0,6,6,10,0
PO009494,2024-04-04,P00212,50,S048,125.32,8,Lecomte,Amsterdam,Pays-Bas,0.65,4,6266.0,4,4,4,0
PO009495,2024-04-15,P00694,150,S049,29.64,14,Godard SA,Zurich,Suisse,0.62,13,4446.0,1,1,4,0
PO009496,2024-05-17,P00114,75,S028,124.3,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,9322.5,-5,0,5,1
PO009497,2024-05-23,P00299,200,S028,171.14,4,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,34228.0,-4,0,5,1
PO009498,2024-11-02,P00391,25,S008,155.31,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,3882.75,3,3,11,0
PO009499,2024-02-14,P00865,25,S008,234.61,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,5865.25,4,4,2,0
PO009500,2024-09-04,P00657,50,S012,153.78,11,Lucas,Stockholm,Suède,1.0,11,7689.0,0,0,9,1
PO009501,2024-02-21,P00861,25,S028,172.09,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4302.25,-5,0,2,1
PO009502,2024-08-15,P00735,50,S008,170.2,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,8510.0,1,1,8,0
PO009503,2024-12-22,P00096,25,S008,156.47,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,3911.75,-4,0,12,1
PO009504,2024-07-20,P00756,200,S029,200.46,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,40092.0,5,5,7,0
PO009505,2024-03-11,P00169,75,S008,283.56,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,21267.0,6,6,3,0
PO009506,2024-01-21,P00576,75,S046,248.07,6,Roche,Rome,Italie,0.54,4,18605.25,2,2,1,0
PO009507,2024-07-07,P00751,150,S048,263.37,4,Lecomte,Amsterdam,Pays-Bas,0.65,4,39505.5,0,0,7,1
PO009508,2024-06-14,P00686,25,S046,162.79,13,Roche,Rome,Italie,0.54,4,4069.75,9,9,6,0
PO009509,2024-11-10,P00415,200,S029,261.63,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,52326.0,-1,0,11,1
PO009510,2024-01-20,P00200,75,S029,29.34,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2200.5,8,8,1,0
PO009511,2024-07-08,P00536,25,S028,135.97,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,3399.25,-3,0,7,1
PO009512,2024-07-08,P00718,150,S008,17.81,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,2671.5,5,5,7,0
PO009513,2024-03-22,P00044,75,S028,105.86,7,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,7939.5,-1,0,3,1
PO009514,2024-04-19,P00963,100,S009,140.6,5,Fischer,Lisbonne,Portugal,0.61,9,14060.0,-4,0,4,1
PO009515,2024-03-15,P00810,200,S029,222.28,13,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,44456.0,7,7,3,0
PO009516,2024-09-21,P00206,200,S028,61.19,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,12238.0,-2,0,9,1
PO009517,2024-01-19,P00504,200,S028,126.31,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,25262.0,-2,0,1,1
PO009518,2024-08-31,P00664,50,S028,218.3,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,10915.0,1,1,8,0
PO009519,2024-06-16,P00813,100,S010,133.71,14,Pelletier,Paris,France,0.98,3,13371.0,11,11,6,0
PO009520,2024-10-12,P00120,25,S029,21.27,10,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,531.75,4,4,10,0
PO009521,2024-06-16,P00883,150,S016,98.26,13,Morel,Stockholm,Suède,0.51,7,14739.0,6,6,6,0
PO009522,2024-11-30,P00068,50,S008,196.33,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,9816.5,1,1,11,0
PO009523,2024-08-08,P00415,75,S031,252.25,3,Faure S.A.R.L.,Oslo,Norvège,0.7,4,18918.75,-1,0,8,1
PO009524,2024-09-16,P00228,200,S029,34.65,4,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,6930.0,-2,0,9,1
PO009525,2024-09-05,P00411,150,S008,224.3,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,33645.0,-2,0,9,1
PO009526,2024-09-28,P00983,300,S008,242.19,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,72657.0,5,5,9,0
PO009527,2024-10-29,P00673,50,S028,211.08,10,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,10554.0,2,2,10,0
PO009528,2024-07-27,P00334,25,S029,62.4,9,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,1560.0,3,3,7,0
PO009529,2024-01-06,P00689,200,S008,209.53,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,41906.0,-1,0,1,1
PO009530,2024-07-12,P00448,75,S008,107.65,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,8073.75,6,6,7,0
PO009531,2024-08-03,P00005,200,S031,210.4,2,Faure S.A.R.L.,Oslo,Norvège,0.7,4,42080.0,-2,0,8,1
PO009532,2024-01-06,P00217,100,S002,55.01,11,Morvan,Paris,France,0.86,9,5501.0,2,2,1,0
PO009533,2024-11-02,P00159,200,S048,272.1,9,Lecomte,Amsterdam,Pays-Bas,0.65,4,54420.00000000001,5,5,11,0
PO009534,2024-03-10,P00596,100,S029,240.79,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,24079.0,-4,0,3,1
PO009535,2024-04-28,P00042,150,S041,80.43,9,Lemaître De Sousa SA,Dublin,Irlande,0.54,10,12064.500000000002,-1,0,4,1
PO009536,2024-03-18,P00470,25,S029,140.37,4,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,3509.25,-2,0,3,1
PO009537,2024-11-14,P00256,300,S021,264.78,12,Petitjean Andre SA,Oslo,Norvège,0.88,3,79433.99999999999,9,9,11,0
PO009538,2024-04-19,P00438,25,S008,252.44,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,6311.0,6,6,4,0
